Latitude,Longitude,Rainfall_mm
26.4167,77.0833,752
26.4167,77.25,760
26.4167,77.4167,748
26.4167,77.5833,775
26.4167,77.75,814
26.4167,77.9167,855
26.4167,78.0833,875
26.4167,78.25,877
26.4167,78.4167,884
26.4167,78.5833,884
26.4167,78.75,850
26.4167,78.9167,828
26.4167,79.0833,838
26.4167,79.25,851
26.4167,79.4167,852
26.4167,79.5833,849
26.4167,79.75,846
26.4167,79.9167,845
26.4167,80.0833,863
26.4167,80.25,885
26.4167,80.4167,906
26.4167,80.5833,927
26.4167,80.75,934
26.4167,80.9167,940
26.4167,81.0833,953
26.4167,81.25,968
26.4167,81.4167,975
26.4167,81.5833,977
26.4167,81.75,979
26.4167,81.9167,994
26.4167,82.0833,1015
26.4167,82.25,1028
26.4167,82.4167,1036
26.4167,82.5833,1045
26.4167,82.75,1056
26.4167,82.9167,1070
26.4167,83.0833,1085
26.4167,83.25,1111
26.4167,83.4167,1147
26.4167,83.5833,1160
26.4167,83.75,1149
26.4167,83.9167,1111
26.4167,84.0833,1067
26.4167,84.25,1058
26.4167,84.4167,1071
26.4167,84.5833,1087
26.4167,84.75,1093
26.4167,84.9167,1089
26.4167,85.0833,1082
26.4167,85.25,1076
26.4167,85.4167,1086
26.4167,85.5833,1099
26.4167,85.75,1086
26.4167,85.9167,1073
26.4167,86.0833,1078
26.4167,86.25,1133
26.4167,86.4167,1250
26.4167,86.5833,1336
26.4167,86.75,1373
26.4167,86.9167,1444
26.4167,87.0833,1595
26.4167,87.25,1825
26.4167,87.4167,2070
26.4167,87.5833,2255
26.4167,87.75,2332
26.4167,87.9167,2320
26.4167,88.0833,2308
26.4167,88.25,2398
26.4167,88.4167,2632
26.4167,88.5833,2874
26.4167,88.75,3005
26.4167,88.9167,3034
26.4167,89.0833,3015
26.4167,89.25,3078
26.4167,89.4167,3235
26.4167,89.5833,3291
26.4167,89.75,3240
26.4167,89.9167,3165
26.4167,90.0833,3121
26.4167,90.25,3150
26.4167,90.4167,3199
26.4167,90.5833,3171
26.4167,90.75,2891
26.4167,90.9167,2562
26.4167,91.0833,2311
26.4167,91.25,2193
26.4167,91.4167,2103
26.4167,91.5833,1960
26.4167,91.75,1808
26.4167,91.9167,1664
26.4167,92.0833,1570
26.4167,92.25,1557
26.4167,92.4167,1611
26.4167,92.5833,1653
26.4167,92.75,1678
26.4167,92.9167,1786
26.4167,93.0833,1964
26.4167,93.25,2019
26.4167,93.4167,1985
26.4167,93.5833,1963
26.4167,93.75,1898
26.4167,93.9167,1869
26.4167,94.0833,1905
26.4167,94.25,1965
26.4167,94.4167,2031
26.4167,94.5833,2096
26.4167,94.75,2149
26.4167,94.9167,2236
26.4167,95.0833,2086
26.4167,95.25,2323
26.4167,95.4167,2536
26.4167,95.5833,2804
26.4167,95.75,2725
26.4167,95.9167,3109
26.4167,96.0833,3295
26.4167,96.25,3322
26.4167,96.4167,3304
26.4167,96.5833,3344
26.4167,96.75,3352
26.4167,96.9167,3350
26.25,68.0833,136
26.25,68.25,134
26.25,68.4167,134
26.25,68.5833,136
26.25,68.75,140
26.25,68.9167,146
26.25,69.0833,153
26.25,69.25,157
26.25,69.4167,162
26.25,69.5833,166
26.25,69.75,170
26.25,69.9167,176
26.25,70.0833,181
26.25,70.25,187
26.25,70.4167,194
26.25,70.5833,197
26.25,70.75,200
26.25,70.9167,202
26.25,71.0833,201
26.25,71.25,200
26.25,71.4167,204
26.25,71.5833,210
26.25,71.75,219
26.25,71.9167,229
26.25,72.0833,244
26.25,72.25,266
26.25,72.4167,291
26.25,72.5833,320
26.25,72.75,360
26.25,72.9167,406
26.25,73.0833,417
26.25,73.25,414
26.25,73.4167,399
26.25,73.5833,384
26.25,73.75,367
26.25,73.9167,350
26.25,74.0833,342
26.25,74.25,353
26.25,74.4167,387
26.25,74.5833,429
26.25,74.75,428
26.25,74.9167,438
26.25,75.0833,473
26.25,75.25,503
26.25,75.4167,538
26.25,75.5833,576
26.25,75.75,626
26.25,75.9167,679
26.25,76.0833,714
26.25,76.25,737
26.25,76.4167,731
26.25,76.5833,717
26.25,76.75,741
26.25,76.9167,761
26.25,77.0833,737
26.25,77.25,729
26.25,77.4167,775
26.25,77.5833,790
26.25,77.75,837
26.25,77.9167,891
26.25,78.0833,907
26.25,78.25,915
26.25,78.4167,925
26.25,78.5833,915
26.25,78.75,872
26.25,78.9167,842
26.25,79.0833,849
26.25,79.25,876
26.25,79.4167,886
26.25,79.5833,880
26.25,79.75,868
26.25,79.9167,856
26.25,80.0833,870
26.25,80.25,903
26.25,80.4167,938
26.25,80.5833,953
26.25,80.75,948
26.25,80.9167,937
26.25,81.0833,938
26.25,81.25,948
26.25,81.4167,953
26.25,81.5833,956
26.25,81.75,967
26.25,81.9167,984
26.25,82.0833,1000
26.25,82.25,1005
26.25,82.4167,1006
26.25,82.5833,1016
26.25,82.75,1036
26.25,82.9167,1064
26.25,83.0833,1081
26.25,83.25,1112
26.25,83.4167,1156
26.25,83.5833,1161
26.25,83.75,1118
26.25,83.9167,1068
26.25,84.0833,1045
26.25,84.25,1060
26.25,84.4167,1082
26.25,84.5833,1085
26.25,84.75,1076
26.25,84.9167,1054
26.25,85.0833,1016
26.25,85.25,992
26.25,85.4167,1012
26.25,85.5833,1030
26.25,85.75,1030
26.25,85.9167,1030
26.25,86.0833,1049
26.25,86.25,1102
26.25,86.4167,1196
26.25,86.5833,1287
26.25,86.75,1332
26.25,86.9167,1393
26.25,87.0833,1515
26.25,87.25,1696
26.25,87.4167,1885
26.25,87.5833,2033
26.25,87.75,2112
26.25,87.9167,2131
26.25,88.0833,2151
26.25,88.25,2235
26.25,88.4167,2393
26.25,88.5833,2567
26.25,88.75,2694
26.25,88.9167,2779
26.25,89.0833,2858
26.25,89.25,2988
26.25,89.4167,3158
26.25,89.5833,3231
26.25,89.75,3184
26.25,89.9167,3112
26.25,90.0833,3022
26.25,90.25,2956
26.25,90.4167,2933
26.25,90.5833,2885
26.25,90.75,2648
26.25,90.9167,2270
26.25,91.0833,1990
26.25,91.25,1896
26.25,91.4167,1843
26.25,91.5833,1771
26.25,91.75,1713
26.25,91.9167,1675
26.25,92.0833,1517
26.25,92.25,1500
26.25,92.4167,1558
26.25,92.5833,1597
26.25,92.75,1610
26.25,92.9167,1743
26.25,93.0833,1673
26.25,93.25,1804
26.25,93.4167,1893
26.25,93.5833,1886
26.25,93.75,1762
26.25,93.9167,1755
26.25,94.0833,1819
26.25,94.25,1896
26.25,94.4167,1979
26.25,94.5833,2030
26.25,94.75,2026
26.25,94.9167,2020
26.25,95.0833,2102
26.25,95.25,2165
26.25,95.4167,2529
26.25,95.5833,2891
26.25,95.75,3173
26.25,95.9167,3199
26.25,96.0833,3355
26.25,96.25,3330
26.25,96.4167,3243
26.25,96.5833,3267
26.25,96.75,3263
26.25,96.9167,3220
26.0833,68.0833,140
26.0833,68.25,138
26.0833,68.4167,140
26.0833,68.5833,142
26.0833,68.75,150
26.0833,68.9167,155
26.0833,69.0833,164
26.0833,69.25,168
26.0833,69.4167,175
26.0833,69.5833,181
26.0833,69.75,183
26.0833,69.9167,187
26.0833,70.0833,192
26.0833,70.25,200
26.0833,70.4167,205
26.0833,70.5833,213
26.0833,70.75,219
26.0833,70.9167,227
26.0833,71.0833,233
26.0833,71.25,230
26.0833,71.4167,229
26.0833,71.5833,235
26.0833,71.75,239
26.0833,71.9167,243
26.0833,72.0833,251
26.0833,72.25,260
26.0833,72.4167,283
26.0833,72.5833,319
26.0833,72.75,361
26.0833,72.9167,398
26.0833,73.0833,418
26.0833,73.25,420
26.0833,73.4167,410
26.0833,73.5833,389
26.0833,73.75,372
26.0833,73.9167,351
26.0833,74.0833,343
26.0833,74.25,367
26.0833,74.4167,392
26.0833,74.5833,415
26.0833,74.75,435
26.0833,74.9167,459
26.0833,75.0833,500
26.0833,75.25,538
26.0833,75.4167,568
26.0833,75.5833,588
26.0833,75.75,631
26.0833,75.9167,678
26.0833,76.0833,722
26.0833,76.25,767
26.0833,76.4167,793
26.0833,76.5833,773
26.0833,76.75,767
26.0833,76.9167,726
26.0833,77.0833,731
26.0833,77.25,781
26.0833,77.4167,768
26.0833,77.5833,835
26.0833,77.75,881
26.0833,77.9167,921
26.0833,78.0833,945
26.0833,78.25,979
26.0833,78.4167,991
26.0833,78.5833,967
26.0833,78.75,908
26.0833,78.9167,881
26.0833,79.0833,888
26.0833,79.25,911
26.0833,79.4167,928
26.0833,79.5833,913
26.0833,79.75,884
26.0833,79.9167,862
26.0833,80.0833,874
26.0833,80.25,916
26.0833,80.4167,971
26.0833,80.5833,990
26.0833,80.75,957
26.0833,80.9167,930
26.0833,81.0833,928
26.0833,81.25,934
26.0833,81.4167,935
26.0833,81.5833,943
26.0833,81.75,963
26.0833,81.9167,982
26.0833,82.0833,991
26.0833,82.25,992
26.0833,82.4167,987
26.0833,82.5833,990
26.0833,82.75,1013
26.0833,82.9167,1052
26.0833,83.0833,1076
26.0833,83.25,1115
26.0833,83.4167,1177
26.0833,83.5833,1154
26.0833,83.75,1075
26.0833,83.9167,1030
26.0833,84.0833,1031
26.0833,84.25,1062
26.0833,84.4167,1087
26.0833,84.5833,1093
26.0833,84.75,1087
26.0833,84.9167,1057
26.0833,85.0833,1016
26.0833,85.25,989
26.0833,85.4167,1008
26.0833,85.5833,1018
26.0833,85.75,1023
26.0833,85.9167,1032
26.0833,86.0833,1055
26.0833,86.25,1094
26.0833,86.4167,1157
26.0833,86.5833,1221
26.0833,86.75,1261
26.0833,86.9167,1309
26.0833,87.0833,1402
26.0833,87.25,1542
26.0833,87.4167,1686
26.0833,87.5833,1805
26.0833,87.75,1888
26.0833,87.9167,1939
26.0833,88.0833,1986
26.0833,88.25,2066
26.0833,88.4167,2187
26.0833,88.5833,2313
26.0833,88.75,2429
26.0833,88.9167,2535
26.0833,89.0833,2658
26.0833,89.25,2802
26.0833,89.4167,2950
26.0833,89.5833,3033
26.0833,89.75,3018
26.0833,89.9167,2934
26.0833,90.0833,2830
26.0833,90.25,2744
26.0833,90.4167,2763
26.0833,90.5833,2836
26.0833,90.75,2601
26.0833,90.9167,2132
26.0833,91.0833,1839
26.0833,91.25,1780
26.0833,91.4167,1773
26.0833,91.5833,1900
26.0833,91.75,2120
26.0833,91.9167,1854
26.0833,92.0833,1827
26.0833,92.25,1671
26.0833,92.4167,1807
26.0833,92.5833,1595
26.0833,92.75,1532
26.0833,92.9167,1512
26.0833,93.0833,1497
26.0833,93.25,1569
26.0833,93.4167,1699
26.0833,93.5833,1751
26.0833,93.75,1634
26.0833,93.9167,1683
26.0833,94.0833,1772
26.0833,94.25,1879
26.0833,94.4167,1926
26.0833,94.5833,1953
26.0833,94.75,1996
26.0833,94.9167,2134
26.0833,95.0833,2037
26.0833,95.25,2084
26.0833,95.4167,2665
26.0833,95.5833,3020
26.0833,95.75,3387
26.0833,95.9167,3133
26.0833,96.0833,3125
26.0833,96.25,3132
26.0833,96.4167,3116
26.0833,96.5833,3135
26.0833,96.75,3106
26.0833,96.9167,3009
25.9167,68.0833,151
25.9167,68.25,143
25.9167,68.4167,143
25.9167,68.5833,148
25.9167,68.75,155
25.9167,68.9167,166
25.9167,69.0833,175
25.9167,69.25,184
25.9167,69.4167,188
25.9167,69.5833,192
25.9167,69.75,195
25.9167,69.9167,199
25.9167,70.0833,206
25.9167,70.25,212
25.9167,70.4167,220
25.9167,70.5833,229
25.9167,70.75,240
25.9167,70.9167,250
25.9167,71.0833,261
25.9167,71.25,267
25.9167,71.4167,262
25.9167,71.5833,261
25.9167,71.75,261
25.9167,71.9167,259
25.9167,72.0833,255
25.9167,72.25,266
25.9167,72.4167,287
25.9167,72.5833,320
25.9167,72.75,360
25.9167,72.9167,397
25.9167,73.0833,421
25.9167,73.25,431
25.9167,73.4167,422
25.9167,73.5833,403
25.9167,73.75,383
25.9167,73.9167,370
25.9167,74.0833,391
25.9167,74.25,414
25.9167,74.4167,403
25.9167,74.5833,423
25.9167,74.75,461
25.9167,74.9167,503
25.9167,75.0833,549
25.9167,75.25,585
25.9167,75.4167,603
25.9167,75.5833,605
25.9167,75.75,638
25.9167,75.9167,677
25.9167,76.0833,726
25.9167,76.25,769
25.9167,76.4167,808
25.9167,76.5833,767
25.9167,76.75,744
25.9167,76.9167,766
25.9167,77.0833,787
25.9167,77.25,778
25.9167,77.4167,800
25.9167,77.5833,852
25.9167,77.75,874
25.9167,77.9167,922
25.9167,78.0833,928
25.9167,78.25,978
25.9167,78.4167,1000
25.9167,78.5833,962
25.9167,78.75,933
25.9167,78.9167,924
25.9167,79.0833,924
25.9167,79.25,933
25.9167,79.4167,935
25.9167,79.5833,911
25.9167,79.75,866
25.9167,79.9167,835
25.9167,80.0833,840
25.9167,80.25,877
25.9167,80.4167,929
25.9167,80.5833,960
25.9167,80.75,939
25.9167,80.9167,919
25.9167,81.0833,923
25.9167,81.25,926
25.9167,81.4167,927
25.9167,81.5833,940
25.9167,81.75,960
25.9167,81.9167,985
25.9167,82.0833,990
25.9167,82.25,985
25.9167,82.4167,975
25.9167,82.5833,976
25.9167,82.75,994
25.9167,82.9167,1028
25.9167,83.0833,1058
25.9167,83.25,1108
25.9167,83.4167,1150
25.9167,83.5833,1107
25.9167,83.75,1021
25.9167,83.9167,985
25.9167,84.0833,1005
25.9167,84.25,1046
25.9167,84.4167,1073
25.9167,84.5833,1088
25.9167,84.75,1087
25.9167,84.9167,1069
25.9167,85.0833,1040
25.9167,85.25,1015
25.9167,85.4167,1007
25.9167,85.5833,1009
25.9167,85.75,1023
25.9167,85.9167,1046
25.9167,86.0833,1073
25.9167,86.25,1100
25.9167,86.4167,1136
25.9167,86.5833,1171
25.9167,86.75,1199
25.9167,86.9167,1231
25.9167,87.0833,1301
25.9167,87.25,1410
25.9167,87.4167,1513
25.9167,87.5833,1607
25.9167,87.75,1685
25.9167,87.9167,1753
25.9167,88.0833,1817
25.9167,88.25,1892
25.9167,88.4167,1988
25.9167,88.5833,2087
25.9167,88.75,2195
25.9167,88.9167,2308
25.9167,89.0833,2428
25.9167,89.25,2562
25.9167,89.4167,2699
25.9167,89.5833,2789
25.9167,89.75,2802
25.9167,89.9167,2761
25.9167,90.0833,2717
25.9167,90.25,2741
25.9167,90.4167,2994
25.9167,90.5833,2915
25.9167,90.75,2777
25.9167,90.9167,2678
25.9167,91.0833,2065
25.9167,91.25,2170
25.9167,91.4167,2152
25.9167,91.5833,2870
25.9167,91.75,2924
25.9167,91.9167,3037
25.9167,92.0833,2877
25.9167,92.25,2539
25.9167,92.4167,2191
25.9167,92.5833,1840
25.9167,92.75,1564
25.9167,92.9167,1466
25.9167,93.0833,1428
25.9167,93.25,1436
25.9167,93.4167,1467
25.9167,93.5833,1527
25.9167,93.75,1582
25.9167,93.9167,1657
25.9167,94.0833,1792
25.9167,94.25,1859
25.9167,94.4167,1894
25.9167,94.5833,1929
25.9167,94.75,2029
25.9167,94.9167,2100
25.9167,95.0833,1945
25.9167,95.25,2154
25.9167,95.4167,2588
25.9167,95.5833,3156
25.9167,95.75,3334
25.9167,95.9167,3222
25.9167,96.0833,2853
25.9167,96.25,2928
25.9167,96.4167,2861
25.9167,96.5833,2967
25.9167,96.75,2886
25.9167,96.9167,2832
25.75,68.0833,167
25.75,68.25,157
25.75,68.4167,147
25.75,68.5833,153
25.75,68.75,162
25.75,68.9167,174
25.75,69.0833,188
25.75,69.25,197
25.75,69.4167,200
25.75,69.5833,201
25.75,69.75,205
25.75,69.9167,210
25.75,70.0833,216
25.75,70.25,226
25.75,70.4167,236
25.75,70.5833,246
25.75,70.75,259
25.75,70.9167,274
25.75,71.0833,294
25.75,71.25,306
25.75,71.4167,295
25.75,71.5833,288
25.75,71.75,281
25.75,71.9167,273
25.75,72.0833,275
25.75,72.25,285
25.75,72.4167,309
25.75,72.5833,331
25.75,72.75,367
25.75,72.9167,406
25.75,73.0833,436
25.75,73.25,448
25.75,73.4167,444
25.75,73.5833,426
25.75,73.75,409
25.75,73.9167,433
25.75,74.0833,455
25.75,74.25,435
25.75,74.4167,436
25.75,74.5833,463
25.75,74.75,505
25.75,74.9167,552
25.75,75.0833,599
25.75,75.25,633
25.75,75.4167,650
25.75,75.5833,636
25.75,75.75,648
25.75,75.9167,673
25.75,76.0833,713
25.75,76.25,735
25.75,76.4167,737
25.75,76.5833,758
25.75,76.75,781
25.75,76.9167,824
25.75,77.0833,852
25.75,77.25,783
25.75,77.4167,837
25.75,77.5833,853
25.75,77.75,870
25.75,77.9167,876
25.75,78.0833,899
25.75,78.25,927
25.75,78.4167,934
25.75,78.5833,918
25.75,78.75,917
25.75,78.9167,933
25.75,79.0833,926
25.75,79.25,918
25.75,79.4167,908
25.75,79.5833,878
25.75,79.75,828
25.75,79.9167,787
25.75,80.0833,784
25.75,80.25,808
25.75,80.4167,846
25.75,80.5833,891
25.75,80.75,901
25.75,80.9167,896
25.75,81.0833,907
25.75,81.25,914
25.75,81.4167,919
25.75,81.5833,934
25.75,81.75,954
25.75,81.9167,977
25.75,82.0833,986
25.75,82.25,978
25.75,82.4167,969
25.75,82.5833,972
25.75,82.75,991
25.75,82.9167,1012
25.75,83.0833,1038
25.75,83.25,1080
25.75,83.4167,1095
25.75,83.5833,1056
25.75,83.75,993
25.75,83.9167,957
25.75,84.0833,971
25.75,84.25,1011
25.75,84.4167,1043
25.75,84.5833,1063
25.75,84.75,1072
25.75,84.9167,1071
25.75,85.0833,1057
25.75,85.25,1024
25.75,85.4167,997
25.75,85.5833,987
25.75,85.75,1005
25.75,85.9167,1045
25.75,86.0833,1079
25.75,86.25,1098
25.75,86.4167,1119
25.75,86.5833,1146
25.75,86.75,1169
25.75,86.9167,1197
25.75,87.0833,1249
25.75,87.25,1323
25.75,87.4167,1390
25.75,87.5833,1455
25.75,87.75,1522
25.75,87.9167,1592
25.75,88.0833,1662
25.75,88.25,1732
25.75,88.4167,1806
25.75,88.5833,1887
25.75,88.75,1992
25.75,88.9167,2105
25.75,89.0833,2221
25.75,89.25,2340
25.75,89.4167,2468
25.75,89.5833,2567
25.75,89.75,2606
25.75,89.9167,2630
25.75,90.0833,2892
25.75,90.25,3311
25.75,90.4167,3601
25.75,90.5833,3184
25.75,90.75,3629
25.75,90.9167,4480
25.75,91.0833,5111
25.75,91.25,5267
25.75,91.4167,4634
25.75,91.5833,4603
25.75,91.75,4381
25.75,91.9167,3950
25.75,92.0833,3438
25.75,92.25,2955
25.75,92.4167,2577
25.75,92.5833,2195
25.75,92.75,1744
25.75,92.9167,1512
25.75,93.0833,1436
25.75,93.25,1429
25.75,93.4167,1466
25.75,93.5833,1516
25.75,93.75,1616
25.75,93.9167,1763
25.75,94.0833,1825
25.75,94.25,1829
25.75,94.4167,1885
25.75,94.5833,1918
25.75,94.75,2048
25.75,94.9167,2014
25.75,95.0833,1902
25.75,95.25,2364
25.75,95.4167,2833
25.75,95.5833,3049
25.75,95.75,3115
25.75,95.9167,3074
25.75,96.0833,2790
25.75,96.25,2815
25.75,96.4167,2846
25.75,96.5833,2795
25.75,96.75,2719
25.75,96.9167,2618
25.5833,68.0833,176
25.5833,68.25,163
25.5833,68.4167,154
25.5833,68.5833,157
25.5833,68.75,164
25.5833,68.9167,183
25.5833,69.0833,200
25.5833,69.25,208
25.5833,69.4167,211
25.5833,69.5833,210
25.5833,69.75,213
25.5833,69.9167,220
25.5833,70.0833,227
25.5833,70.25,238
25.5833,70.4167,250
25.5833,70.5833,264
25.5833,70.75,279
25.5833,70.9167,297
25.5833,71.0833,311
25.5833,71.25,324
25.5833,71.4167,311
25.5833,71.5833,305
25.5833,71.75,295
25.5833,71.9167,288
25.5833,72.0833,290
25.5833,72.25,323
25.5833,72.4167,361
25.5833,72.5833,346
25.5833,72.75,382
25.5833,72.9167,429
25.5833,73.0833,459
25.5833,73.25,477
25.5833,73.4167,479
25.5833,73.5833,466
25.5833,73.75,458
25.5833,73.9167,509
25.5833,74.0833,489
25.5833,74.25,476
25.5833,74.4167,487
25.5833,74.5833,519
25.5833,74.75,556
25.5833,74.9167,605
25.5833,75.0833,650
25.5833,75.25,688
25.5833,75.4167,688
25.5833,75.5833,671
25.5833,75.75,681
25.5833,75.9167,680
25.5833,76.0833,700
25.5833,76.25,691
25.5833,76.4167,719
25.5833,76.5833,760
25.5833,76.75,801
25.5833,76.9167,854
25.5833,77.0833,875
25.5833,77.25,810
25.5833,77.4167,855
25.5833,77.5833,864
25.5833,77.75,862
25.5833,77.9167,856
25.5833,78.0833,866
25.5833,78.25,879
25.5833,78.4167,878
25.5833,78.5833,866
25.5833,78.75,873
25.5833,78.9167,888
25.5833,79.0833,888
25.5833,79.25,886
25.5833,79.4167,878
25.5833,79.5833,854
25.5833,79.75,812
25.5833,79.9167,770
25.5833,80.0833,773
25.5833,80.25,814
25.5833,80.4167,852
25.5833,80.5833,875
25.5833,80.75,875
25.5833,80.9167,864
25.5833,81.0833,880
25.5833,81.25,893
25.5833,81.4167,901
25.5833,81.5833,920
25.5833,81.75,940
25.5833,81.9167,954
25.5833,82.0833,968
25.5833,82.25,968
25.5833,82.4167,964
25.5833,82.5833,972
25.5833,82.75,997
25.5833,82.9167,1017
25.5833,83.0833,1036
25.5833,83.25,1055
25.5833,83.4167,1053
25.5833,83.5833,1023
25.5833,83.75,979
25.5833,83.9167,946
25.5833,84.0833,956
25.5833,84.25,988
25.5833,84.4167,1012
25.5833,84.5833,1029
25.5833,84.75,1042
25.5833,84.9167,1047
25.5833,85.0833,1046
25.5833,85.25,1011
25.5833,85.4167,979
25.5833,85.5833,970
25.5833,85.75,983
25.5833,85.9167,1026
25.5833,86.0833,1057
25.5833,86.25,1081
25.5833,86.4167,1103
25.5833,86.5833,1126
25.5833,86.75,1150
25.5833,86.9167,1183
25.5833,87.0833,1225
25.5833,87.25,1268
25.5833,87.4167,1304
25.5833,87.5833,1349
25.5833,87.75,1403
25.5833,87.9167,1467
25.5833,88.0833,1536
25.5833,88.25,1601
25.5833,88.4167,1654
25.5833,88.5833,1731
25.5833,88.75,1840
25.5833,88.9167,1958
25.5833,89.0833,2065
25.5833,89.25,2174
25.5833,89.4167,2286
25.5833,89.5833,2379
25.5833,89.75,2439
25.5833,89.9167,2521
25.5833,90.0833,2985
25.5833,90.25,4448
25.5833,90.4167,4800
25.5833,90.5833,3921
25.5833,90.75,3959
25.5833,90.9167,5562
25.5833,91.0833,6837
25.5833,91.25,6907
25.5833,91.4167,5825
25.5833,91.5833,4816
25.5833,91.75,4039
25.5833,91.9167,3564
25.5833,92.0833,3783
25.5833,92.25,3136
25.5833,92.4167,2858
25.5833,92.5833,2514
25.5833,92.75,2022
25.5833,92.9167,1666
25.5833,93.0833,1551
25.5833,93.25,1581
25.5833,93.4167,1583
25.5833,93.5833,1704
25.5833,93.75,1893
25.5833,93.9167,1923
25.5833,94.0833,1850
25.5833,94.25,1843
25.5833,94.4167,1860
25.5833,94.5833,1932
25.5833,94.75,1960
25.5833,94.9167,2084
25.5833,95.0833,2242
25.5833,95.25,2537
25.5833,95.4167,2743
25.5833,95.5833,2847
25.5833,95.75,2889
25.5833,95.9167,2867
25.5833,96.0833,2779
25.5833,96.25,2704
25.5833,96.4167,2661
25.5833,96.5833,2604
25.5833,96.75,2540
25.5833,96.9167,2466
25.4167,68.0833,182
25.4167,68.25,170
25.4167,68.4167,158
25.4167,68.5833,158
25.4167,68.75,171
25.4167,68.9167,188
25.4167,69.0833,204
25.4167,69.25,214
25.4167,69.4167,216
25.4167,69.5833,218
25.4167,69.75,220
25.4167,69.9167,231
25.4167,70.0833,239
25.4167,70.25,251
25.4167,70.4167,263
25.4167,70.5833,277
25.4167,70.75,296
25.4167,70.9167,313
25.4167,71.0833,326
25.4167,71.25,325
25.4167,71.4167,320
25.4167,71.5833,310
25.4167,71.75,303
25.4167,71.9167,300
25.4167,72.0833,307
25.4167,72.25,335
25.4167,72.4167,350
25.4167,72.5833,364
25.4167,72.75,406
25.4167,72.9167,453
25.4167,73.0833,490
25.4167,73.25,515
25.4167,73.4167,528
25.4167,73.5833,528
25.4167,73.75,551
25.4167,73.9167,555
25.4167,74.0833,520
25.4167,74.25,516
25.4167,74.4167,534
25.4167,74.5833,567
25.4167,74.75,606
25.4167,74.9167,646
25.4167,75.0833,689
25.4167,75.25,723
25.4167,75.4167,745
25.4167,75.5833,733
25.4167,75.75,710
25.4167,75.9167,692
25.4167,76.0833,692
25.4167,76.25,703
25.4167,76.4167,734
25.4167,76.5833,770
25.4167,76.75,813
25.4167,76.9167,864
25.4167,77.0833,893
25.4167,77.25,825
25.4167,77.4167,863
25.4167,77.5833,875
25.4167,77.75,869
25.4167,77.9167,866
25.4167,78.0833,861
25.4167,78.25,872
25.4167,78.4167,865
25.4167,78.5833,847
25.4167,78.75,843
25.4167,78.9167,852
25.4167,79.0833,846
25.4167,79.25,857
25.4167,79.4167,864
25.4167,79.5833,857
25.4167,79.75,842
25.4167,79.9167,818
25.4167,80.0833,839
25.4167,80.25,890
25.4167,80.4167,919
25.4167,80.5833,893
25.4167,80.75,871
25.4167,80.9167,869
25.4167,81.0833,885
25.4167,81.25,894
25.4167,81.4167,904
25.4167,81.5833,915
25.4167,81.75,918
25.4167,81.9167,919
25.4167,82.0833,931
25.4167,82.25,944
25.4167,82.4167,954
25.4167,82.5833,978
25.4167,82.75,1007
25.4167,82.9167,1030
25.4167,83.0833,1038
25.4167,83.25,1031
25.4167,83.4167,1020
25.4167,83.5833,998
25.4167,83.75,967
25.4167,83.9167,954
25.4167,84.0833,968
25.4167,84.25,986
25.4167,84.4167,991
25.4167,84.5833,988
25.4167,84.75,991
25.4167,84.9167,994
25.4167,85.0833,991
25.4167,85.25,977
25.4167,85.4167,971
25.4167,85.5833,970
25.4167,85.75,980
25.4167,85.9167,1001
25.4167,86.0833,1028
25.4167,86.25,1048
25.4167,86.4167,1077
25.4167,86.5833,1101
25.4167,86.75,1121
25.4167,86.9167,1148
25.4167,87.0833,1192
25.4167,87.25,1239
25.4167,87.4167,1279
25.4167,87.5833,1295
25.4167,87.75,1320
25.4167,87.9167,1375
25.4167,88.0833,1444
25.4167,88.25,1504
25.4167,88.4167,1550
25.4167,88.5833,1634
25.4167,88.75,1752
25.4167,88.9167,1860
25.4167,89.0833,1956
25.4167,89.25,2052
25.4167,89.4167,2146
25.4167,89.5833,2233
25.4167,89.75,2303
25.4167,89.9167,2495
25.4167,90.0833,2678
25.4167,90.25,3419
25.4167,90.4167,4673
25.4167,90.5833,4425
25.4167,90.75,3733
25.4167,90.9167,4528
25.4167,91.0833,5972
25.4167,91.25,7863
25.4167,91.4167,7089
25.4167,91.5833,5963
25.4167,91.75,4762
25.4167,91.9167,4519
25.4167,92.0833,4160
25.4167,92.25,3521
25.4167,92.4167,3208
25.4167,92.5833,2833
25.4167,92.75,2429
25.4167,92.9167,1962
25.4167,93.0833,1693
25.4167,93.25,1704
25.4167,93.4167,1924
25.4167,93.5833,2292
25.4167,93.75,2096
25.4167,93.9167,1979
25.4167,94.0833,1826
25.4167,94.25,1860
25.4167,94.4167,1849
25.4167,94.5833,1902
25.4167,94.75,1940
25.4167,94.9167,2100
25.4167,95.0833,2331
25.4167,95.25,2497
25.4167,95.4167,2588
25.4167,95.5833,2646
25.4167,95.75,2665
25.4167,95.9167,2644
25.4167,96.0833,2566
25.4167,96.25,2478
25.4167,96.4167,2456
25.4167,96.5833,2400
25.4167,96.75,2345
25.4167,96.9167,2294
25.25,68.0833,191
25.25,68.25,172
25.25,68.4167,163
25.25,68.5833,159
25.25,68.75,175
25.25,68.9167,189
25.25,69.0833,204
25.25,69.25,216
25.25,69.4167,219
25.25,69.5833,223
25.25,69.75,228
25.25,69.9167,236
25.25,70.0833,248
25.25,70.25,260
25.25,70.4167,274
