Latitude,Longitude,Rainfall_mm
32.0833,69.5833,303
32.0833,69.75,302
32.0833,69.9167,316
32.0833,70.0833,283
32.0833,70.25,273
32.0833,70.4167,276
32.0833,70.5833,280
32.0833,70.75,283
32.0833,70.9167,282
32.0833,71.0833,279
32.0833,71.25,285
32.0833,71.4167,289
32.0833,71.5833,294
32.0833,71.75,303
32.0833,71.9167,313
32.0833,72.0833,332
32.0833,72.25,352
32.0833,72.4167,368
32.0833,72.5833,389
32.0833,72.75,400
32.0833,72.9167,402
32.0833,73.0833,410
32.0833,73.25,424
32.0833,73.4167,442
32.0833,73.5833,466
32.0833,73.75,489
32.0833,73.9167,513
32.0833,74.0833,548
32.0833,74.25,585
32.0833,74.4167,620
32.0833,74.5833,653
32.0833,74.75,682
32.0833,74.9167,720
32.0833,75.0833,788
32.0833,75.25,882
32.0833,75.4167,1001
32.0833,75.5833,1134
32.0833,75.75,1321
32.0833,75.9167,1529
32.0833,76.0833,1656
32.0833,76.25,1911
32.0833,76.4167,2211
32.0833,76.5833,2120
32.0833,76.75,1629
32.0833,76.9167,1154
32.0833,77.0833,1254
32.0833,77.25,994
32.0833,77.4167,724
32.0833,77.5833,507
32.0833,77.75,439
32.0833,77.9167,445
32.0833,78.0833,471
32.0833,78.25,469
32.0833,78.4167,432
32.0833,78.5833,463
32.0833,78.75,346
32.0833,78.9167,291
32.0833,79.0833,289
32.0833,79.25,295
32.0833,79.4167,263
32.0833,79.5833,234
32.0833,79.75,213
32.0833,79.9167,196
32.0833,80.0833,191
32.0833,80.25,165
32.0833,80.4167,159
32.0833,80.5833,148
32.0833,80.75,143
32.0833,80.9167,140
32.0833,81.0833,130
32.0833,81.25,127
32.0833,81.4167,119
32.0833,81.5833,115
32.0833,81.75,114
32.0833,81.9167,110
32.0833,82.0833,105
32.0833,82.25,97
32.0833,82.4167,96
32.0833,82.5833,93
32.0833,82.75,90
32.0833,82.9167,91
32.0833,83.0833,91
32.0833,83.25,88
32.0833,83.4167,86
32.0833,83.5833,90
32.0833,83.75,86
32.0833,83.9167,87
32.0833,84.0833,88
32.0833,84.25,88
32.0833,84.4167,88
32.0833,84.5833,93
32.0833,84.75,96
32.0833,84.9167,99
32.0833,85.0833,102
32.0833,85.25,103
32.0833,85.4167,108
32.0833,85.5833,112
32.0833,85.75,119
32.0833,85.9167,127
32.0833,86.0833,135
32.0833,86.25,146
32.0833,86.4167,155
32.0833,86.5833,172
32.0833,86.75,176
32.0833,86.9167,191
32.0833,87.0833,203
32.0833,87.25,220
32.0833,87.4167,234
32.0833,87.5833,245
32.0833,87.75,266
32.0833,87.9167,278
32.0833,88.0833,294
32.0833,88.25,311
32.0833,88.4167,318
32.0833,88.5833,336
32.0833,88.75,350
32.0833,88.9167,359
32.0833,89.0833,372
32.0833,89.25,379
32.0833,89.4167,386
32.0833,89.5833,393
32.0833,89.75,398
32.0833,89.9167,404
32.0833,90.0833,411
32.0833,90.25,417
32.0833,90.4167,422
32.0833,90.5833,424
32.0833,90.75,420
32.0833,90.9167,420
32.0833,91.0833,424
32.0833,91.25,427
32.0833,91.4167,423
32.0833,91.5833,425
32.0833,91.75,431
32.0833,91.9167,445
32.0833,92.0833,454
32.0833,92.25,457
32.0833,92.4167,463
32.0833,92.5833,482
32.0833,92.75,491
32.0833,92.9167,509
32.0833,93.0833,534
32.0833,93.25,543
32.0833,93.4167,548
32.0833,93.5833,558
32.0833,93.75,582
32.0833,93.9167,611
32.0833,94.0833,623
32.0833,94.25,629
32.0833,94.4167,637
32.0833,94.5833,644
32.0833,94.75,644
32.0833,94.9167,654
32.0833,95.0833,642
32.0833,95.25,644
32.0833,95.4167,650
32.0833,95.5833,621
32.0833,95.75,593
32.0833,95.9167,578
32.0833,96.0833,581
32.0833,96.25,587
32.0833,96.4167,571
32.0833,96.5833,552
32.0833,96.75,552
32.0833,96.9167,546
31.9167,68.0833,251
31.9167,68.25,249
31.9167,68.4167,245
31.9167,68.5833,251
31.9167,68.75,256
31.9167,68.9167,275
31.9167,69.0833,281
31.9167,69.25,275
31.9167,69.4167,286
31.9167,69.5833,306
31.9167,69.75,314
31.9167,69.9167,362
31.9167,70.0833,292
31.9167,70.25,265
31.9167,70.4167,264
31.9167,70.5833,270
31.9167,70.75,272
31.9167,70.9167,266
31.9167,71.0833,262
31.9167,71.25,262
31.9167,71.4167,265
31.9167,71.5833,264
31.9167,71.75,271
31.9167,71.9167,286
31.9167,72.0833,304
31.9167,72.25,326
31.9167,72.4167,349
31.9167,72.5833,371
31.9167,72.75,387
31.9167,72.9167,391
31.9167,73.0833,396
31.9167,73.25,408
31.9167,73.4167,423
31.9167,73.5833,439
31.9167,73.75,461
31.9167,73.9167,485
31.9167,74.0833,516
31.9167,74.25,549
31.9167,74.4167,582
31.9167,74.5833,612
31.9167,74.75,641
31.9167,74.9167,676
31.9167,75.0833,731
31.9167,75.25,809
31.9167,75.4167,901
31.9167,75.5833,1000
31.9167,75.75,1156
31.9167,75.9167,1336
31.9167,76.0833,1502
31.9167,76.25,1612
31.9167,76.4167,1840
31.9167,76.5833,1915
31.9167,76.75,1888
31.9167,76.9167,1691
31.9167,77.0833,1448
31.9167,77.25,1266
31.9167,77.4167,851
31.9167,77.5833,619
31.9167,77.75,542
31.9167,77.9167,492
31.9167,78.0833,511
31.9167,78.25,465
31.9167,78.4167,444
31.9167,78.5833,565
31.9167,78.75,395
31.9167,78.9167,377
31.9167,79.0833,342
31.9167,79.25,364
31.9167,79.4167,364
31.9167,79.5833,327
31.9167,79.75,273
31.9167,79.9167,232
31.9167,80.0833,224
31.9167,80.25,213
31.9167,80.4167,194
31.9167,80.5833,181
31.9167,80.75,174
31.9167,80.9167,166
31.9167,81.0833,155
31.9167,81.25,150
31.9167,81.4167,144
31.9167,81.5833,136
31.9167,81.75,133
31.9167,81.9167,127
31.9167,82.0833,124
31.9167,82.25,116
31.9167,82.4167,110
31.9167,82.5833,107
31.9167,82.75,102
31.9167,82.9167,99
31.9167,83.0833,99
31.9167,83.25,93
31.9167,83.4167,92
31.9167,83.5833,96
31.9167,83.75,95
31.9167,83.9167,92
31.9167,84.0833,94
31.9167,84.25,96
31.9167,84.4167,96
31.9167,84.5833,99
31.9167,84.75,100
31.9167,84.9167,104
31.9167,85.0833,106
31.9167,85.25,109
31.9167,85.4167,115
31.9167,85.5833,118
31.9167,85.75,123
31.9167,85.9167,128
31.9167,86.0833,138
31.9167,86.25,146
31.9167,86.4167,158
31.9167,86.5833,171
31.9167,86.75,184
31.9167,86.9167,199
31.9167,87.0833,214
31.9167,87.25,229
31.9167,87.4167,248
31.9167,87.5833,265
31.9167,87.75,276
31.9167,87.9167,293
31.9167,88.0833,304
31.9167,88.25,321
31.9167,88.4167,335
31.9167,88.5833,352
31.9167,88.75,363
31.9167,88.9167,373
31.9167,89.0833,381
31.9167,89.25,386
31.9167,89.4167,394
31.9167,89.5833,401
31.9167,89.75,408
31.9167,89.9167,411
31.9167,90.0833,414
31.9167,90.25,417
31.9167,90.4167,422
31.9167,90.5833,426
31.9167,90.75,433
31.9167,90.9167,434
31.9167,91.0833,435
31.9167,91.25,432
31.9167,91.4167,431
31.9167,91.5833,424
31.9167,91.75,433
31.9167,91.9167,460
31.9167,92.0833,465
31.9167,92.25,474
31.9167,92.4167,476
31.9167,92.5833,489
31.9167,92.75,503
31.9167,92.9167,510
31.9167,93.0833,532
31.9167,93.25,569
31.9167,93.4167,593
31.9167,93.5833,597
31.9167,93.75,586
31.9167,93.9167,600
31.9167,94.0833,621
31.9167,94.25,643
31.9167,94.4167,649
31.9167,94.5833,658
31.9167,94.75,657
31.9167,94.9167,644
31.9167,95.0833,664
31.9167,95.25,657
31.9167,95.4167,662
31.9167,95.5833,636
31.9167,95.75,623
31.9167,95.9167,599
31.9167,96.0833,567
31.9167,96.25,570
31.9167,96.4167,588
31.9167,96.5833,575
31.9167,96.75,558
31.9167,96.9167,549
31.75,68.0833,246
31.75,68.25,244
31.75,68.4167,245
31.75,68.5833,245
31.75,68.75,251
31.75,68.9167,268
31.75,69.0833,277
31.75,69.25,298
31.75,69.4167,289
31.75,69.5833,307
31.75,69.75,345
31.75,69.9167,389
31.75,70.0833,295
31.75,70.25,261
31.75,70.4167,257
31.75,70.5833,255
31.75,70.75,251
31.75,70.9167,246
31.75,71.0833,236
31.75,71.25,234
31.75,71.4167,237
31.75,71.5833,238
31.75,71.75,248
31.75,71.9167,264
31.75,72.0833,281
31.75,72.25,301
31.75,72.4167,328
31.75,72.5833,351
31.75,72.75,365
31.75,72.9167,375
31.75,73.0833,382
31.75,73.25,393
31.75,73.4167,405
31.75,73.5833,418
31.75,73.75,437
31.75,73.9167,462
31.75,74.0833,492
31.75,74.25,523
31.75,74.4167,557
31.75,74.5833,592
31.75,74.75,629
31.75,74.9167,669
31.75,75.0833,708
31.75,75.25,761
31.75,75.4167,826
31.75,75.5833,892
31.75,75.75,992
31.75,75.9167,1161
31.75,76.0833,1342
31.75,76.25,1406
31.75,76.4167,1497
31.75,76.5833,1665
31.75,76.75,1775
31.75,76.9167,1673
31.75,77.0833,1524
31.75,77.25,1336
31.75,77.4167,1098
31.75,77.5833,802
31.75,77.75,649
31.75,77.9167,623
31.75,78.0833,574
31.75,78.25,584
31.75,78.4167,681
31.75,78.5833,693
31.75,78.75,537
31.75,78.9167,601
31.75,79.0833,489
31.75,79.25,499
31.75,79.4167,476
31.75,79.5833,454
31.75,79.75,373
31.75,79.9167,295
31.75,80.0833,259
31.75,80.25,281
31.75,80.4167,250
31.75,80.5833,217
31.75,80.75,203
31.75,80.9167,193
31.75,81.0833,186
31.75,81.25,177
31.75,81.4167,166
31.75,81.5833,159
31.75,81.75,150
31.75,81.9167,144
31.75,82.0833,138
31.75,82.25,127
31.75,82.4167,124
31.75,82.5833,118
31.75,82.75,111
31.75,82.9167,111
31.75,83.0833,105
31.75,83.25,103
31.75,83.4167,103
31.75,83.5833,103
31.75,83.75,98
31.75,83.9167,99
31.75,84.0833,100
31.75,84.25,99
31.75,84.4167,99
31.75,84.5833,102
31.75,84.75,103
31.75,84.9167,105
31.75,85.0833,109
31.75,85.25,114
31.75,85.4167,116
31.75,85.5833,121
31.75,85.75,124
31.75,85.9167,131
31.75,86.0833,144
31.75,86.25,155
31.75,86.4167,161
31.75,86.5833,171
31.75,86.75,184
31.75,86.9167,201
31.75,87.0833,220
31.75,87.25,233
31.75,87.4167,246
31.75,87.5833,256
31.75,87.75,273
31.75,87.9167,304
31.75,88.0833,317
31.75,88.25,325
31.75,88.4167,341
31.75,88.5833,362
31.75,88.75,375
31.75,88.9167,382
31.75,89.0833,391
31.75,89.25,396
31.75,89.4167,402
31.75,89.5833,409
31.75,89.75,411
31.75,89.9167,416
31.75,90.0833,422
31.75,90.25,425
31.75,90.4167,427
31.75,90.5833,432
31.75,90.75,436
31.75,90.9167,441
31.75,91.0833,431
31.75,91.25,430
31.75,91.4167,439
31.75,91.5833,428
31.75,91.75,432
31.75,91.9167,441
31.75,92.0833,449
31.75,92.25,462
31.75,92.4167,485
31.75,92.5833,510
31.75,92.75,506
31.75,92.9167,531
31.75,93.0833,566
31.75,93.25,605
31.75,93.4167,630
31.75,93.5833,621
31.75,93.75,612
31.75,93.9167,633
31.75,94.0833,651
31.75,94.25,634
31.75,94.4167,644
31.75,94.5833,655
31.75,94.75,673
31.75,94.9167,662
31.75,95.0833,640
31.75,95.25,664
31.75,95.4167,661
31.75,95.5833,658
31.75,95.75,648
31.75,95.9167,639
31.75,96.0833,625
31.75,96.25,581
31.75,96.4167,575
31.75,96.5833,567
31.75,96.75,580
31.75,96.9167,570
31.5833,68.0833,249
31.5833,68.25,244
31.5833,68.4167,243
31.5833,68.5833,246
31.5833,68.75,245
31.5833,68.9167,258
31.5833,69.0833,276
31.5833,69.25,290
31.5833,69.4167,299
31.5833,69.5833,313
31.5833,69.75,377
31.5833,69.9167,419
31.5833,70.0833,319
31.5833,70.25,272
31.5833,70.4167,247
31.5833,70.5833,241
31.5833,70.75,234
31.5833,70.9167,226
31.5833,71.0833,218
31.5833,71.25,217
31.5833,71.4167,215
31.5833,71.5833,219
31.5833,71.75,227
31.5833,71.9167,241
31.5833,72.0833,258
31.5833,72.25,281
31.5833,72.4167,307
31.5833,72.5833,329
31.5833,72.75,349
31.5833,72.9167,361
31.5833,73.0833,370
31.5833,73.25,379
31.5833,73.4167,390
31.5833,73.5833,402
31.5833,73.75,416
31.5833,73.9167,438
31.5833,74.0833,464
31.5833,74.25,497
31.5833,74.4167,537
31.5833,74.5833,575
31.5833,74.75,616
31.5833,74.9167,657
31.5833,75.0833,687
31.5833,75.25,726
31.5833,75.4167,764
31.5833,75.5833,810
31.5833,75.75,869
31.5833,75.9167,953
31.5833,76.0833,1064
31.5833,76.25,1168
31.5833,76.4167,1281
31.5833,76.5833,1370
31.5833,76.75,1564
31.5833,76.9167,1584
31.5833,77.0833,1586
31.5833,77.25,1294
31.5833,77.4167,1174
31.5833,77.5833,1037
31.5833,77.75,1072
31.5833,77.9167,992
31.5833,78.0833,883
31.5833,78.25,852
31.5833,78.4167,852
31.5833,78.5833,625
31.5833,78.75,516
31.5833,78.9167,560
31.5833,79.0833,622
31.5833,79.25,556
31.5833,79.4167,635
31.5833,79.5833,595
31.5833,79.75,581
31.5833,79.9167,436
31.5833,80.0833,315
31.5833,80.25,304
31.5833,80.4167,322
31.5833,80.5833,275
31.5833,80.75,238
31.5833,80.9167,225
31.5833,81.0833,211
31.5833,81.25,209
31.5833,81.4167,190
31.5833,81.5833,180
31.5833,81.75,172
31.5833,81.9167,163
31.5833,82.0833,152
31.5833,82.25,147
31.5833,82.4167,143
31.5833,82.5833,132
31.5833,82.75,130
31.5833,82.9167,126
31.5833,83.0833,118
31.5833,83.25,112
31.5833,83.4167,113
31.5833,83.5833,110
31.5833,83.75,103
31.5833,83.9167,108
31.5833,84.0833,107
31.5833,84.25,108
31.5833,84.4167,109
31.5833,84.5833,110
31.5833,84.75,109
31.5833,84.9167,110
31.5833,85.0833,111
31.5833,85.25,116
31.5833,85.4167,117
31.5833,85.5833,124
31.5833,85.75,128
31.5833,85.9167,132
31.5833,86.0833,146
31.5833,86.25,153
31.5833,86.4167,164
31.5833,86.5833,173
31.5833,86.75,193
31.5833,86.9167,191
31.5833,87.0833,217
31.5833,87.25,236
31.5833,87.4167,256
31.5833,87.5833,258
31.5833,87.75,285
31.5833,87.9167,306
31.5833,88.0833,307
31.5833,88.25,315
31.5833,88.4167,346
31.5833,88.5833,368
31.5833,88.75,382
31.5833,88.9167,390
31.5833,89.0833,400
31.5833,89.25,404
31.5833,89.4167,410
31.5833,89.5833,417
31.5833,89.75,420
31.5833,89.9167,421
31.5833,90.0833,425
31.5833,90.25,424
31.5833,90.4167,426
31.5833,90.5833,433
31.5833,90.75,433
31.5833,90.9167,432
31.5833,91.0833,427
31.5833,91.25,440
31.5833,91.4167,430
31.5833,91.5833,426
31.5833,91.75,422
31.5833,91.9167,432
31.5833,92.0833,438
31.5833,92.25,459
31.5833,92.4167,488
31.5833,92.5833,520
31.5833,92.75,530
31.5833,92.9167,546
31.5833,93.0833,567
31.5833,93.25,601
31.5833,93.4167,618
31.5833,93.5833,637
31.5833,93.75,645
31.5833,93.9167,645
31.5833,94.0833,655
31.5833,94.25,654
31.5833,94.4167,660
31.5833,94.5833,640
31.5833,94.75,645
31.5833,94.9167,665
31.5833,95.0833,625
31.5833,95.25,627
31.5833,95.4167,645
31.5833,95.5833,641
31.5833,95.75,638
31.5833,95.9167,637
31.5833,96.0833,628
31.5833,96.25,611
31.5833,96.4167,597
31.5833,96.5833,584
31.5833,96.75,557
31.5833,96.9167,573
31.4167,68.0833,255
31.4167,68.25,252
31.4167,68.4167,243
31.4167,68.5833,242
31.4167,68.75,247
31.4167,68.9167,267
31.4167,69.0833,279
31.4167,69.25,280
31.4167,69.4167,289
31.4167,69.5833,324
31.4167,69.75,362
31.4167,69.9167,382
31.4167,70.0833,340
31.4167,70.25,265
31.4167,70.4167,240
31.4167,70.5833,233
31.4167,70.75,222
31.4167,70.9167,214
31.4167,71.0833,208
31.4167,71.25,202
31.4167,71.4167,201
31.4167,71.5833,205
31.4167,71.75,211
31.4167,71.9167,226
31.4167,72.0833,239
31.4167,72.25,261
31.4167,72.4167,289
31.4167,72.5833,316
31.4167,72.75,341
31.4167,72.9167,354
31.4167,73.0833,362
31.4167,73.25,369
31.4167,73.4167,374
31.4167,73.5833,383
31.4167,73.75,395
31.4167,73.9167,409
31.4167,74.0833,434
31.4167,74.25,467
31.4167,74.4167,501
31.4167,74.5833,542
31.4167,74.75,591
31.4167,74.9167,630
31.4167,75.0833,661
31.4167,75.25,687
31.4167,75.4167,713
31.4167,75.5833,741
31.4167,75.75,772
31.4167,75.9167,834
31.4167,76.0833,928
31.4167,76.25,1027
31.4167,76.4167,1133
31.4167,76.5833,1215
31.4167,76.75,1351
31.4167,76.9167,1602
31.4167,77.0833,1524
31.4167,77.25,1406
31.4167,77.4167,1313
31.4167,77.5833,1219
31.4167,77.75,1143
31.4167,77.9167,945
31.4167,78.0833,904
31.4167,78.25,915
31.4167,78.4167,746
31.4167,78.5833,711
31.4167,78.75,607
31.4167,78.9167,622
31.4167,79.0833,564
31.4167,79.25,559
31.4167,79.4167,615
31.4167,79.5833,680
31.4167,79.75,696
31.4167,79.9167,659
31.4167,80.0833,457
31.4167,80.25,351
31.4167,80.4167,350
31.4167,80.5833,340
31.4167,80.75,288
31.4167,80.9167,262
31.4167,81.0833,245
31.4167,81.25,234
31.4167,81.4167,218
31.4167,81.5833,206
31.4167,81.75,192
31.4167,81.9167,183
31.4167,82.0833,174
31.4167,82.25,171
31.4167,82.4167,160
31.4167,82.5833,151
31.4167,82.75,147
31.4167,82.9167,139
31.4167,83.0833,132
31.4167,83.25,125
31.4167,83.4167,121
31.4167,83.5833,117
31.4167,83.75,123
31.4167,83.9167,122
31.4167,84.0833,125
31.4167,84.25,120
31.4167,84.4167,118
31.4167,84.5833,117
31.4167,84.75,115
31.4167,84.9167,117
31.4167,85.0833,119
31.4167,85.25,118
31.4167,85.4167,125
31.4167,85.5833,134
31.4167,85.75,135
31.4167,85.9167,138
31.4167,86.0833,142
31.4167,86.25,154
31.4167,86.4167,155
31.4167,86.5833,174
31.4167,86.75,179
31.4167,86.9167,192
31.4167,87.0833,215
31.4167,87.25,230
31.4167,87.4167,226
31.4167,87.5833,252
31.4167,87.75,280
31.4167,87.9167,306
31.4167,88.0833,302
31.4167,88.25,296
31.4167,88.4167,327
31.4167,88.5833,368
31.4167,88.75,384
31.4167,88.9167,390
31.4167,89.0833,399
31.4167,89.25,390
31.4167,89.4167,403
31.4167,89.5833,412
31.4167,89.75,417
31.4167,89.9167,413
31.4167,90.0833,424
31.4167,90.25,429
31.4167,90.4167,430
31.4167,90.5833,428
31.4167,90.75,426
31.4167,90.9167,425
31.4167,91.0833,430
31.4167,91.25,432
31.4167,91.4167,426
31.4167,91.5833,426
31.4167,91.75,426
31.4167,91.9167,428
31.4167,92.0833,438
31.4167,92.25,461
31.4167,92.4167,485
31.4167,92.5833,519
31.4167,92.75,542
31.4167,92.9167,564
31.4167,93.0833,599
31.4167,93.25,632
31.4167,93.4167,647
31.4167,93.5833,654
31.4167,93.75,657
31.4167,93.9167,675
31.4167,94.0833,669
31.4167,94.25,658
31.4167,94.4167,653
31.4167,94.5833,644
31.4167,94.75,669
31.4167,94.9167,678
31.4167,95.0833,650
31.4167,95.25,670
31.4167,95.4167,646
31.4167,95.5833,614
31.4167,95.75,620
31.4167,95.9167,630
31.4167,96.0833,619
31.4167,96.25,605
31.4167,96.4167,592
31.4167,96.5833,589
31.4167,96.75,581
31.4167,96.9167,557
31.25,68.0833,259
31.25,68.25,252
31.25,68.4167,254
31.25,68.5833,251
31.25,68.75,254
31.25,68.9167,259
31.25,69.0833,263
31.25,69.25,269
31.25,69.4167,296
31.25,69.5833,330
31.25,69.75,351
31.25,69.9167,360
31.25,70.0833,352
31.25,70.25,268
31.25,70.4167,237
31.25,70.5833,224
31.25,70.75,214
31.25,70.9167,207
31.25,71.0833,201
31.25,71.25,195
31.25,71.4167,190
31.25,71.5833,192
31.25,71.75,200
31.25,71.9167,208
31.25,72.0833,221
31.25,72.25,243
31.25,72.4167,271
31.25,72.5833,309
31.25,72.75,343
31.25,72.9167,358
31.25,73.0833,361
31.25,73.25,360
31.25,73.4167,362
31.25,73.5833,366
31.25,73.75,371
31.25,73.9167,385
31.25,74.0833,405
31.25,74.25,430
31.25,74.4167,460
31.25,74.5833,507
31.25,74.75,564
31.25,74.9167,603
31.25,75.0833,627
31.25,75.25,644
31.25,75.4167,661
31.25,75.5833,672
31.25,75.75,692
31.25,75.9167,753
31.25,76.0833,848
31.25,76.25,940
31.25,76.4167,1050
31.25,76.5833,1168
31.25,76.75,1309
31.25,76.9167,1559
31.25,77.0833,1514
31.25,77.25,1433
31.25,77.4167,1316
31.25,77.5833,1251
31.25,77.75,1221
31.25,77.9167,1192
31.25,78.0833,1158
31.25,78.25,985
31.25,78.4167,816
31.25,78.5833,741
31.25,78.75,688
31.25,78.9167,683
31.25,79.0833,706
31.25,79.25,586
31.25,79.4167,564
31.25,79.5833,612
31.25,79.75,633
31.25,79.9167,689
31.25,80.0833,651
31.25,80.25,487
31.25,80.4167,405
31.25,80.5833,418
31.25,80.75,394
31.25,80.9167,324
31.25,81.0833,282
31.25,81.25,265
31.25,81.4167,246
31.25,81.5833,234
31.25,81.75,216
31.25,81.9167,208
31.25,82.0833,196
31.25,82.25,184
31.25,82.4167,174
31.25,82.5833,165
31.25,82.75,162
31.25,82.9167,153
31.25,83.0833,144
31.25,83.25,137
31.25,83.4167,138
31.25,83.5833,125
31.25,83.75,124
31.25,83.9167,130
31.25,84.0833,129
31.25,84.25,126
31.25,84.4167,128
31.25,84.5833,127
31.25,84.75,124
31.25,84.9167,130
31.25,85.0833,128
31.25,85.25,127
31.25,85.4167,138
31.25,85.5833,142
31.25,85.75,147
31.25,85.9167,152
31.25,86.0833,152
31.25,86.25,156
31.25,86.4167,170
31.25,86.5833,179
31.25,86.75,203
31.25,86.9167,182
31.25,87.0833,211
31.25,87.25,233
31.25,87.4167,236
31.25,87.5833,252
31.25,87.75,284
31.25,87.9167,293
31.25,88.0833,315
31.25,88.25,331
31.25,88.4167,329
31.25,88.5833,346
31.25,88.75,374
31.25,88.9167,374
31.25,89.0833,389
31.25,89.25,400
31.25,89.4167,391
31.25,89.5833,404
31.25,89.75,402
31.25,89.9167,405
31.25,90.0833,409
31.25,90.25,417
31.25,90.4167,427
31.25,90.5833,430
31.25,90.75,426
31.25,90.9167,429
31.25,91.0833,429
31.25,91.25,427
31.25,91.4167,425
31.25,91.5833,428
31.25,91.75,430
31.25,91.9167,445
31.25,92.0833,454
31.25,92.25,468
31.25,92.4167,507
31.25,92.5833,540
31.25,92.75,565
31.25,92.9167,600
31.25,93.0833,624
31.25,93.25,646
31.25,93.4167,664
31.25,93.5833,675
31.25,93.75,679
31.25,93.9167,682
31.25,94.0833,670
31.25,94.25,657
31.25,94.4167,645
31.25,94.5833,646
31.25,94.75,678
31.25,94.9167,667
31.25,95.0833,647
31.25,95.25,642
31.25,95.4167,638
31.25,95.5833,645
31.25,95.75,612
31.25,95.9167,597
31.25,96.0833,603
31.25,96.25,610
31.25,96.4167,599
31.25,96.5833,577
31.25,96.75,598
31.25,96.9167,553
31.0833,68.0833,264
31.0833,68.25,260
31.0833,68.4167,247
31.0833,68.5833,238
31.0833,68.75,240
31.0833,68.9167,254
31.0833,69.0833,254
31.0833,69.25,267
31.0833,69.4167,299
31.0833,69.5833,320
31.0833,69.75,342
31.0833,69.9167,328
31.0833,70.0833,329
31.0833,70.25,266
31.0833,70.4167,238
31.0833,70.5833,219
31.0833,70.75,208
31.0833,70.9167,201
31.0833,71.0833,195
31.0833,71.25,187
31.0833,71.4167,184
31.0833,71.5833,186
31.0833,71.75,190
31.0833,71.9167,197
31.0833,72.0833,208
31.0833,72.25,230
31.0833,72.4167,259
31.0833,72.5833,304
31.0833,72.75,347
31.0833,72.9167,368
31.0833,73.0833,363
31.0833,73.25,351
31.0833,73.4167,346
31.0833,73.5833,346
31.0833,73.75,352
31.0833,73.9167,364
31.0833,74.0833,378
31.0833,74.25,399
31.0833,74.4167,429
31.0833,74.5833,489
31.0833,74.75,542
31.0833,74.9167,572
31.0833,75.0833,590
31.0833,75.25,602
31.0833,75.4167,611
31.0833,75.5833,626
31.0833,75.75,658
31.0833,75.9167,722
31.0833,76.0833,805
31.0833,76.25,875
31.0833,76.4167,956
31.0833,76.5833,1083
31.0833,76.75,1223
31.0833,76.9167,1377
31.0833,77.0833,1470
31.0833,77.25,1402
31.0833,77.4167,1352
31.0833,77.5833,1314
31.0833,77.75,1314
31.0833,77.9167,1318
31.0833,78.0833,1330
31.0833,78.25,1316
31.0833,78.4167,1098
31.0833,78.5833,885
31.0833,78.75,1144
31.0833,78.9167,1069
31.0833,79.0833,801
31.0833,79.25,665
31.0833,79.4167,586
31.0833,79.5833,568
31.0833,79.75,566
31.0833,79.9167,661
31.0833,80.0833,693
31.0833,80.25,663
31.0833,80.4167,588
31.0833,80.5833,534
31.0833,80.75,493
31.0833,80.9167,451
31.0833,81.0833,372
31.0833,81.25,315
31.0833,81.4167,284
31.0833,81.5833,266
31.0833,81.75,246
31.0833,81.9167,233
31.0833,82.0833,218
31.0833,82.25,211
31.0833,82.4167,189
31.0833,82.5833,179
31.0833,82.75,173
31.0833,82.9167,165
31.0833,83.0833,153
31.0833,83.25,150
31.0833,83.4167,142
31.0833,83.5833,135
31.0833,83.75,134
31.0833,83.9167,137
31.0833,84.0833,143
31.0833,84.25,137
31.0833,84.4167,128
31.0833,84.5833,135
31.0833,84.75,131
31.0833,84.9167,136
31.0833,85.0833,136
31.0833,85.25,141
31.0833,85.4167,144
31.0833,85.5833,144
31.0833,85.75,147
31.0833,85.9167,150
31.0833,86.0833,160
31.0833,86.25,157
31.0833,86.4167,175
31.0833,86.5833,196
31.0833,86.75,189
31.0833,86.9167,201
31.0833,87.0833,231
31.0833,87.25,245
31.0833,87.4167,251
31.0833,87.5833,265
31.0833,87.75,269
31.0833,87.9167,284
31.0833,88.0833,282
31.0833,88.25,350
31.0833,88.4167,364
31.0833,88.5833,351
31.0833,88.75,361
31.0833,88.9167,382
31.0833,89.0833,391
31.0833,89.25,391
31.0833,89.4167,394
31.0833,89.5833,406
31.0833,89.75,408
31.0833,89.9167,413
31.0833,90.0833,408
31.0833,90.25,412
31.0833,90.4167,418
31.0833,90.5833,422
31.0833,90.75,422
31.0833,90.9167,423
31.0833,91.0833,423
31.0833,91.25,426
31.0833,91.4167,439
31.0833,91.5833,442
31.0833,91.75,443
31.0833,91.9167,459
31.0833,92.0833,472
31.0833,92.25,490
31.0833,92.4167,526
31.0833,92.5833,549
31.0833,92.75,577
31.0833,92.9167,602
31.0833,93.0833,630
31.0833,93.25,653
31.0833,93.4167,670
31.0833,93.5833,684
31.0833,93.75,688
31.0833,93.9167,691
31.0833,94.0833,690
31.0833,94.25,679
31.0833,94.4167,685
31.0833,94.5833,666
31.0833,94.75,642
31.0833,94.9167,646
31.0833,95.0833,639
31.0833,95.25,638
31.0833,95.4167,626
31.0833,95.5833,656
31.0833,95.75,628
31.0833,95.9167,633
31.0833,96.0833,620
31.0833,96.25,613
31.0833,96.4167,616
31.0833,96.5833,602
31.0833,96.75,591
31.0833,96.9167,592
30.9167,68.0833,250
30.9167,68.25,236
30.9167,68.4167,233
30.9167,68.5833,225
30.9167,68.75,222
30.9167,68.9167,232
30.9167,69.0833,245
30.9167,69.25,266
30.9167,69.4167,294
30.9167,69.5833,321
30.9167,69.75,319
30.9167,69.9167,324
