Latitude,Longitude,Extreme_High_Temp_C
32.0833,79.5833,17.18
32.0833,79.75,11.54
32.0833,79.9167,11.46
32.0833,80.0833,17.78
32.0833,80.25,13.51
32.0833,80.4167,12.52
32.0833,80.5833,13.76
32.0833,80.75,15.34
32.0833,80.9167,18.49
32.0833,81.0833,17.58
32.0833,81.25,15.87
32.0833,81.4167,14.52
32.0833,81.5833,15.05
32.0833,81.75,17.43
32.0833,81.9167,18.02
32.0833,82.0833,17.63
32.0833,82.25,16.26
32.0833,82.4167,14.9
32.0833,82.5833,15.01
32.0833,82.75,13.93
32.0833,82.9167,14.71
32.0833,83.0833,13.1
32.0833,83.25,12.66
32.0833,83.4167,15.78
32.0833,83.5833,17.76
32.0833,83.75,16.14
32.0833,83.9167,17.63
32.0833,84.0833,17.12
32.0833,84.25,17.16
32.0833,84.4167,15.96
32.0833,84.5833,16.81
32.0833,84.75,18.26
32.0833,84.9167,18.74
32.0833,85.0833,18.83
32.0833,85.25,17.22
32.0833,85.4167,17.09
32.0833,85.5833,16.07
32.0833,85.75,14.98
32.0833,85.9167,16.32
32.0833,86.0833,17.61
32.0833,86.25,17.7
32.0833,86.4167,17.48
32.0833,86.5833,18.7
32.0833,86.75,18.17
32.0833,86.9167,18.16
32.0833,87.0833,17.52
32.0833,87.25,17.52
32.0833,87.4167,17.05
32.0833,87.5833,16.17
32.0833,87.75,17.2
32.0833,87.9167,16.19
32.0833,88.0833,16.84
32.0833,88.25,17.45
32.0833,88.4167,16.06
32.0833,88.5833,16.71
32.0833,88.75,17.15
32.0833,88.9167,16.46
32.0833,89.0833,17.18
32.0833,89.25,17.44
32.0833,89.4167,17.13
32.0833,89.5833,16.67
32.0833,89.75,16.49
32.0833,89.9167,15.98
32.0833,90.0833,15.19
32.0833,90.25,14.46
32.0833,90.4167,14.48
32.0833,90.5833,14.38
32.0833,90.75,14.68
32.0833,90.9167,14.26
32.0833,91.0833,14.34
32.0833,91.25,13.8
32.0833,91.4167,13.77
32.0833,91.5833,13.39
32.0833,91.75,12.93
32.0833,91.9167,11.91
32.0833,92.0833,12.06
32.0833,92.25,12.67
32.0833,92.4167,13.37
32.0833,92.5833,13.14
32.0833,92.75,14.03
32.0833,92.9167,13.75
32.0833,93.0833,13.16
32.0833,93.25,14.13
32.0833,93.4167,15.01
32.0833,93.5833,15.36
32.0833,93.75,14.06
32.0833,93.9167,12.71
32.0833,94.0833,12.35
32.0833,94.25,12.33
32.0833,94.4167,11.87
32.0833,94.5833,11.46
32.0833,94.75,11.7
32.0833,94.9167,10.51
32.0833,95.0833,11.7
32.0833,95.25,11.76
32.0833,95.4167,10.6
32.0833,95.5833,12.58
32.0833,95.75,14.73
32.0833,95.9167,15.49
32.0833,96.0833,14.98
32.0833,96.25,14.71
32.0833,96.4167,15.65
32.0833,96.5833,17.06
32.0833,96.75,17.0
32.0833,96.9167,17.21
31.9167,68.0833,31.64
31.9167,68.25,31.67
31.9167,68.4167,32.14
31.9167,68.5833,31.76
31.9167,68.75,32.34
31.9167,68.9167,31.01
31.9167,69.0833,31.73
31.9167,69.25,35.64
31.9167,69.4167,36.97
31.9167,69.5833,36.18
31.9167,69.75,36.76
31.9167,69.9167,34.2
31.9167,70.0833,39.66
31.9167,70.25,42.32
31.9167,70.4167,42.85
31.9167,70.5833,42.78
31.9167,70.75,42.2
31.9167,70.9167,41.17
31.9167,71.0833,42.05
31.9167,71.25,43.46
31.9167,71.4167,43.7
31.9167,71.5833,43.39
31.9167,71.75,43.26
31.9167,71.9167,43.29
31.9167,72.0833,43.17
31.9167,72.25,42.01
31.9167,72.4167,41.43
31.9167,72.5833,41.21
31.9167,72.75,41.07
31.9167,72.9167,40.65
31.9167,73.0833,40.4
31.9167,73.25,40.59
31.9167,73.4167,40.58
31.9167,73.5833,40.29
31.9167,73.75,40.14
31.9167,73.9167,40.1
31.9167,74.0833,39.91
31.9167,74.25,39.87
31.9167,74.4167,39.82
31.9167,74.5833,39.58
31.9167,74.75,39.36
31.9167,74.9167,39.25
31.9167,75.0833,39.15
31.9167,75.25,39.17
31.9167,75.4167,39.18
31.9167,75.5833,39.32
31.9167,75.75,38.91
31.9167,75.9167,37.88
31.9167,76.0833,36.96
31.9167,76.25,37.15
31.9167,76.4167,35.84
31.9167,76.5833,35.49
31.9167,76.75,33.57
31.9167,76.9167,28.62
31.9167,77.0833,27.0
31.9167,77.25,25.54
31.9167,77.4167,16.16
31.9167,77.5833,10.96
31.9167,77.75,10.0
31.9167,77.9167,9.79
31.9167,78.0833,13.22
31.9167,78.25,11.73
31.9167,78.4167,11.26
31.9167,78.5833,17.38
31.9167,78.75,9.19
31.9167,78.9167,13.12
31.9167,79.0833,14.03
31.9167,79.25,16.8
31.9167,79.4167,18.61
31.9167,79.5833,18.54
31.9167,79.75,16.52
31.9167,79.9167,9.69
31.9167,80.0833,14.63
31.9167,80.25,15.96
31.9167,80.4167,10.56
31.9167,80.5833,11.98
31.9167,80.75,14.84
31.9167,80.9167,16.95
31.9167,81.0833,16.01
31.9167,81.25,14.88
31.9167,81.4167,15.61
31.9167,81.5833,15.2
31.9167,81.75,16.37
31.9167,81.9167,17.14
31.9167,82.0833,17.67
31.9167,82.25,16.43
31.9167,82.4167,14.24
31.9167,82.5833,11.43
31.9167,82.75,13.92
31.9167,82.9167,14.63
31.9167,83.0833,16.98
31.9167,83.25,16.65
31.9167,83.4167,13.99
31.9167,83.5833,12.46
31.9167,83.75,16.47
31.9167,83.9167,14.92
31.9167,84.0833,16.4
31.9167,84.25,15.47
31.9167,84.4167,17.22
31.9167,84.5833,16.77
31.9167,84.75,16.6
31.9167,84.9167,16.35
31.9167,85.0833,17.56
31.9167,85.25,16.85
31.9167,85.4167,16.56
31.9167,85.5833,15.66
31.9167,85.75,15.26
31.9167,85.9167,15.37
31.9167,86.0833,16.07
31.9167,86.25,16.66
31.9167,86.4167,17.36
31.9167,86.5833,17.5
31.9167,86.75,17.51
31.9167,86.9167,18.34
31.9167,87.0833,18.43
31.9167,87.25,18.43
31.9167,87.4167,17.79
31.9167,87.5833,16.91
31.9167,87.75,18.57
31.9167,87.9167,18.03
31.9167,88.0833,17.09
31.9167,88.25,17.25
31.9167,88.4167,17.27
31.9167,88.5833,17.01
31.9167,88.75,16.88
31.9167,88.9167,16.25
31.9167,89.0833,15.52
31.9167,89.25,16.25
31.9167,89.4167,17.19
31.9167,89.5833,17.15
31.9167,89.75,16.85
31.9167,89.9167,16.64
31.9167,90.0833,16.0
31.9167,90.25,15.6
31.9167,90.4167,15.33
31.9167,90.5833,14.81
31.9167,90.75,13.84
31.9167,90.9167,13.48
31.9167,91.0833,13.78
31.9167,91.25,13.51
31.9167,91.4167,13.62
31.9167,91.5833,13.93
31.9167,91.75,13.2
31.9167,91.9167,11.17
31.9167,92.0833,11.23
31.9167,92.25,11.67
31.9167,92.4167,12.69
31.9167,92.5833,13.33
31.9167,92.75,13.8
31.9167,92.9167,15.18
31.9167,93.0833,14.9
31.9167,93.25,13.43
31.9167,93.4167,12.6
31.9167,93.5833,13.77
31.9167,93.75,15.98
31.9167,93.9167,15.35
31.9167,94.0833,14.23
31.9167,94.25,12.59
31.9167,94.4167,12.59
31.9167,94.5833,11.32
31.9167,94.75,10.9
31.9167,94.9167,12.33
31.9167,95.0833,11.02
31.9167,95.25,11.08
31.9167,95.4167,10.33
31.9167,95.5833,12.09
31.9167,95.75,12.87
31.9167,95.9167,14.4
31.9167,96.0833,16.73
31.9167,96.25,16.25
31.9167,96.4167,14.68
31.9167,96.5833,15.85
31.9167,96.75,16.64
31.9167,96.9167,17.03
31.75,68.0833,32.87
31.75,68.25,32.58
31.75,68.4167,32.53
31.75,68.5833,32.74
31.75,68.75,32.86
31.75,68.9167,31.62
31.75,69.0833,32.03
31.75,69.25,32.0
31.75,69.4167,36.09
31.75,69.5833,36.07
31.75,69.75,34.15
31.75,69.9167,31.82
31.75,70.0833,38.88
31.75,70.25,41.93
31.75,70.4167,42.89
31.75,70.5833,42.87
31.75,70.75,41.52
31.75,70.9167,41.41
31.75,71.0833,42.25
31.75,71.25,43.46
31.75,71.4167,43.56
31.75,71.5833,43.39
31.75,71.75,43.32
31.75,71.9167,43.47
31.75,72.0833,43.03
31.75,72.25,41.61
31.75,72.4167,41.63
31.75,72.5833,41.34
31.75,72.75,40.72
31.75,72.9167,40.38
31.75,73.0833,40.02
31.75,73.25,40.29
31.75,73.4167,40.31
31.75,73.5833,40.29
31.75,73.75,40.23
31.75,73.9167,40.1
31.75,74.0833,40.07
31.75,74.25,40.07
31.75,74.4167,39.68
31.75,74.5833,39.45
31.75,74.75,39.27
31.75,74.9167,39.16
31.75,75.0833,39.11
31.75,75.25,39.19
31.75,75.4167,39.16
31.75,75.5833,39.28
31.75,75.75,39.25
31.75,75.9167,37.83
31.75,76.0833,36.93
31.75,76.25,36.73
31.75,76.4167,36.73
31.75,76.5833,35.08
31.75,76.75,33.45
31.75,76.9167,32.49
31.75,77.0833,28.5
31.75,77.25,27.7
31.75,77.4167,21.41
31.75,77.5833,13.82
31.75,77.75,10.31
31.75,77.9167,10.83
31.75,78.0833,10.81
31.75,78.25,12.79
31.75,78.4167,16.91
31.75,78.5833,18.17
31.75,78.75,13.64
31.75,78.9167,17.89
31.75,79.0833,16.51
31.75,79.25,18.54
31.75,79.4167,18.76
31.75,79.5833,19.57
31.75,79.75,18.15
31.75,79.9167,13.32
31.75,80.0833,11.71
31.75,80.25,16.58
31.75,80.4167,14.35
31.75,80.5833,9.21
31.75,80.75,11.73
31.75,80.9167,14.77
31.75,81.0833,15.46
31.75,81.25,14.83
31.75,81.4167,12.9
31.75,81.5833,14.61
31.75,81.75,15.49
31.75,81.9167,16.05
31.75,82.0833,15.5
31.75,82.25,14.34
31.75,82.4167,14.67
31.75,82.5833,13.83
31.75,82.75,13.97
31.75,82.9167,15.87
31.75,83.0833,17.2
31.75,83.25,16.37
31.75,83.4167,11.34
31.75,83.5833,11.95
31.75,83.75,15.08
31.75,83.9167,14.44
31.75,84.0833,15.23
31.75,84.25,15.48
31.75,84.4167,15.58
31.75,84.5833,15.52
31.75,84.75,15.34
31.75,84.9167,13.84
31.75,85.0833,13.04
31.75,85.25,13.63
31.75,85.4167,13.18
31.75,85.5833,13.53
31.75,85.75,14.02
31.75,85.9167,13.99
31.75,86.0833,15.48
31.75,86.25,16.57
31.75,86.4167,15.99
31.75,86.5833,15.45
31.75,86.75,15.86
31.75,86.9167,17.04
31.75,87.0833,17.68
31.75,87.25,17.21
31.75,87.4167,16.88
31.75,87.5833,16.14
31.75,87.75,15.64
31.75,87.9167,16.31
31.75,88.0833,16.1
31.75,88.25,16.25
31.75,88.4167,16.36
31.75,88.5833,17.01
31.75,88.75,15.91
31.75,88.9167,15.84
31.75,89.0833,15.2
31.75,89.25,15.79
31.75,89.4167,17.23
31.75,89.5833,16.68
31.75,89.75,16.46
31.75,89.9167,15.63
31.75,90.0833,15.05
31.75,90.25,15.35
31.75,90.4167,14.99
31.75,90.5833,13.25
31.75,90.75,13.04
31.75,90.9167,11.99
31.75,91.0833,14.38
31.75,91.25,13.76
31.75,91.4167,12.77
31.75,91.5833,14.1
31.75,91.75,13.44
31.75,91.9167,12.81
31.75,92.0833,13.4
31.75,92.25,13.29
31.75,92.4167,12.96
31.75,92.5833,12.42
31.75,92.75,14.98
31.75,92.9167,14.63
31.75,93.0833,13.29
31.75,93.25,11.84
31.75,93.4167,10.26
31.75,93.5833,13.11
31.75,93.75,15.37
31.75,93.9167,13.81
31.75,94.0833,12.74
31.75,94.25,14.62
31.75,94.4167,13.87
31.75,94.5833,12.86
31.75,94.75,10.05
31.75,94.9167,12.09
31.75,95.0833,13.6
31.75,95.25,11.02
31.75,95.4167,10.78
31.75,95.5833,10.45
31.75,95.75,11.26
31.75,95.9167,11.61
31.75,96.0833,12.57
31.75,96.25,15.98
31.75,96.4167,15.95
31.75,96.5833,16.1
31.75,96.75,14.99
31.75,96.9167,15.59
31.5833,68.0833,33.34
31.5833,68.25,33.09
31.5833,68.4167,33.11
31.5833,68.5833,32.87
31.5833,68.75,33.03
31.5833,68.9167,32.08
31.5833,69.0833,31.63
31.5833,69.25,32.57
31.5833,69.4167,34.47
31.5833,69.5833,35.18
31.5833,69.75,30.87
31.5833,69.9167,29.81
31.5833,70.0833,36.81
31.5833,70.25,40.4
31.5833,70.4167,42.85
31.5833,70.5833,42.57
31.5833,70.75,41.53
31.5833,70.9167,41.47
31.5833,71.0833,42.81
31.5833,71.25,43.49
31.5833,71.4167,43.55
31.5833,71.5833,43.36
31.5833,71.75,43.15
31.5833,71.9167,43.16
31.5833,72.0833,42.56
31.5833,72.25,41.65
31.5833,72.4167,41.39
31.5833,72.5833,41.07
31.5833,72.75,40.52
31.5833,72.9167,40.17
31.5833,73.0833,40.03
31.5833,73.25,40.26
31.5833,73.4167,40.37
31.5833,73.5833,40.4
31.5833,73.75,40.29
31.5833,73.9167,40.23
31.5833,74.0833,40.07
31.5833,74.25,39.91
31.5833,74.4167,39.91
31.5833,74.5833,39.55
31.5833,74.75,39.37
31.5833,74.9167,39.33
31.5833,75.0833,39.07
31.5833,75.25,39.32
31.5833,75.4167,39.31
31.5833,75.5833,39.32
31.5833,75.75,39.4
31.5833,75.9167,38.99
31.5833,76.0833,38.0
31.5833,76.25,37.76
31.5833,76.4167,36.17
31.5833,76.5833,35.1
31.5833,76.75,33.95
31.5833,76.9167,33.3
31.5833,77.0833,28.37
31.5833,77.25,23.55
31.5833,77.4167,22.23
31.5833,77.5833,19.19
31.5833,77.75,24.35
31.5833,77.9167,21.94
31.5833,78.0833,17.39
31.5833,78.25,17.26
31.5833,78.4167,18.16
31.5833,78.5833,12.19
31.5833,78.75,10.59
31.5833,78.9167,13.82
31.5833,79.0833,17.55
31.5833,79.25,16.54
31.5833,79.4167,19.65
31.5833,79.5833,19.43
31.5833,79.75,19.87
31.5833,79.9167,17.21
31.5833,80.0833,11.29
31.5833,80.25,13.07
31.5833,80.4167,16.48
31.5833,80.5833,13.34
31.5833,80.75,9.79
31.5833,80.9167,11.7
31.5833,81.0833,12.31
31.5833,81.25,14.88
31.5833,81.4167,12.83
31.5833,81.5833,12.26
31.5833,81.75,14.14
31.5833,81.9167,14.4
31.5833,82.0833,11.73
31.5833,82.25,14.57
31.5833,82.4167,16.19
31.5833,82.5833,14.96
31.5833,82.75,16.76
31.5833,82.9167,16.0
31.5833,83.0833,15.14
31.5833,83.25,14.97
31.5833,83.4167,7.42
31.5833,83.5833,14.32
31.5833,83.75,14.12
31.5833,83.9167,16.43
31.5833,84.0833,16.68
31.5833,84.25,17.76
31.5833,84.4167,17.46
31.5833,84.5833,15.92
31.5833,84.75,14.03
31.5833,84.9167,12.01
31.5833,85.0833,10.77
31.5833,85.25,12.31
31.5833,85.4167,11.82
31.5833,85.5833,13.62
31.5833,85.75,13.72
31.5833,85.9167,13.37
31.5833,86.0833,15.2
31.5833,86.25,14.42
31.5833,86.4167,14.35
31.5833,86.5833,14.61
31.5833,86.75,16.07
31.5833,86.9167,13.81
31.5833,87.0833,16.61
31.5833,87.25,16.91
31.5833,87.4167,16.92
31.5833,87.5833,15.07
31.5833,87.75,16.7
31.5833,87.9167,16.65
31.5833,88.0833,15.11
31.5833,88.25,14.49
31.5833,88.4167,15.94
31.5833,88.5833,16.66
31.5833,88.75,16.31
31.5833,88.9167,17.14
31.5833,89.0833,15.86
31.5833,89.25,16.85
31.5833,89.4167,16.9
31.5833,89.5833,16.71
31.5833,89.75,16.67
31.5833,89.9167,15.36
31.5833,90.0833,14.87
31.5833,90.25,14.03
31.5833,90.4167,14.11
31.5833,90.5833,13.38
31.5833,90.75,13.97
31.5833,90.9167,14.2
31.5833,91.0833,14.86
31.5833,91.25,12.52
31.5833,91.4167,14.09
31.5833,91.5833,14.4
31.5833,91.75,14.92
31.5833,91.9167,14.26
31.5833,92.0833,14.48
31.5833,92.25,14.06
31.5833,92.4167,13.56
31.5833,92.5833,12.7
31.5833,92.75,13.93
31.5833,92.9167,14.89
31.5833,93.0833,15.06
31.5833,93.25,13.8
31.5833,93.4167,13.51
31.5833,93.5833,13.35
31.5833,93.75,13.64
31.5833,93.9167,14.01
31.5833,94.0833,13.51
31.5833,94.25,13.71
31.5833,94.4167,13.51
31.5833,94.5833,15.25
31.5833,94.75,14.5
31.5833,94.9167,12.56
31.5833,95.0833,15.86
31.5833,95.25,14.9
31.5833,95.4167,13.0
31.5833,95.5833,13.25
31.5833,95.75,13.06
31.5833,95.9167,12.75
31.5833,96.0833,12.54
31.5833,96.25,13.68
31.5833,96.4167,14.27
31.5833,96.5833,15.02
31.5833,96.75,16.93
31.5833,96.9167,15.43
31.4167,68.0833,32.81
31.4167,68.25,32.36
31.4167,68.4167,32.8
31.4167,68.5833,32.83
31.4167,68.75,32.46
31.4167,68.9167,31.21
31.4167,69.0833,31.48
31.4167,69.25,33.28
31.4167,69.4167,35.59
31.4167,69.5833,33.69
31.4167,69.75,31.5
31.4167,69.9167,31.31
31.4167,70.0833,34.97
31.4167,70.25,40.44
31.4167,70.4167,42.77
31.4167,70.5833,42.73
31.4167,70.75,41.58
31.4167,70.9167,42.52
31.4167,71.0833,43.37
31.4167,71.25,43.54
31.4167,71.4167,43.49
31.4167,71.5833,43.42
31.4167,71.75,43.21
31.4167,71.9167,42.99
31.4167,72.0833,42.17
31.4167,72.25,41.67
31.4167,72.4167,41.36
31.4167,72.5833,41.02
31.4167,72.75,40.66
31.4167,72.9167,40.31
31.4167,73.0833,40.4
31.4167,73.25,40.42
31.4167,73.4167,40.26
31.4167,73.5833,40.3
31.4167,73.75,40.52
31.4167,73.9167,40.26
31.4167,74.0833,39.97
31.4167,74.25,40.12
31.4167,74.4167,40.09
31.4167,74.5833,39.82
31.4167,74.75,39.6
31.4167,74.9167,39.66
31.4167,75.0833,39.54
31.4167,75.25,39.41
31.4167,75.4167,39.53
31.4167,75.5833,39.65
31.4167,75.75,39.55
31.4167,75.9167,39.43
31.4167,76.0833,38.73
31.4167,76.25,38.35
31.4167,76.4167,37.36
31.4167,76.5833,36.27
31.4167,76.75,35.66
31.4167,76.9167,32.17
31.4167,77.0833,26.12
31.4167,77.25,26.17
31.4167,77.4167,28.22
31.4167,77.5833,28.8
31.4167,77.75,24.0
31.4167,77.9167,14.66
31.4167,78.0833,14.03
31.4167,78.25,15.27
31.4167,78.4167,10.7
31.4167,78.5833,11.8
31.4167,78.75,10.37
31.4167,78.9167,12.38
31.4167,79.0833,12.05
31.4167,79.25,13.39
31.4167,79.4167,16.08
31.4167,79.5833,18.69
31.4167,79.75,19.91
31.4167,79.9167,19.99
31.4167,80.0833,16.06
31.4167,80.25,11.65
31.4167,80.4167,13.65
31.4167,80.5833,14.58
31.4167,80.75,10.95
31.4167,80.9167,10.01
31.4167,81.0833,11.5
31.4167,81.25,12.0
31.4167,81.4167,12.13
31.4167,81.5833,12.66
31.4167,81.75,11.55
31.4167,81.9167,11.7
31.4167,82.0833,12.92
31.4167,82.25,15.75
31.4167,82.4167,15.48
31.4167,82.5833,15.34
31.4167,82.75,16.99
31.4167,82.9167,17.26
31.4167,83.0833,15.93
31.4167,83.25,14.24
31.4167,83.4167,13.42
31.4167,83.5833,14.51
31.4167,83.75,17.84
31.4167,83.9167,18.38
31.4167,84.0833,17.54
31.4167,84.25,19.26
31.4167,84.4167,17.62
31.4167,84.5833,17.47
31.4167,84.75,15.76
31.4167,84.9167,14.42
31.4167,85.0833,15.01
31.4167,85.25,12.74
31.4167,85.4167,13.75
31.4167,85.5833,15.73
31.4167,85.75,15.63
31.4167,85.9167,14.37
31.4167,86.0833,13.14
31.4167,86.25,13.16
31.4167,86.4167,11.38
31.4167,86.5833,13.68
31.4167,86.75,13.22
31.4167,86.9167,14.06
31.4167,87.0833,15.38
31.4167,87.25,15.51
31.4167,87.4167,12.95
31.4167,87.5833,14.06
31.4167,87.75,15.31
31.4167,87.9167,16.52
31.4167,88.0833,14.36
31.4167,88.25,11.68
31.4167,88.4167,13.32
31.4167,88.5833,16.46
31.4167,88.75,16.91
31.4167,88.9167,16.88
31.4167,89.0833,16.67
31.4167,89.25,14.85
31.4167,89.4167,15.01
31.4167,89.5833,14.81
31.4167,89.75,15.32
31.4167,89.9167,13.97
31.4167,90.0833,14.83
31.4167,90.25,15.56
31.4167,90.4167,15.63
31.4167,90.5833,14.62
31.4167,90.75,15.21
31.4167,90.9167,15.03
31.4167,91.0833,14.04
31.4167,91.25,13.69
31.4167,91.4167,15.06
31.4167,91.5833,14.65
31.4167,91.75,15.12
31.4167,91.9167,15.29
31.4167,92.0833,15.12
31.4167,92.25,14.59
31.4167,92.4167,14.67
31.4167,92.5833,13.58
31.4167,92.75,13.91
31.4167,92.9167,14.56
31.4167,93.0833,13.33
31.4167,93.25,11.92
31.4167,93.4167,12.52
31.4167,93.5833,12.77
31.4167,93.75,13.76
31.4167,93.9167,12.62
31.4167,94.0833,13.26
31.4167,94.25,14.22
31.4167,94.4167,14.63
31.4167,94.5833,14.8
31.4167,94.75,12.06
31.4167,94.9167,11.42
31.4167,95.0833,13.81
31.4167,95.25,11.2
31.4167,95.4167,13.51
31.4167,95.5833,15.82
31.4167,95.75,14.94
31.4167,95.9167,13.57
31.4167,96.0833,13.94
31.4167,96.25,14.56
31.4167,96.4167,14.99
31.4167,96.5833,14.83
31.4167,96.75,15.26
31.4167,96.9167,17.02
31.25,68.0833,32.13
31.25,68.25,32.11
31.25,68.4167,31.36
31.25,68.5833,31.46
31.25,68.75,31.49
31.25,68.9167,32.23
31.25,69.0833,33.11
31.25,69.25,34.7
31.25,69.4167,34.06
31.25,69.5833,32.35
31.25,69.75,31.74
31.25,69.9167,32.56
31.25,70.0833,33.97
31.25,70.25,40.07
31.25,70.4167,42.36
31.25,70.5833,42.85
31.25,70.75,41.78
31.25,70.9167,42.68
31.25,71.0833,43.43
31.25,71.25,43.37
31.25,71.4167,43.58
31.25,71.5833,43.54
31.25,71.75,43.33
31.25,71.9167,43.05
31.25,72.0833,41.89
31.25,72.25,41.63
31.25,72.4167,41.68
31.25,72.5833,41.42
31.25,72.75,40.96
31.25,72.9167,40.76
31.25,73.0833,40.32
31.25,73.25,40.25
31.25,73.4167,40.18
31.25,73.5833,40.41
31.25,73.75,40.43
31.25,73.9167,40.1
31.25,74.0833,40.33
31.25,74.25,40.35
31.25,74.4167,40.2
31.25,74.5833,40.01
31.25,74.75,40.04
31.25,74.9167,39.95
31.25,75.0833,39.66
31.25,75.25,39.58
31.25,75.4167,39.75
31.25,75.5833,39.78
31.25,75.75,39.66
31.25,75.9167,39.55
31.25,76.0833,39.4
31.25,76.25,38.57
31.25,76.4167,38.79
31.25,76.5833,37.48
31.25,76.75,35.26
31.25,76.9167,32.02
31.25,77.0833,31.88
31.25,77.25,29.9
31.25,77.4167,25.75
31.25,77.5833,23.98
31.25,77.75,24.37
31.25,77.9167,21.24
31.25,78.0833,18.57
31.25,78.25,12.98
31.25,78.4167,9.69
31.25,78.5833,8.85
31.25,78.75,8.37
31.25,78.9167,10.02
31.25,79.0833,12.47
31.25,79.25,10.69
31.25,79.4167,10.72
31.25,79.5833,14.0
31.25,79.75,16.04
31.25,79.9167,18.28
31.25,80.0833,18.41
31.25,80.25,15.04
31.25,80.4167,12.87
31.25,80.5833,14.94
31.25,80.75,14.79
31.25,80.9167,11.61
31.25,81.0833,8.94
31.25,81.25,9.93
31.25,81.4167,9.09
31.25,81.5833,11.27
31.25,81.75,11.2
31.25,81.9167,12.11
31.25,82.0833,12.24
31.25,82.25,11.89
31.25,82.4167,12.36
31.25,82.5833,14.32
31.25,82.75,16.39
31.25,82.9167,16.56
31.25,83.0833,15.66
31.25,83.25,14.53
31.25,83.4167,14.55
31.25,83.5833,13.23
31.25,83.75,13.95
31.25,83.9167,17.33
31.25,84.0833,17.15
31.25,84.25,17.11
31.25,84.4167,18.09
31.25,84.5833,17.56
31.25,84.75,16.04
31.25,84.9167,16.25
31.25,85.0833,15.55
31.25,85.25,14.45
31.25,85.4167,16.46
31.25,85.5833,17.06
31.25,85.75,17.14
31.25,85.9167,16.52
31.25,86.0833,15.22
31.25,86.25,14.4
31.25,86.4167,14.98
31.25,86.5833,14.31
31.25,86.75,14.95
31.25,86.9167,12.26
31.25,87.0833,14.89
31.25,87.25,15.98
31.25,87.4167,14.35
31.25,87.5833,14.45
31.25,87.75,16.18
31.25,87.9167,15.55
31.25,88.0833,15.36
31.25,88.25,15.15
31.25,88.4167,14.14
31.25,88.5833,14.4
31.25,88.75,16.13
31.25,88.9167,15.06
31.25,89.0833,15.5
31.25,89.25,15.38
31.25,89.4167,13.89
31.25,89.5833,14.43
31.25,89.75,13.44
31.25,89.9167,12.96
31.25,90.0833,12.5
31.25,90.25,13.24
31.25,90.4167,15.42
31.25,90.5833,14.82
31.25,90.75,14.81
31.25,90.9167,13.55
31.25,91.0833,13.89
31.25,91.25,14.29
31.25,91.4167,14.99
31.25,91.5833,15.14
31.25,91.75,15.16
31.25,91.9167,14.24
31.25,92.0833,14.83
31.25,92.25,15.07
31.25,92.4167,13.38
31.25,92.5833,12.54
31.25,92.75,12.57
31.25,92.9167,11.44
31.25,93.0833,11.49
31.25,93.25,11.55
31.25,93.4167,10.75
31.25,93.5833,10.42
31.25,93.75,11.89
31.25,93.9167,12.93
31.25,94.0833,13.88
31.25,94.25,15.11
31.25,94.4167,15.5
31.25,94.5833,14.87
31.25,94.75,11.65
31.25,94.9167,12.68
31.25,95.0833,14.37
31.25,95.25,14.38
31.25,95.4167,14.07
31.25,95.5833,12.46
31.25,95.75,15.51
31.25,95.9167,16.77
31.25,96.0833,15.29
31.25,96.25,14.17
31.25,96.4167,14.75
31.25,96.5833,16.5
31.25,96.75,14.0
31.25,96.9167,17.46
31.0833,68.0833,31.65
31.0833,68.25,31.41
31.0833,68.4167,32.04
31.0833,68.5833,32.64
31.0833,68.75,32.72
31.0833,68.9167,31.95
31.0833,69.0833,33.64
31.0833,69.25,35.11
31.0833,69.4167,32.82
31.0833,69.5833,32.63
31.0833,69.75,31.97
31.0833,69.9167,34.5
31.0833,70.0833,34.99
31.0833,70.25,39.8
31.0833,70.4167,41.96
31.0833,70.5833,43.22
31.0833,70.75,41.95
31.0833,70.9167,42.25
31.0833,71.0833,43.14
31.0833,71.25,43.37
31.0833,71.4167,43.76
31.0833,71.5833,43.56
31.0833,71.75,43.29
31.0833,71.9167,42.77
31.0833,72.0833,41.49
31.0833,72.25,41.7
31.0833,72.4167,41.98
31.0833,72.5833,41.47
31.0833,72.75,41.11
31.0833,72.9167,40.72
31.0833,73.0833,40.57
31.0833,73.25,40.47
31.0833,73.4167,40.59
31.0833,73.5833,40.51
31.0833,73.75,40.42
31.0833,73.9167,40.26
31.0833,74.0833,40.44
31.0833,74.25,40.53
31.0833,74.4167,40.34
31.0833,74.5833,40.3
31.0833,74.75,40.24
31.0833,74.9167,39.93
31.0833,75.0833,39.75
31.0833,75.25,39.74
31.0833,75.4167,39.79
31.0833,75.5833,39.76
31.0833,75.75,39.58
31.0833,75.9167,39.43
31.0833,76.0833,39.26
31.0833,76.25,39.1
31.0833,76.4167,38.58
31.0833,76.5833,38.79
31.0833,76.75,36.52
31.0833,76.9167,33.69
31.0833,77.0833,30.45
31.0833,77.25,27.0
31.0833,77.4167,27.28
31.0833,77.5833,23.59
31.0833,77.75,24.62
31.0833,77.9167,22.45
31.0833,78.0833,24.25
31.0833,78.25,19.56
31.0833,78.4167,12.8
31.0833,78.5833,8.8
31.0833,78.75,14.5
31.0833,78.9167,13.37
31.0833,79.0833,10.5
31.0833,79.25,8.63
31.0833,79.4167,6.84
31.0833,79.5833,7.39
31.0833,79.75,9.43
31.0833,79.9167,14.59
31.0833,80.0833,16.93
