Latitude,Longitude,Extreme_High_Temp_C
37.4167,86.75,16.41
37.4167,86.9167,13.17
37.4167,87.0833,12.58
37.4167,87.25,14.64
37.4167,87.4167,12.7
37.4167,87.5833,9.87
37.4167,87.75,8.31
37.4167,87.9167,8.94
37.4167,88.0833,9.57
37.4167,88.25,9.82
37.4167,88.4167,9.32
37.4167,88.5833,10.79
37.4167,88.75,12.21
37.4167,88.9167,14.92
37.4167,89.0833,16.45
37.4167,89.25,16.61
37.4167,89.4167,16.37
37.4167,89.5833,16.12
37.4167,89.75,16.43
37.4167,89.9167,16.45
37.4167,90.0833,15.48
37.4167,90.25,13.02
37.4167,90.4167,10.48
37.4167,90.5833,11.93
37.4167,90.75,13.4
37.4167,90.9167,12.86
37.4167,91.0833,11.97
37.4167,91.25,11.95
37.4167,91.4167,12.9
37.4167,91.5833,12.78
37.4167,91.75,16.67
37.4167,91.9167,20.6
37.4167,92.0833,21.97
37.4167,92.25,23.08
37.4167,92.4167,23.59
37.4167,92.5833,24.26
37.4167,92.75,24.67
37.4167,92.9167,24.43
37.4167,93.0833,24.51
37.4167,93.25,24.91
37.4167,93.4167,25.29
37.4167,93.5833,24.84
37.4167,93.75,25.35
37.4167,93.9167,24.33
37.4167,94.0833,24.48
37.4167,94.25,25.58
37.4167,94.4167,25.53
37.4167,94.5833,25.36
37.4167,94.75,24.51
37.4167,94.9167,23.52
37.4167,95.0833,22.95
37.4167,95.25,22.58
37.4167,95.4167,21.84
37.4167,95.5833,20.75
37.4167,95.75,22.41
37.4167,95.9167,22.36
37.4167,96.0833,20.66
37.4167,96.25,19.33
37.4167,96.4167,19.27
37.4167,96.5833,22.56
37.4167,96.75,23.44
37.4167,96.9167,23.41
37.25,68.0833,38.76
37.25,68.25,38.18
37.25,68.4167,40.2
37.25,68.5833,40.68
37.25,68.75,39.05
37.25,68.9167,38.49
37.25,69.0833,38.51
37.25,69.25,38.82
37.25,69.4167,39.07
37.25,69.5833,38.87
37.25,69.75,35.9
37.25,69.9167,30.43
37.25,70.0833,31.34
37.25,70.25,32.12
37.25,70.4167,33.02
37.25,70.5833,29.57
37.25,70.75,24.72
37.25,70.9167,24.77
37.25,71.0833,22.27
37.25,71.25,16.69
37.25,71.4167,20.5
37.25,71.5833,19.37
37.25,71.75,19.14
37.25,71.9167,18.51
37.25,72.0833,20.3
37.25,72.25,18.84
37.25,72.4167,16.24
37.25,72.5833,13.43
37.25,72.75,15.17
37.25,72.9167,18.36
37.25,73.0833,16.95
