Latitude,Longitude,Tmax_C
27.4167,75.5833,21.29
27.4167,75.75,21.5
27.4167,75.9167,21.81
27.4167,76.0833,21.56
27.4167,76.25,21.48
27.4167,76.4167,21.11
27.4167,76.5833,21.56
27.4167,76.75,21.55
27.4167,76.9167,21.29
27.4167,77.0833,21.35
27.4167,77.25,21.54
27.4167,77.4167,21.31
27.4167,77.5833,21.24
27.4167,77.75,21.44
27.4167,77.9167,21.13
27.4167,78.0833,21.22
27.4167,78.25,21.33
27.4167,78.4167,21.59
27.4167,78.5833,21.74
27.4167,78.75,21.96
27.4167,78.9167,22.02
27.4167,79.0833,22.02
27.4167,79.25,22.02
27.4167,79.4167,21.97
27.4167,79.5833,22.03
27.4167,79.75,21.9
27.4167,79.9167,21.85
27.4167,80.0833,21.93
27.4167,80.25,22.01
27.4167,80.4167,22.16
27.4167,80.5833,22.41
27.4167,80.75,22.36
27.4167,80.9167,22.38
27.4167,81.0833,22.43
27.4167,81.25,22.42
27.4167,81.4167,22.6
27.4167,81.5833,22.56
27.4167,81.75,22.56
27.4167,81.9167,22.55
27.4167,82.0833,22.59
27.4167,82.25,22.52
27.4167,82.4167,22.47
27.4167,82.5833,22.44
27.4167,82.75,22.39
27.4167,82.9167,22.46
27.4167,83.0833,22.53
27.4167,83.25,22.51
27.4167,83.4167,22.53
27.4167,83.5833,22.62
27.4167,83.75,23.07
27.4167,83.9167,22.67
27.4167,84.0833,22.16
27.4167,84.25,21.76
27.4167,84.4167,21.25
27.4167,84.5833,20.89
27.4167,84.75,20.91
27.4167,84.9167,20.56
27.4167,85.0833,19.8
27.4167,85.25,18.87
27.4167,85.4167,18.01
27.4167,85.5833,16.12
27.4167,85.75,16.4
27.4167,85.9167,16.98
27.4167,86.0833,16.96
27.4167,86.25,14.76
27.4167,86.4167,11.5
27.4167,86.5833,12.67
27.4167,86.75,14.59
27.4167,86.9167,10.48
27.4167,87.0833,16.91
27.4167,87.25,18.39
27.4167,87.4167,11.8
27.4167,87.5833,14.62
27.4167,87.75,13.92
27.4167,87.9167,11.85
27.4167,88.0833,5.38
27.4167,88.25,9.72
27.4167,88.4167,12.94
27.4167,88.5833,14.64
27.4167,88.75,3.58
27.4167,88.9167,4.09
27.4167,89.0833,2.54
27.4167,89.25,5.54
27.4167,89.4167,9.39
27.4167,89.5833,8.82
27.4167,89.75,7.59
27.4167,89.9167,13.33
27.4167,90.0833,8.15
27.4167,90.25,5.76
27.4167,90.4167,8.55
27.4167,90.5833,10.08
27.4167,90.75,5.27
27.4167,90.9167,6.26
27.4167,91.0833,9.88
27.4167,91.25,12.12
27.4167,91.4167,10.39
27.4167,91.5833,15.12
27.4167,91.75,10.61
27.4167,91.9167,5.45
27.4167,92.0833,6.18
27.4167,92.25,11.09
27.4167,92.4167,11.13
27.4167,92.5833,12.94
27.4167,92.75,14.4
27.4167,92.9167,15.35
27.4167,93.0833,16.59
27.4167,93.25,10.76
27.4167,93.4167,10.24
27.4167,93.5833,15.46
27.4167,93.75,17.3
27.4167,93.9167,16.11
27.4167,94.0833,20.56
27.4167,94.25,23.54
27.4167,94.4167,23.53
27.4167,94.5833,23.27
27.4167,94.75,23.34
27.4167,94.9167,23.01
27.4167,95.0833,22.85
27.4167,95.25,22.76
27.4167,95.4167,22.63
27.4167,95.5833,22.22
27.4167,95.75,22.19
27.4167,95.9167,22.32
27.4167,96.0833,21.79
27.4167,96.25,19.51
27.4167,96.4167,17.15
27.4167,96.5833,15.78
27.4167,96.75,14.05
27.4167,96.9167,8.97
27.25,68.0833,23.09
27.25,68.25,22.88
27.25,68.4167,22.44
27.25,68.5833,22.67
27.25,68.75,23.96
27.25,68.9167,24.0
27.25,69.0833,23.91
27.25,69.25,24.51
27.25,69.4167,24.59
27.25,69.5833,24.71
27.25,69.75,24.66
27.25,69.9167,24.66
27.25,70.0833,24.67
27.25,70.25,24.43
27.25,70.4167,24.4
27.25,70.5833,24.12
27.25,70.75,24.13
27.25,70.9167,24.28
27.25,71.0833,24.37
27.25,71.25,24.41
27.25,71.4167,24.34
27.25,71.5833,24.14
27.25,71.75,23.8
27.25,71.9167,23.75
27.25,72.0833,23.63
27.25,72.25,23.4
27.25,72.4167,23.4
27.25,72.5833,23.49
27.25,72.75,23.6
27.25,72.9167,23.69
27.25,73.0833,23.72
27.25,73.25,23.79
27.25,73.4167,23.88
27.25,73.5833,24.04
27.25,73.75,24.03
27.25,73.9167,23.92
27.25,74.0833,24.34
27.25,74.25,24.2
27.25,74.4167,24.0
27.25,74.5833,23.34
27.25,74.75,22.65
27.25,74.9167,22.02
27.25,75.0833,21.95
27.25,75.25,22.27
27.25,75.4167,21.9
27.25,75.5833,21.38
27.25,75.75,21.22
27.25,75.9167,21.79
27.25,76.0833,21.83
27.25,76.25,21.81
27.25,76.4167,21.69
27.25,76.5833,21.97
27.25,76.75,21.96
27.25,76.9167,21.59
27.25,77.0833,21.35
27.25,77.25,21.42
27.25,77.4167,21.64
27.25,77.5833,21.24
27.25,77.75,21.19
27.25,77.9167,21.51
27.25,78.0833,21.62
27.25,78.25,21.46
27.25,78.4167,21.61
27.25,78.5833,21.76
27.25,78.75,22.13
27.25,78.9167,22.28
27.25,79.0833,22.29
27.25,79.25,22.15
27.25,79.4167,22.2
27.25,79.5833,22.17
27.25,79.75,22.02
27.25,79.9167,21.89
27.25,80.0833,22.02
27.25,80.25,22.08
27.25,80.4167,22.28
27.25,80.5833,22.38
27.25,80.75,22.39
27.25,80.9167,22.34
27.25,81.0833,22.33
27.25,81.25,22.36
27.25,81.4167,22.58
27.25,81.5833,22.55
27.25,81.75,22.5
27.25,81.9167,22.59
27.25,82.0833,22.61
27.25,82.25,22.48
27.25,82.4167,22.36
27.25,82.5833,22.17
27.25,82.75,22.11
27.25,82.9167,22.11
27.25,83.0833,22.12
27.25,83.25,22.12
27.25,83.4167,22.14
27.25,83.5833,22.26
27.25,83.75,22.74
27.25,83.9167,23.22
27.25,84.0833,23.34
27.25,84.25,23.39
27.25,84.4167,23.35
27.25,84.5833,23.16
27.25,84.75,22.6
27.25,84.9167,21.88
27.25,85.0833,21.68
27.25,85.25,21.07
27.25,85.4167,20.74
27.25,85.5833,20.21
27.25,85.75,19.24
27.25,85.9167,17.96
27.25,86.0833,17.09
27.25,86.25,16.85
27.25,86.4167,16.89
27.25,86.5833,17.81
27.25,86.75,16.58
27.25,86.9167,13.41
27.25,87.0833,15.47
27.25,87.25,20.04
27.25,87.4167,14.28
27.25,87.5833,15.59
27.25,87.75,19.06
27.25,87.9167,14.79
27.25,88.0833,11.26
27.25,88.25,17.75
27.25,88.4167,17.62
27.25,88.5833,17.98
27.25,88.75,12.26
27.25,88.9167,8.13
27.25,89.0833,9.32
27.25,89.25,6.95
27.25,89.4167,7.33
27.25,89.5833,7.82
27.25,89.75,5.19
27.25,89.9167,11.95
27.25,90.0833,16.32
27.25,90.25,9.97
27.25,90.4167,7.24
27.25,90.5833,13.84
27.25,90.75,11.06
27.25,90.9167,10.58
27.25,91.0833,11.67
27.25,91.25,15.71
27.25,91.4167,16.28
27.25,91.5833,11.2
27.25,91.75,7.29
27.25,91.9167,6.82
27.25,92.0833,6.82
27.25,92.25,9.93
27.25,92.4167,12.55
27.25,92.5833,15.15
27.25,92.75,17.5
27.25,92.9167,17.91
27.25,93.0833,16.53
27.25,93.25,13.96
27.25,93.4167,15.07
27.25,93.5833,16.47
27.25,93.75,19.26
27.25,93.9167,22.39
27.25,94.0833,23.74
27.25,94.25,23.86
27.25,94.4167,23.42
27.25,94.5833,23.31
27.25,94.75,23.09
27.25,94.9167,22.9
27.25,95.0833,22.94
27.25,95.25,22.93
27.25,95.4167,22.38
27.25,95.5833,21.63
27.25,95.75,21.21
27.25,95.9167,20.45
27.25,96.0833,18.94
27.25,96.25,18.12
27.25,96.4167,16.8
27.25,96.5833,14.17
27.25,96.75,16.03
27.25,96.9167,14.22
27.0833,68.0833,22.99
27.0833,68.25,22.57
27.0833,68.4167,22.91
27.0833,68.5833,22.95
27.0833,68.75,24.7
27.0833,68.9167,24.42
27.0833,69.0833,24.38
27.0833,69.25,24.78
27.0833,69.4167,24.87
27.0833,69.5833,24.84
27.0833,69.75,24.92
27.0833,69.9167,24.92
27.0833,70.0833,25.04
27.0833,70.25,25.0
27.0833,70.4167,24.82
27.0833,70.5833,24.57
27.0833,70.75,24.58
27.0833,70.9167,24.6
27.0833,71.0833,24.55
27.0833,71.25,24.69
27.0833,71.4167,24.43
27.0833,71.5833,24.45
27.0833,71.75,24.29
27.0833,71.9167,24.13
27.0833,72.0833,23.95
27.0833,72.25,23.37
27.0833,72.4167,23.27
27.0833,72.5833,23.51
27.0833,72.75,23.61
27.0833,72.9167,23.75
27.0833,73.0833,23.86
27.0833,73.25,23.9
27.0833,73.4167,23.81
27.0833,73.5833,23.91
27.0833,73.75,23.88
27.0833,73.9167,23.95
27.0833,74.0833,23.84
27.0833,74.25,23.92
27.0833,74.4167,24.11
27.0833,74.5833,23.93
27.0833,74.75,23.18
27.0833,74.9167,22.7
27.0833,75.0833,23.04
27.0833,75.25,23.19
27.0833,75.4167,22.42
27.0833,75.5833,21.51
27.0833,75.75,21.72
27.0833,75.9167,22.29
27.0833,76.0833,22.33
27.0833,76.25,22.57
27.0833,76.4167,22.37
27.0833,76.5833,22.62
27.0833,76.75,22.05
27.0833,76.9167,21.76
27.0833,77.0833,21.66
27.0833,77.25,21.58
27.0833,77.4167,21.51
27.0833,77.5833,21.49
27.0833,77.75,21.3
27.0833,77.9167,21.24
27.0833,78.0833,21.39
27.0833,78.25,21.72
27.0833,78.4167,22.01
27.0833,78.5833,21.86
27.0833,78.75,22.05
27.0833,78.9167,22.24
27.0833,79.0833,22.4
27.0833,79.25,22.31
27.0833,79.4167,22.25
27.0833,79.5833,22.23
27.0833,79.75,22.24
27.0833,79.9167,22.21
27.0833,80.0833,22.12
27.0833,80.25,22.12
27.0833,80.4167,22.58
27.0833,80.5833,22.55
27.0833,80.75,22.38
27.0833,80.9167,22.45
27.0833,81.0833,22.47
27.0833,81.25,22.39
27.0833,81.4167,22.53
27.0833,81.5833,22.6
27.0833,81.75,22.51
27.0833,81.9167,22.53
27.0833,82.0833,22.56
27.0833,82.25,22.41
27.0833,82.4167,22.34
27.0833,82.5833,22.25
27.0833,82.75,22.12
27.0833,82.9167,22.04
27.0833,83.0833,21.96
27.0833,83.25,21.97
27.0833,83.4167,22.06
27.0833,83.5833,22.2
27.0833,83.75,22.5
27.0833,83.9167,22.81
27.0833,84.0833,23.21
27.0833,84.25,23.3
27.0833,84.4167,23.28
27.0833,84.5833,23.13
27.0833,84.75,23.09
27.0833,84.9167,23.04
27.0833,85.0833,22.78
27.0833,85.25,22.48
27.0833,85.4167,22.38
27.0833,85.5833,21.85
27.0833,85.75,20.5
27.0833,85.9167,19.41
27.0833,86.0833,19.18
27.0833,86.25,17.55
27.0833,86.4167,18.31
27.0833,86.5833,17.24
27.0833,86.75,18.35
27.0833,86.9167,15.17
27.0833,87.0833,17.98
27.0833,87.25,19.62
27.0833,87.4167,16.88
27.0833,87.5833,20.06
27.0833,87.75,17.36
27.0833,87.9167,13.27
27.0833,88.0833,13.1
27.0833,88.25,18.27
27.0833,88.4167,19.42
27.0833,88.5833,17.5
27.0833,88.75,15.01
27.0833,88.9167,16.98
27.0833,89.0833,13.11
27.0833,89.25,13.58
27.0833,89.4167,11.03
27.0833,89.5833,8.42
27.0833,89.75,9.18
27.0833,89.9167,12.5
27.0833,90.0833,16.89
27.0833,90.25,11.94
27.0833,90.4167,13.73
27.0833,90.5833,14.08
27.0833,90.75,15.78
27.0833,90.9167,15.05
27.0833,91.0833,13.91
27.0833,91.25,17.49
27.0833,91.4167,16.16
27.0833,91.5833,13.55
27.0833,91.75,9.91
27.0833,91.9167,12.58
27.0833,92.0833,13.41
27.0833,92.25,11.63
27.0833,92.4167,13.21
27.0833,92.5833,18.51
27.0833,92.75,20.87
27.0833,92.9167,19.4
27.0833,93.0833,18.23
27.0833,93.25,18.07
27.0833,93.4167,19.02
27.0833,93.5833,20.42
27.0833,93.75,22.72
27.0833,93.9167,23.7
27.0833,94.0833,23.92
27.0833,94.25,23.75
27.0833,94.4167,23.57
27.0833,94.5833,23.21
27.0833,94.75,22.91
27.0833,94.9167,22.98
27.0833,95.0833,23.09
27.0833,95.25,22.6
27.0833,95.4167,21.51
27.0833,95.5833,19.17
27.0833,95.75,18.14
27.0833,95.9167,16.57
27.0833,96.0833,17.45
27.0833,96.25,18.33
27.0833,96.4167,17.9
27.0833,96.5833,16.63
27.0833,96.75,14.16
27.0833,96.9167,12.52
26.9167,68.0833,22.74
26.9167,68.25,22.75
26.9167,68.4167,23.01
26.9167,68.5833,24.21
26.9167,68.75,25.12
26.9167,68.9167,24.38
26.9167,69.0833,24.85
26.9167,69.25,25.06
26.9167,69.4167,25.03
26.9167,69.5833,25.03
26.9167,69.75,25.11
26.9167,69.9167,25.2
26.9167,70.0833,25.46
26.9167,70.25,25.34
26.9167,70.4167,25.19
26.9167,70.5833,24.99
26.9167,70.75,24.75
26.9167,70.9167,24.35
26.9167,71.0833,24.59
26.9167,71.25,24.33
26.9167,71.4167,24.37
26.9167,71.5833,24.56
26.9167,71.75,24.48
26.9167,71.9167,24.1
26.9167,72.0833,23.95
26.9167,72.25,23.82
26.9167,72.4167,23.79
26.9167,72.5833,23.76
26.9167,72.75,23.74
26.9167,72.9167,23.78
26.9167,73.0833,23.86
26.9167,73.25,23.56
26.9167,73.4167,23.62
26.9167,73.5833,24.01
26.9167,73.75,23.44
26.9167,73.9167,23.08
26.9167,74.0833,23.95
26.9167,74.25,24.2
26.9167,74.4167,24.31
26.9167,74.5833,23.81
26.9167,74.75,23.37
26.9167,74.9167,23.68
26.9167,75.0833,23.69
26.9167,75.25,23.6
26.9167,75.4167,22.98
26.9167,75.5833,21.98
26.9167,75.75,22.34
26.9167,75.9167,22.76
26.9167,76.0833,22.76
26.9167,76.25,23.08
26.9167,76.4167,22.8
26.9167,76.5833,22.13
26.9167,76.75,22.01
26.9167,76.9167,22.1
26.9167,77.0833,22.17
26.9167,77.25,22.21
26.9167,77.4167,22.1
26.9167,77.5833,22.05
26.9167,77.75,21.64
26.9167,77.9167,21.53
26.9167,78.0833,21.67
26.9167,78.25,21.91
26.9167,78.4167,22.1
26.9167,78.5833,22.19
26.9167,78.75,22.3
26.9167,78.9167,22.2
26.9167,79.0833,22.33
26.9167,79.25,22.37
26.9167,79.4167,22.4
26.9167,79.5833,22.51
26.9167,79.75,22.4
26.9167,79.9167,22.39
26.9167,80.0833,22.29
26.9167,80.25,22.28
26.9167,80.4167,22.44
26.9167,80.5833,22.6
26.9167,80.75,22.4
26.9167,80.9167,22.82
26.9167,81.0833,22.7
26.9167,81.25,22.55
26.9167,81.4167,22.46
26.9167,81.5833,22.54
26.9167,81.75,22.58
26.9167,81.9167,22.45
26.9167,82.0833,22.39
26.9167,82.25,22.24
26.9167,82.4167,22.37
26.9167,82.5833,22.32
26.9167,82.75,22.13
26.9167,82.9167,21.98
26.9167,83.0833,21.89
26.9167,83.25,21.84
26.9167,83.4167,21.9
26.9167,83.5833,22.08
26.9167,83.75,22.41
26.9167,83.9167,22.53
26.9167,84.0833,22.71
26.9167,84.25,23.0
26.9167,84.4167,22.9
26.9167,84.5833,22.95
26.9167,84.75,22.9
26.9167,84.9167,22.88
26.9167,85.0833,22.85
26.9167,85.25,22.72
26.9167,85.4167,22.64
26.9167,85.5833,22.39
26.9167,85.75,22.14
26.9167,85.9167,22.02
26.9167,86.0833,21.59
26.9167,86.25,21.3
26.9167,86.4167,20.82
26.9167,86.5833,19.05
26.9167,86.75,19.2
26.9167,86.9167,19.44
26.9167,87.0833,20.63
26.9167,87.25,20.49
26.9167,87.4167,19.34
26.9167,87.5833,17.97
26.9167,87.75,18.63
26.9167,87.9167,19.22
26.9167,88.0833,17.03
26.9167,88.25,17.92
26.9167,88.4167,20.57
26.9167,88.5833,21.91
26.9167,88.75,22.82
26.9167,88.9167,22.78
26.9167,89.0833,19.87
26.9167,89.25,18.02
26.9167,89.4167,18.19
26.9167,89.5833,13.37
26.9167,89.75,12.51
26.9167,89.9167,16.82
26.9167,90.0833,18.4
26.9167,90.25,18.37
26.9167,90.4167,20.86
26.9167,90.5833,18.97
26.9167,90.75,16.14
26.9167,90.9167,18.97
26.9167,91.0833,18.53
26.9167,91.25,18.04
26.9167,91.4167,16.83
26.9167,91.5833,16.77
26.9167,91.75,18.73
26.9167,91.9167,19.04
26.9167,92.0833,20.05
26.9167,92.25,20.82
26.9167,92.4167,22.07
26.9167,92.5833,22.82
26.9167,92.75,23.13
26.9167,92.9167,22.84
26.9167,93.0833,22.61
26.9167,93.25,22.51
26.9167,93.4167,22.77
26.9167,93.5833,23.31
26.9167,93.75,23.75
26.9167,93.9167,23.94
26.9167,94.0833,23.93
26.9167,94.25,23.59
26.9167,94.4167,23.35
26.9167,94.5833,22.93
26.9167,94.75,22.87
26.9167,94.9167,22.46
26.9167,95.0833,22.43
26.9167,95.25,20.59
26.9167,95.4167,19.16
26.9167,95.5833,15.98
26.9167,95.75,15.68
26.9167,95.9167,16.66
26.9167,96.0833,17.07
26.9167,96.25,18.74
26.9167,96.4167,18.26
26.9167,96.5833,16.73
26.9167,96.75,15.9
26.9167,96.9167,15.07
26.75,68.0833,22.9
26.75,68.25,22.87
26.75,68.4167,24.06
26.75,68.5833,25.01
26.75,68.75,25.33
26.75,68.9167,24.54
26.75,69.0833,25.06
26.75,69.25,25.15
26.75,69.4167,25.25
26.75,69.5833,25.24
26.75,69.75,25.33
26.75,69.9167,25.46
26.75,70.0833,25.73
26.75,70.25,25.6
26.75,70.4167,25.4
26.75,70.5833,25.18
26.75,70.75,24.71
26.75,70.9167,24.6
26.75,71.0833,24.61
26.75,71.25,24.5
26.75,71.4167,24.51
26.75,71.5833,24.46
26.75,71.75,24.59
26.75,71.9167,24.71
26.75,72.0833,24.06
26.75,72.25,23.89
26.75,72.4167,23.98
26.75,72.5833,23.99
26.75,72.75,24.12
26.75,72.9167,23.94
26.75,73.0833,23.92
26.75,73.25,23.76
26.75,73.4167,24.0
26.75,73.5833,23.97
26.75,73.75,23.59
26.75,73.9167,23.24
26.75,74.0833,24.65
26.75,74.25,24.61
26.75,74.4167,24.12
26.75,74.5833,23.75
26.75,74.75,23.67
26.75,74.9167,23.94
26.75,75.0833,24.04
26.75,75.25,23.89
26.75,75.4167,23.93
26.75,75.5833,23.8
26.75,75.75,23.44
26.75,75.9167,23.34
26.75,76.0833,22.93
26.75,76.25,22.79
26.75,76.4167,22.79
26.75,76.5833,22.74
26.75,76.75,23.06
26.75,76.9167,22.52
26.75,77.0833,22.43
26.75,77.25,22.86
26.75,77.4167,23.2
26.75,77.5833,22.2
26.75,77.75,21.98
26.75,77.9167,22.22
26.75,78.0833,22.31
26.75,78.25,22.14
26.75,78.4167,22.31
26.75,78.5833,22.44
26.75,78.75,22.47
26.75,78.9167,22.61
26.75,79.0833,22.5
26.75,79.25,22.41
26.75,79.4167,22.52
26.75,79.5833,22.61
26.75,79.75,22.69
26.75,79.9167,22.69
26.75,80.0833,22.63
26.75,80.25,22.51
26.75,80.4167,22.62
26.75,80.5833,22.58
26.75,80.75,22.6
26.75,80.9167,22.91
26.75,81.0833,22.78
26.75,81.25,22.56
26.75,81.4167,22.47
26.75,81.5833,22.55
26.75,81.75,22.54
26.75,81.9167,22.53
26.75,82.0833,22.45
26.75,82.25,22.43
26.75,82.4167,22.35
26.75,82.5833,22.25
26.75,82.75,22.12
26.75,82.9167,22.02
26.75,83.0833,21.88
26.75,83.25,21.75
26.75,83.4167,21.9
26.75,83.5833,22.01
26.75,83.75,22.21
26.75,83.9167,22.39
26.75,84.0833,22.46
26.75,84.25,22.66
26.75,84.4167,22.75
26.75,84.5833,22.75
26.75,84.75,22.78
26.75,84.9167,22.75
26.75,85.0833,22.71
26.75,85.25,22.59
26.75,85.4167,22.45
26.75,85.5833,22.27
26.75,85.75,22.23
26.75,85.9167,22.34
26.75,86.0833,22.4
26.75,86.25,22.51
26.75,86.4167,22.6
26.75,86.5833,22.39
26.75,86.75,22.18
26.75,86.9167,23.34
26.75,87.0833,24.26
26.75,87.25,23.52
26.75,87.4167,22.32
26.75,87.5833,22.42
26.75,87.75,23.32
26.75,87.9167,23.11
26.75,88.0833,22.54
26.75,88.25,23.38
26.75,88.4167,23.64
26.75,88.5833,23.67
26.75,88.75,23.6
26.75,88.9167,23.6
26.75,89.0833,23.53
26.75,89.25,23.33
26.75,89.4167,23.74
26.75,89.5833,20.63
26.75,89.75,20.96
26.75,89.9167,22.44
26.75,90.0833,22.35
26.75,90.25,23.69
26.75,90.4167,24.18
26.75,90.5833,23.79
26.75,90.75,22.31
26.75,90.9167,22.88
26.75,91.0833,23.18
26.75,91.25,22.71
26.75,91.4167,22.82
26.75,91.5833,22.99
26.75,91.75,23.09
26.75,91.9167,23.29
26.75,92.0833,23.4
26.75,92.25,23.39
26.75,92.4167,23.41
26.75,92.5833,23.49
26.75,92.75,23.43
26.75,92.9167,23.64
26.75,93.0833,23.57
26.75,93.25,23.68
26.75,93.4167,23.43
26.75,93.5833,23.7
26.75,93.75,23.91
26.75,93.9167,23.8
26.75,94.0833,23.66
26.75,94.25,23.32
26.75,94.4167,23.03
26.75,94.5833,22.5
26.75,94.75,21.99
26.75,94.9167,20.9
26.75,95.0833,20.71
26.75,95.25,19.1
26.75,95.4167,16.4
26.75,95.5833,15.6
26.75,95.75,19.06
26.75,95.9167,16.4
26.75,96.0833,18.73
26.75,96.25,20.64
26.75,96.4167,21.18
26.75,96.5833,20.96
26.75,96.75,20.43
26.75,96.9167,19.79
26.5833,68.0833,23.12
26.5833,68.25,23.13
26.5833,68.4167,24.28
26.5833,68.5833,25.31
26.5833,68.75,25.32
26.5833,68.9167,24.66
26.5833,69.0833,25.36
26.5833,69.25,25.36
26.5833,69.4167,25.46
26.5833,69.5833,25.55
26.5833,69.75,25.59
26.5833,69.9167,25.68
26.5833,70.0833,25.96
26.5833,70.25,25.81
26.5833,70.4167,25.69
26.5833,70.5833,25.63
26.5833,70.75,25.35
26.5833,70.9167,25.03
26.5833,71.0833,24.95
26.5833,71.25,24.8
26.5833,71.4167,24.61
26.5833,71.5833,24.56
26.5833,71.75,24.74
26.5833,71.9167,24.93
26.5833,72.0833,24.54
26.5833,72.25,24.4
26.5833,72.4167,24.28
26.5833,72.5833,23.98
26.5833,72.75,24.02
26.5833,72.9167,23.66
26.5833,73.0833,24.33
26.5833,73.25,24.63
26.5833,73.4167,24.43
26.5833,73.5833,24.45
26.5833,73.75,23.95
26.5833,73.9167,23.81
26.5833,74.0833,24.28
26.5833,74.25,24.44
26.5833,74.4167,23.97
26.5833,74.5833,23.34
26.5833,74.75,23.79
26.5833,74.9167,23.88
26.5833,75.0833,24.18
26.5833,75.25,24.1
26.5833,75.4167,24.04
26.5833,75.5833,24.07
26.5833,75.75,23.87
26.5833,75.9167,23.86
26.5833,76.0833,23.57
26.5833,76.25,22.78
26.5833,76.4167,22.8
26.5833,76.5833,23.37
26.5833,76.75,23.33
26.5833,76.9167,22.8
26.5833,77.0833,23.03
26.5833,77.25,23.61
26.5833,77.4167,23.43
26.5833,77.5833,23.16
26.5833,77.75,23.08
26.5833,77.9167,22.49
26.5833,78.0833,22.2
26.5833,78.25,22.32
26.5833,78.4167,22.34
26.5833,78.5833,22.28
26.5833,78.75,22.55
26.5833,78.9167,22.81
26.5833,79.0833,22.9
26.5833,79.25,22.64
26.5833,79.4167,22.56
26.5833,79.5833,22.74
26.5833,79.75,22.69
26.5833,79.9167,22.75
26.5833,80.0833,22.82
26.5833,80.25,22.79
26.5833,80.4167,22.73
26.5833,80.5833,22.85
26.5833,80.75,22.77
26.5833,80.9167,22.75
26.5833,81.0833,22.82
26.5833,81.25,22.69
26.5833,81.4167,22.61
26.5833,81.5833,22.56
26.5833,81.75,22.61
26.5833,81.9167,22.51
26.5833,82.0833,22.41
26.5833,82.25,22.36
26.5833,82.4167,22.25
26.5833,82.5833,22.19
26.5833,82.75,22.16
26.5833,82.9167,22.02
26.5833,83.0833,21.88
26.5833,83.25,21.79
26.5833,83.4167,21.85
26.5833,83.5833,22.03
26.5833,83.75,22.24
26.5833,83.9167,22.33
26.5833,84.0833,22.36
26.5833,84.25,22.53
26.5833,84.4167,22.74
26.5833,84.5833,22.73
26.5833,84.75,22.68
26.5833,84.9167,22.65
26.5833,85.0833,22.6
26.5833,85.25,22.43
26.5833,85.4167,22.41
26.5833,85.5833,22.38
26.5833,85.75,22.35
26.5833,85.9167,22.41
26.5833,86.0833,22.4
26.5833,86.25,22.62
26.5833,86.4167,22.98
26.5833,86.5833,23.32
26.5833,86.75,23.52
26.5833,86.9167,24.06
26.5833,87.0833,23.98
26.5833,87.25,24.25
26.5833,87.4167,24.25
26.5833,87.5833,24.38
26.5833,87.75,24.54
26.5833,87.9167,24.46
26.5833,88.0833,24.2
26.5833,88.25,23.95
26.5833,88.4167,23.95
26.5833,88.5833,23.77
26.5833,88.75,23.81
26.5833,88.9167,23.72
26.5833,89.0833,23.75
26.5833,89.25,23.84
26.5833,89.4167,23.82
26.5833,89.5833,23.81
26.5833,89.75,24.41
26.5833,89.9167,24.68
26.5833,90.0833,24.49
26.5833,90.25,24.49
26.5833,90.4167,24.47
26.5833,90.5833,24.38
26.5833,90.75,23.98
26.5833,90.9167,23.95
26.5833,91.0833,23.81
26.5833,91.25,23.52
26.5833,91.4167,23.33
26.5833,91.5833,23.3
26.5833,91.75,23.2
26.5833,91.9167,23.13
26.5833,92.0833,23.29
26.5833,92.25,23.24
26.5833,92.4167,23.44
26.5833,92.5833,23.56
26.5833,92.75,23.37
26.5833,92.9167,23.32
26.5833,93.0833,22.79
26.5833,93.25,22.84
26.5833,93.4167,22.34
26.5833,93.5833,22.49
26.5833,93.75,23.45
26.5833,93.9167,23.62
26.5833,94.0833,23.55
26.5833,94.25,23.14
26.5833,94.4167,22.09
26.5833,94.5833,21.25
26.5833,94.75,20.48
26.5833,94.9167,20.33
26.5833,95.0833,18.44
26.5833,95.25,17.18
26.5833,95.4167,16.84
26.5833,95.5833,19.21
26.5833,95.75,18.58
26.5833,95.9167,17.08
26.5833,96.0833,19.78
26.5833,96.25,21.88
26.5833,96.4167,22.22
26.5833,96.5833,21.85
26.5833,96.75,21.61
26.5833,96.9167,20.74
26.4167,68.0833,23.36
26.4167,68.25,23.43
26.4167,68.4167,23.58
26.4167,68.5833,24.66
26.4167,68.75,25.19
26.4167,68.9167,24.69
26.4167,69.0833,25.59
26.4167,69.25,25.62
26.4167,69.4167,25.7
26.4167,69.5833,25.78
26.4167,69.75,25.84
26.4167,69.9167,25.94
26.4167,70.0833,26.08
26.4167,70.25,25.99
26.4167,70.4167,25.95
26.4167,70.5833,25.99
26.4167,70.75,25.75
26.4167,70.9167,25.6
26.4167,71.0833,25.32
26.4167,71.25,25.14
26.4167,71.4167,25.05
26.4167,71.5833,25.0
26.4167,71.75,25.0
26.4167,71.9167,25.2
26.4167,72.0833,25.09
26.4167,72.25,24.98
26.4167,72.4167,24.6
26.4167,72.5833,24.82
26.4167,72.75,24.99
26.4167,72.9167,24.34
26.4167,73.0833,24.81
26.4167,73.25,25.29
26.4167,73.4167,25.19
26.4167,73.5833,24.97
26.4167,73.75,24.38
26.4167,73.9167,24.46
26.4167,74.0833,24.59
26.4167,74.25,24.22
26.4167,74.4167,24.0
26.4167,74.5833,23.18
26.4167,74.75,23.72
26.4167,74.9167,24.28
26.4167,75.0833,24.3
26.4167,75.25,24.37
26.4167,75.4167,24.09
26.4167,75.5833,23.99
26.4167,75.75,23.76
26.4167,75.9167,24.06
26.4167,76.0833,23.75
