Latitude,Longitude,Tmax_C
24.25,89.4167,24.04
24.25,89.5833,24.09
24.25,89.75,24.29
24.25,89.9167,24.11
24.25,90.0833,24.23
24.25,90.25,24.16
24.25,90.4167,24.43
24.25,90.5833,24.51
24.25,90.75,24.83
24.25,90.9167,24.81
24.25,91.0833,24.62
24.25,91.25,25.02
24.25,91.4167,25.15
24.25,91.5833,25.13
24.25,91.75,24.96
24.25,91.9167,24.66
24.25,92.0833,24.58
24.25,92.25,24.41
24.25,92.4167,24.12
24.25,92.5833,24.01
24.25,92.75,23.37
24.25,92.9167,22.7
24.25,93.0833,22.21
24.25,93.25,20.81
24.25,93.4167,19.63
24.25,93.5833,19.68
24.25,93.75,19.54
24.25,93.9167,19.92
24.25,94.0833,18.89
24.25,94.25,22.71
24.25,94.4167,23.58
24.25,94.5833,23.09
24.25,94.75,24.49
24.25,94.9167,24.02
24.25,95.0833,23.39
24.25,95.25,23.6
24.25,95.4167,24.04
24.25,95.5833,23.4
24.25,95.75,21.85
24.25,95.9167,24.52
24.25,96.0833,25.49
24.25,96.25,24.05
24.25,96.4167,25.61
24.25,96.5833,25.8
24.25,96.75,25.59
24.25,96.9167,24.82
24.0833,68.0833,25.24
24.0833,68.25,25.76
24.0833,68.4167,25.92
24.0833,68.5833,25.35
24.0833,68.75,25.14
24.0833,68.9167,25.25
24.0833,69.0833,25.85
24.0833,69.25,27.48
24.0833,69.4167,28.34
24.0833,69.5833,28.43
24.0833,69.75,27.64
24.0833,69.9167,26.71
24.0833,70.0833,25.57
24.0833,70.25,25.5
24.0833,70.4167,25.94
24.0833,70.5833,26.81
24.0833,70.75,27.37
24.0833,70.9167,27.29
24.0833,71.0833,27.61
24.0833,71.25,28.53
24.0833,71.4167,29.11
24.0833,71.5833,28.03
24.0833,71.75,27.42
24.0833,71.9167,27.25
24.0833,72.0833,27.35
24.0833,72.25,27.47
24.0833,72.4167,27.94
24.0833,72.5833,27.27
24.0833,72.75,27.05
24.0833,72.9167,26.9
24.0833,73.0833,26.95
24.0833,73.25,25.1
24.0833,73.4167,25.63
24.0833,73.5833,26.09
24.0833,73.75,26.41
24.0833,73.9167,26.67
24.0833,74.0833,26.71
24.0833,74.25,26.58
24.0833,74.4167,26.37
24.0833,74.5833,26.5
24.0833,74.75,26.23
24.0833,74.9167,25.78
24.0833,75.0833,26.0
24.0833,75.25,26.2
24.0833,75.4167,26.48
24.0833,75.5833,26.54
24.0833,75.75,26.53
24.0833,75.9167,26.71
24.0833,76.0833,27.08
24.0833,76.25,27.03
24.0833,76.4167,27.14
24.0833,76.5833,27.74
24.0833,76.75,27.74
24.0833,76.9167,27.44
24.0833,77.0833,26.85
24.0833,77.25,26.05
24.0833,77.4167,25.64
24.0833,77.5833,25.56
24.0833,77.75,25.28
24.0833,77.9167,24.95
24.0833,78.0833,24.78
24.0833,78.25,24.79
24.0833,78.4167,24.74
24.0833,78.5833,24.87
24.0833,78.75,24.86
24.0833,78.9167,25.17
24.0833,79.0833,25.26
24.0833,79.25,25.0
24.0833,79.4167,24.78
24.0833,79.5833,24.72
24.0833,79.75,24.49
24.0833,79.9167,24.57
24.0833,80.0833,24.99
24.0833,80.25,25.14
24.0833,80.4167,24.83
24.0833,80.5833,24.09
24.0833,80.75,24.19
24.0833,80.9167,24.3
24.0833,81.0833,24.21
24.0833,81.25,23.53
24.0833,81.4167,24.03
24.0833,81.5833,23.5
24.0833,81.75,23.19
24.0833,81.9167,23.76
24.0833,82.0833,23.58
24.0833,82.25,23.47
24.0833,82.4167,23.08
24.0833,82.5833,23.64
24.0833,82.75,22.98
24.0833,82.9167,22.86
24.0833,83.0833,23.14
24.0833,83.25,23.51
24.0833,83.4167,23.02
24.0833,83.5833,23.05
24.0833,83.75,23.31
24.0833,83.9167,23.58
24.0833,84.0833,23.65
24.0833,84.25,23.6
24.0833,84.4167,23.2
24.0833,84.5833,22.72
24.0833,84.75,22.38
24.0833,84.9167,22.46
24.0833,85.0833,22.32
24.0833,85.25,22.37
24.0833,85.4167,22.58
24.0833,85.5833,22.63
24.0833,85.75,23.4
24.0833,85.9167,24.18
24.0833,86.0833,24.12
24.0833,86.25,24.43
24.0833,86.4167,24.83
24.0833,86.5833,25.0
24.0833,86.75,25.21
24.0833,86.9167,25.29
24.0833,87.0833,25.42
24.0833,87.25,25.26
24.0833,87.4167,25.7
24.0833,87.5833,26.16
24.0833,87.75,25.89
24.0833,87.9167,25.64
24.0833,88.0833,25.49
24.0833,88.25,25.24
24.0833,88.4167,24.9
24.0833,88.5833,24.49
24.0833,88.75,24.53
24.0833,88.9167,24.17
24.0833,89.0833,23.96
24.0833,89.25,23.95
24.0833,89.4167,24.19
24.0833,89.5833,24.26
24.0833,89.75,24.45
24.0833,89.9167,24.16
24.0833,90.0833,24.24
24.0833,90.25,24.31
24.0833,90.4167,24.44
24.0833,90.5833,24.53
24.0833,90.75,24.75
24.0833,90.9167,24.96
24.0833,91.0833,25.15
24.0833,91.25,25.4
24.0833,91.4167,25.04
24.0833,91.5833,25.1
24.0833,91.75,24.59
24.0833,91.9167,24.58
24.0833,92.0833,24.52
24.0833,92.25,24.27
24.0833,92.4167,23.86
24.0833,92.5833,23.62
24.0833,92.75,22.71
24.0833,92.9167,22.34
24.0833,93.0833,21.38
24.0833,93.25,20.3
24.0833,93.4167,19.49
24.0833,93.5833,19.61
24.0833,93.75,18.83
24.0833,93.9167,18.42
24.0833,94.0833,20.22
24.0833,94.25,23.58
24.0833,94.4167,23.22
24.0833,94.5833,23.88
24.0833,94.75,23.93
24.0833,94.9167,23.6
24.0833,95.0833,23.18
24.0833,95.25,23.87
24.0833,95.4167,24.5
24.0833,95.5833,22.66
24.0833,95.75,22.29
24.0833,95.9167,24.52
24.0833,96.0833,25.05
24.0833,96.25,24.59
24.0833,96.4167,25.8
24.0833,96.5833,25.14
24.0833,96.75,24.92
24.0833,96.9167,24.08
23.9167,68.0833,24.92
23.9167,68.25,25.09
23.9167,68.4167,25.15
23.9167,68.5833,25.37
23.9167,68.75,26.5
23.9167,68.9167,26.21
23.9167,69.0833,25.67
23.9167,69.25,26.9
23.9167,69.4167,26.23
23.9167,69.5833,26.4
23.9167,69.75,27.44
23.9167,69.9167,26.47
23.9167,70.0833,25.82
23.9167,70.25,26.43
23.9167,70.4167,26.8
23.9167,70.5833,27.21
23.9167,70.75,27.89
23.9167,70.9167,27.82
23.9167,71.0833,28.18
23.9167,71.25,28.92
23.9167,71.4167,29.03
23.9167,71.5833,28.88
23.9167,71.75,28.27
23.9167,71.9167,28.06
23.9167,72.0833,27.84
23.9167,72.25,27.93
23.9167,72.4167,27.77
23.9167,72.5833,27.46
23.9167,72.75,27.48
23.9167,72.9167,27.03
23.9167,73.0833,26.71
23.9167,73.25,25.95
23.9167,73.4167,26.05
23.9167,73.5833,26.39
23.9167,73.75,26.73
23.9167,73.9167,26.81
23.9167,74.0833,27.02
23.9167,74.25,27.4
23.9167,74.4167,27.16
23.9167,74.5833,26.95
23.9167,74.75,26.89
23.9167,74.9167,26.05
23.9167,75.0833,26.23
23.9167,75.25,26.52
23.9167,75.4167,26.82
23.9167,75.5833,26.84
23.9167,75.75,26.76
23.9167,75.9167,27.03
23.9167,76.0833,27.2
23.9167,76.25,27.31
23.9167,76.4167,27.31
23.9167,76.5833,27.51
23.9167,76.75,27.94
23.9167,76.9167,27.22
23.9167,77.0833,26.68
23.9167,77.25,26.29
23.9167,77.4167,25.98
23.9167,77.5833,25.81
23.9167,77.75,25.61
23.9167,77.9167,25.25
23.9167,78.0833,25.16
23.9167,78.25,25.16
23.9167,78.4167,25.01
23.9167,78.5833,24.97
23.9167,78.75,25.07
23.9167,78.9167,25.22
23.9167,79.0833,25.3
23.9167,79.25,24.76
23.9167,79.4167,24.72
23.9167,79.5833,24.75
23.9167,79.75,25.06
23.9167,79.9167,24.93
23.9167,80.0833,24.93
23.9167,80.25,24.91
23.9167,80.4167,24.73
23.9167,80.5833,24.61
23.9167,80.75,24.59
23.9167,80.9167,24.46
23.9167,81.0833,24.32
23.9167,81.25,24.21
23.9167,81.4167,24.22
23.9167,81.5833,23.64
23.9167,81.75,23.08
23.9167,81.9167,22.91
23.9167,82.0833,22.54
23.9167,82.25,23.2
23.9167,82.4167,22.62
23.9167,82.5833,23.7
23.9167,82.75,23.48
23.9167,82.9167,23.24
23.9167,83.0833,23.13
23.9167,83.25,23.09
23.9167,83.4167,22.69
23.9167,83.5833,22.37
23.9167,83.75,22.55
23.9167,83.9167,22.95
23.9167,84.0833,23.07
23.9167,84.25,23.26
23.9167,84.4167,22.82
23.9167,84.5833,22.48
23.9167,84.75,22.57
23.9167,84.9167,22.52
23.9167,85.0833,22.48
23.9167,85.25,22.54
23.9167,85.4167,22.74
23.9167,85.5833,22.56
23.9167,85.75,23.18
23.9167,85.9167,23.99
23.9167,86.0833,23.99
23.9167,86.25,24.23
23.9167,86.4167,24.49
23.9167,86.5833,25.11
23.9167,86.75,25.14
23.9167,86.9167,25.56
23.9167,87.0833,25.78
23.9167,87.25,25.99
23.9167,87.4167,26.14
23.9167,87.5833,26.04
23.9167,87.75,25.88
23.9167,87.9167,25.79
23.9167,88.0833,25.73
23.9167,88.25,25.41
23.9167,88.4167,25.14
23.9167,88.5833,24.79
23.9167,88.75,24.58
23.9167,88.9167,24.33
23.9167,89.0833,24.34
23.9167,89.25,24.33
23.9167,89.4167,24.39
23.9167,89.5833,24.44
23.9167,89.75,24.37
23.9167,89.9167,24.31
23.9167,90.0833,24.38
23.9167,90.25,24.64
23.9167,90.4167,24.93
23.9167,90.5833,24.84
23.9167,90.75,24.98
23.9167,90.9167,25.12
23.9167,91.0833,25.46
23.9167,91.25,25.36
23.9167,91.4167,25.21
23.9167,91.5833,24.85
23.9167,91.75,24.44
23.9167,91.9167,24.45
23.9167,92.0833,24.33
23.9167,92.25,24.14
23.9167,92.4167,23.42
23.9167,92.5833,23.36
23.9167,92.75,22.68
23.9167,92.9167,21.63
23.9167,93.0833,21.04
23.9167,93.25,19.2
23.9167,93.4167,19.85
23.9167,93.5833,18.65
23.9167,93.75,18.61
23.9167,93.9167,17.56
23.9167,94.0833,21.22
23.9167,94.25,23.86
23.9167,94.4167,23.19
23.9167,94.5833,24.17
23.9167,94.75,23.54
23.9167,94.9167,23.31
23.9167,95.0833,23.22
23.9167,95.25,24.43
23.9167,95.4167,24.49
23.9167,95.5833,23.53
23.9167,95.75,25.18
23.9167,95.9167,24.59
23.9167,96.0833,25.02
23.9167,96.25,25.15
23.9167,96.4167,25.74
23.9167,96.5833,24.64
23.9167,96.75,24.11
23.9167,96.9167,23.49
23.75,68.0833,25.18
23.75,68.25,25.3
23.75,68.4167,25.3
23.75,68.5833,26.49
23.75,68.75,27.67
23.75,68.9167,27.41
23.75,69.0833,27.69
23.75,69.25,28.36
23.75,69.4167,28.18
23.75,69.5833,28.48
23.75,69.75,28.65
23.75,69.9167,27.65
23.75,70.0833,25.45
23.75,70.25,26.33
23.75,70.4167,26.47
23.75,70.5833,27.78
23.75,70.75,28.71
23.75,70.9167,28.65
23.75,71.0833,29.0
23.75,71.25,29.19
23.75,71.4167,29.24
23.75,71.5833,29.07
23.75,71.75,29.1
23.75,71.9167,28.65
23.75,72.0833,27.93
23.75,72.25,27.83
23.75,72.4167,27.47
23.75,72.5833,27.16
23.75,72.75,27.5
23.75,72.9167,27.48
23.75,73.0833,26.91
23.75,73.25,26.8
23.75,73.4167,26.68
23.75,73.5833,26.69
23.75,73.75,27.1
23.75,73.9167,27.25
23.75,74.0833,27.45
23.75,74.25,27.01
23.75,74.4167,26.78
23.75,74.5833,27.74
23.75,74.75,27.23
23.75,74.9167,26.29
23.75,75.0833,26.63
23.75,75.25,26.98
23.75,75.4167,26.9
23.75,75.5833,26.83
23.75,75.75,26.93
23.75,75.9167,26.93
23.75,76.0833,27.15
23.75,76.25,27.21
23.75,76.4167,27.56
23.75,76.5833,27.32
23.75,76.75,27.42
23.75,76.9167,27.11
23.75,77.0833,26.37
23.75,77.25,26.24
23.75,77.4167,26.05
23.75,77.5833,25.71
23.75,77.75,25.32
23.75,77.9167,25.3
23.75,78.0833,25.44
23.75,78.25,25.34
23.75,78.4167,25.38
23.75,78.5833,25.08
23.75,78.75,25.35
23.75,78.9167,25.58
23.75,79.0833,25.16
23.75,79.25,24.95
23.75,79.4167,25.3
23.75,79.5833,25.24
23.75,79.75,25.05
23.75,79.9167,24.78
23.75,80.0833,24.58
23.75,80.25,24.65
23.75,80.4167,24.87
23.75,80.5833,24.8
23.75,80.75,24.89
23.75,80.9167,24.12
23.75,81.0833,24.36
23.75,81.25,24.84
23.75,81.4167,24.22
23.75,81.5833,24.16
23.75,81.75,23.66
23.75,81.9167,22.98
23.75,82.0833,22.33
23.75,82.25,22.28
23.75,82.4167,21.83
23.75,82.5833,22.09
23.75,82.75,23.06
23.75,82.9167,22.68
23.75,83.0833,22.59
23.75,83.25,22.46
23.75,83.4167,22.23
23.75,83.5833,22.71
23.75,83.75,22.78
23.75,83.9167,22.34
23.75,84.0833,22.34
23.75,84.25,22.31
23.75,84.4167,22.73
23.75,84.5833,23.22
23.75,84.75,22.63
23.75,84.9167,22.95
23.75,85.0833,22.93
23.75,85.25,23.05
23.75,85.4167,23.68
23.75,85.5833,23.95
23.75,85.75,23.73
23.75,85.9167,24.45
23.75,86.0833,24.81
23.75,86.25,25.05
23.75,86.4167,25.18
23.75,86.5833,25.15
23.75,86.75,25.25
23.75,86.9167,25.69
23.75,87.0833,26.02
23.75,87.25,26.13
23.75,87.4167,26.1
23.75,87.5833,26.07
23.75,87.75,26.07
23.75,87.9167,26.02
23.75,88.0833,25.98
23.75,88.25,25.65
23.75,88.4167,25.41
23.75,88.5833,25.18
23.75,88.75,24.87
23.75,88.9167,24.69
23.75,89.0833,24.63
23.75,89.25,24.63
23.75,89.4167,24.62
23.75,89.5833,24.51
23.75,89.75,24.45
23.75,89.9167,24.44
23.75,90.0833,24.51
23.75,90.25,24.8
23.75,90.4167,25.4
23.75,90.5833,25.18
23.75,90.75,25.25
23.75,90.9167,25.39
23.75,91.0833,25.44
23.75,91.25,25.27
23.75,91.4167,25.23
23.75,91.5833,24.65
23.75,91.75,24.44
23.75,91.9167,24.28
23.75,92.0833,24.1
23.75,92.25,23.99
23.75,92.4167,23.24
23.75,92.5833,22.8
23.75,92.75,22.48
23.75,92.9167,21.63
23.75,93.0833,20.7
23.75,93.25,19.5
23.75,93.4167,19.25
23.75,93.5833,17.68
23.75,93.75,17.8
23.75,93.9167,17.56
23.75,94.0833,21.84
23.75,94.25,23.36
23.75,94.4167,24.25
23.75,94.5833,23.72
23.75,94.75,23.32
23.75,94.9167,22.94
23.75,95.0833,23.96
23.75,95.25,24.92
23.75,95.4167,25.1
23.75,95.5833,25.48
23.75,95.75,26.24
23.75,95.9167,25.0
23.75,96.0833,25.83
23.75,96.25,25.87
23.75,96.4167,25.03
23.75,96.5833,24.64
23.75,96.75,24.17
23.75,96.9167,24.35
23.5833,68.25,25.12
23.5833,68.4167,25.27
23.5833,68.5833,27.29
23.5833,68.75,27.85
23.5833,68.9167,27.58
23.5833,69.0833,27.57
23.5833,69.25,28.1
23.5833,69.4167,28.43
23.5833,69.5833,28.66
23.5833,69.75,28.73
23.5833,69.9167,28.31
23.5833,70.0833,26.63
23.5833,70.25,26.96
23.5833,70.4167,27.53
23.5833,70.5833,28.09
23.5833,70.75,28.17
23.5833,70.9167,28.58
23.5833,71.0833,28.74
23.5833,71.25,29.35
23.5833,71.4167,29.5
23.5833,71.5833,29.33
23.5833,71.75,29.24
23.5833,71.9167,28.92
23.5833,72.0833,28.14
23.5833,72.25,28.1
23.5833,72.4167,27.73
23.5833,72.5833,27.28
23.5833,72.75,27.31
23.5833,72.9167,27.41
23.5833,73.0833,27.22
23.5833,73.25,27.26
23.5833,73.4167,27.21
23.5833,73.5833,27.35
23.5833,73.75,27.36
23.5833,73.9167,27.55
23.5833,74.0833,27.24
23.5833,74.25,27.07
23.5833,74.4167,26.92
23.5833,74.5833,27.8
23.5833,74.75,27.88
23.5833,74.9167,26.68
23.5833,75.0833,26.99
23.5833,75.25,27.2
23.5833,75.4167,27.01
23.5833,75.5833,27.15
23.5833,75.75,27.07
23.5833,75.9167,26.9
23.5833,76.0833,27.16
23.5833,76.25,27.03
23.5833,76.4167,27.1
23.5833,76.5833,27.04
23.5833,76.75,26.93
23.5833,76.9167,26.49
23.5833,77.0833,26.31
23.5833,77.25,26.05
23.5833,77.4167,25.82
23.5833,77.5833,25.35
23.5833,77.75,25.1
23.5833,77.9167,25.32
23.5833,78.0833,25.3
23.5833,78.25,25.4
23.5833,78.4167,25.48
23.5833,78.5833,25.38
23.5833,78.75,25.59
23.5833,78.9167,25.29
23.5833,79.0833,24.98
23.5833,79.25,25.4
23.5833,79.4167,25.51
23.5833,79.5833,25.27
23.5833,79.75,24.8
23.5833,79.9167,24.63
23.5833,80.0833,24.64
23.5833,80.25,24.55
23.5833,80.4167,24.06
23.5833,80.5833,24.65
23.5833,80.75,24.7
23.5833,80.9167,24.42
23.5833,81.0833,24.06
23.5833,81.25,24.39
23.5833,81.4167,24.45
23.5833,81.5833,23.8
23.5833,81.75,23.55
23.5833,81.9167,22.71
23.5833,82.0833,21.89
23.5833,82.25,21.65
23.5833,82.4167,21.59
23.5833,82.5833,21.67
23.5833,82.75,22.23
23.5833,82.9167,22.15
23.5833,83.0833,22.58
23.5833,83.25,22.43
23.5833,83.4167,22.17
23.5833,83.5833,21.85
23.5833,83.75,22.61
23.5833,83.9167,21.3
23.5833,84.0833,21.44
23.5833,84.25,21.15
23.5833,84.4167,21.48
23.5833,84.5833,21.39
23.5833,84.75,22.42
23.5833,84.9167,22.38
23.5833,85.0833,22.68
23.5833,85.25,22.95
23.5833,85.4167,23.16
23.5833,85.5833,24.02
23.5833,85.75,24.25
23.5833,85.9167,24.2
23.5833,86.0833,25.04
23.5833,86.25,25.16
23.5833,86.4167,25.35
23.5833,86.5833,25.4
23.5833,86.75,25.35
23.5833,86.9167,25.72
23.5833,87.0833,26.0
23.5833,87.25,26.11
23.5833,87.4167,25.81
23.5833,87.5833,25.79
23.5833,87.75,26.0
23.5833,87.9167,26.09
23.5833,88.0833,26.07
23.5833,88.25,25.85
23.5833,88.4167,25.75
23.5833,88.5833,25.57
23.5833,88.75,25.19
23.5833,88.9167,25.02
23.5833,89.0833,24.97
23.5833,89.25,24.94
23.5833,89.4167,24.85
23.5833,89.5833,24.81
23.5833,89.75,24.72
23.5833,89.9167,24.75
23.5833,90.0833,24.57
23.5833,90.25,24.75
23.5833,90.4167,25.01
23.5833,90.5833,25.17
23.5833,90.75,25.35
23.5833,90.9167,25.39
23.5833,91.0833,25.5
23.5833,91.25,25.29
23.5833,91.4167,25.21
23.5833,91.5833,24.92
23.5833,91.75,24.69
23.5833,91.9167,24.51
23.5833,92.0833,24.12
23.5833,92.25,24.02
23.5833,92.4167,22.95
23.5833,92.5833,22.37
23.5833,92.75,22.49
23.5833,92.9167,20.88
23.5833,93.0833,20.72
23.5833,93.25,18.83
23.5833,93.4167,18.83
23.5833,93.5833,18.44
23.5833,93.75,17.29
23.5833,93.9167,19.78
23.5833,94.0833,23.8
23.5833,94.25,23.08
23.5833,94.4167,24.49
23.5833,94.5833,23.97
23.5833,94.75,23.32
23.5833,94.9167,23.09
23.5833,95.0833,24.57
23.5833,95.25,25.26
23.5833,95.4167,25.91
23.5833,95.5833,25.72
23.5833,95.75,26.13
23.5833,95.9167,24.65
23.5833,96.0833,25.71
23.5833,96.25,25.09
23.5833,96.4167,24.88
23.5833,96.5833,25.05
23.5833,96.75,24.73
23.5833,96.9167,24.65
23.4167,68.4167,24.91
23.4167,68.5833,27.31
23.4167,68.75,27.88
23.4167,68.9167,27.79
23.4167,69.0833,27.25
23.4167,69.25,27.26
23.4167,69.4167,27.61
23.4167,69.5833,27.84
23.4167,69.75,28.01
23.4167,69.9167,28.42
23.4167,70.0833,28.46
23.4167,70.25,28.4
23.4167,70.4167,28.28
23.4167,70.5833,28.04
23.4167,70.75,28.48
23.4167,70.9167,28.95
23.4167,71.0833,28.97
23.4167,71.25,29.03
23.4167,71.4167,29.02
23.4167,71.5833,29.27
23.4167,71.75,29.12
23.4167,71.9167,28.91
23.4167,72.0833,28.74
23.4167,72.25,28.23
23.4167,72.4167,27.9
23.4167,72.5833,27.3
23.4167,72.75,27.34
23.4167,72.9167,27.62
23.4167,73.0833,27.55
23.4167,73.25,27.53
23.4167,73.4167,27.43
23.4167,73.5833,27.59
23.4167,73.75,27.71
23.4167,73.9167,27.67
23.4167,74.0833,27.41
23.4167,74.25,27.17
23.4167,74.4167,27.26
23.4167,74.5833,28.4
23.4167,74.75,28.28
23.4167,74.9167,27.65
23.4167,75.0833,27.18
23.4167,75.25,27.16
23.4167,75.4167,27.2
23.4167,75.5833,27.37
23.4167,75.75,26.96
23.4167,75.9167,26.68
23.4167,76.0833,27.03
23.4167,76.25,27.09
23.4167,76.4167,27.09
23.4167,76.5833,26.9
23.4167,76.75,26.65
23.4167,76.9167,26.34
23.4167,77.0833,26.06
23.4167,77.25,26.06
23.4167,77.4167,25.87
23.4167,77.5833,25.62
23.4167,77.75,25.5
23.4167,77.9167,25.52
23.4167,78.0833,25.49
23.4167,78.25,25.69
23.4167,78.4167,25.88
23.4167,78.5833,25.6
23.4167,78.75,25.77
23.4167,78.9167,25.48
23.4167,79.0833,25.53
23.4167,79.25,25.62
23.4167,79.4167,25.43
23.4167,79.5833,25.14
23.4167,79.75,24.67
23.4167,79.9167,24.52
23.4167,80.0833,24.51
23.4167,80.25,24.61
23.4167,80.4167,24.63
23.4167,80.5833,24.67
23.4167,80.75,24.57
23.4167,80.9167,24.98
23.4167,81.0833,24.66
23.4167,81.25,24.49
23.4167,81.4167,25.04
23.4167,81.5833,24.68
23.4167,81.75,24.13
23.4167,81.9167,23.48
23.4167,82.0833,23.1
23.4167,82.25,22.41
23.4167,82.4167,22.35
23.4167,82.5833,22.65
23.4167,82.75,23.24
23.4167,82.9167,23.21
23.4167,83.0833,23.33
23.4167,83.25,22.95
23.4167,83.4167,22.46
23.4167,83.5833,21.33
23.4167,83.75,21.26
23.4167,83.9167,20.72
23.4167,84.0833,22.1
23.4167,84.25,21.15
23.4167,84.4167,21.47
23.4167,84.5833,22.13
23.4167,84.75,23.11
23.4167,84.9167,22.87
23.4167,85.0833,22.78
23.4167,85.25,23.0
23.4167,85.4167,23.26
23.4167,85.5833,23.22
23.4167,85.75,23.87
23.4167,85.9167,24.41
23.4167,86.0833,24.94
23.4167,86.25,25.3
23.4167,86.4167,25.41
23.4167,86.5833,25.47
23.4167,86.75,25.76
23.4167,86.9167,25.97
23.4167,87.0833,26.0
23.4167,87.25,25.99
23.4167,87.4167,26.06
23.4167,87.5833,25.98
23.4167,87.75,26.1
23.4167,87.9167,26.16
23.4167,88.0833,26.21
23.4167,88.25,26.07
23.4167,88.4167,26.01
23.4167,88.5833,25.93
23.4167,88.75,25.54
23.4167,88.9167,25.3
23.4167,89.0833,25.29
23.4167,89.25,25.26
23.4167,89.4167,25.18
23.4167,89.5833,25.03
23.4167,89.75,25.05
23.4167,89.9167,25.04
23.4167,90.0833,25.01
23.4167,90.25,24.76
23.4167,90.4167,24.87
23.4167,90.5833,25.1
23.4167,90.75,25.47
23.4167,90.9167,25.58
23.4167,91.0833,25.53
23.4167,91.25,25.55
23.4167,91.4167,25.17
23.4167,91.5833,24.98
23.4167,91.75,24.91
23.4167,91.9167,24.78
23.4167,92.0833,24.53
23.4167,92.25,24.38
23.4167,92.4167,23.59
23.4167,92.5833,22.29
23.4167,92.75,21.31
23.4167,92.9167,20.89
23.4167,93.0833,20.3
23.4167,93.25,19.58
23.4167,93.4167,19.27
23.4167,93.5833,19.35
23.4167,93.75,17.2
23.4167,93.9167,21.02
23.4167,94.0833,25.14
23.4167,94.25,23.67
23.4167,94.4167,24.95
23.4167,94.5833,23.61
23.4167,94.75,23.36
23.4167,94.9167,23.4
23.4167,95.0833,25.0
23.4167,95.25,25.7
23.4167,95.4167,26.07
23.4167,95.5833,26.43
23.4167,95.75,25.98
23.4167,95.9167,25.05
23.4167,96.0833,25.47
23.4167,96.25,24.89
23.4167,96.4167,25.17
23.4167,96.5833,25.44
23.4167,96.75,24.72
23.4167,96.9167,23.8
23.25,68.5833,25.67
23.25,68.75,27.36
23.25,68.9167,27.85
23.25,69.0833,27.71
23.25,69.25,27.3
23.25,69.4167,27.06
23.25,69.5833,27.31
23.25,69.75,27.33
23.25,69.9167,27.7
23.25,70.0833,28.34
23.25,70.25,28.03
23.25,70.4167,27.82
23.25,70.5833,28.27
23.25,70.75,27.69
23.25,70.9167,28.12
23.25,71.0833,28.73
23.25,71.25,28.86
23.25,71.4167,29.14
23.25,71.5833,29.66
23.25,71.75,29.17
23.25,71.9167,29.01
23.25,72.0833,28.8
23.25,72.25,28.21
23.25,72.4167,27.95
23.25,72.5833,27.82
23.25,72.75,27.39
23.25,72.9167,27.8
23.25,73.0833,27.83
23.25,73.25,27.5
23.25,73.4167,27.74
23.25,73.5833,27.81
23.25,73.75,27.76
23.25,73.9167,27.56
23.25,74.0833,27.78
23.25,74.25,28.15
23.25,74.4167,28.42
23.25,74.5833,28.46
23.25,74.75,28.76
23.25,74.9167,28.67
23.25,75.0833,28.17
23.25,75.25,27.14
23.25,75.4167,26.95
23.25,75.5833,26.92
23.25,75.75,26.65
23.25,75.9167,26.73
23.25,76.0833,26.74
23.25,76.25,27.13
23.25,76.4167,27.23
23.25,76.5833,26.93
23.25,76.75,26.75
23.25,76.9167,26.59
23.25,77.0833,26.35
23.25,77.25,25.74
23.25,77.4167,25.89
23.25,77.5833,25.89
23.25,77.75,25.81
23.25,77.9167,26.35
23.25,78.0833,26.03
23.25,78.25,25.84
23.25,78.4167,26.06
23.25,78.5833,26.06
23.25,78.75,26.06
23.25,78.9167,25.78
23.25,79.0833,25.22
23.25,79.25,25.22
23.25,79.4167,25.24
23.25,79.5833,24.97
23.25,79.75,24.77
23.25,79.9167,24.74
23.25,80.0833,24.78
23.25,80.25,25.09
23.25,80.4167,25.38
23.25,80.5833,25.43
23.25,80.75,24.82
23.25,80.9167,24.03
23.25,81.0833,24.05
23.25,81.25,24.54
23.25,81.4167,25.2
23.25,81.5833,25.17
23.25,81.75,24.79
23.25,81.9167,24.53
23.25,82.0833,24.41
23.25,82.25,24.33
23.25,82.4167,23.83
23.25,82.5833,24.03
23.25,82.75,23.9
23.25,82.9167,23.93
23.25,83.0833,23.65
23.25,83.25,23.42
23.25,83.4167,22.91
23.25,83.5833,22.0
23.25,83.75,21.61
23.25,83.9167,21.82
23.25,84.0833,21.86
23.25,84.25,21.77
23.25,84.4167,22.48
23.25,84.5833,23.64
23.25,84.75,23.51
23.25,84.9167,23.25
23.25,85.0833,22.9
23.25,85.25,23.24
23.25,85.4167,23.4
23.25,85.5833,24.34
23.25,85.75,25.16
23.25,85.9167,25.16
23.25,86.0833,24.05
23.25,86.25,25.14
23.25,86.4167,25.6
23.25,86.5833,25.62
23.25,86.75,25.9
23.25,86.9167,26.14
23.25,87.0833,26.28
23.25,87.25,25.96
23.25,87.4167,25.85
23.25,87.5833,26.18
23.25,87.75,26.32
23.25,87.9167,26.24
23.25,88.0833,26.01
23.25,88.25,25.89
23.25,88.4167,26.0
23.25,88.5833,25.9
23.25,88.75,25.73
23.25,88.9167,25.54
23.25,89.0833,25.53
23.25,89.25,25.48
23.25,89.4167,25.43
23.25,89.5833,25.27
23.25,89.75,25.23
23.25,89.9167,25.23
23.25,90.0833,25.12
23.25,90.25,25.09
23.25,90.4167,25.18
23.25,90.5833,25.27
23.25,90.75,25.48
23.25,90.9167,25.66
23.25,91.0833,25.58
