SID,SEASON,ISO_TIME,LAT,LON,WMO_WIND,DIST2LAND,LANDFALL
1980284N09092,1980,1980-10-10 06:00:00,8.80000,92.3000, ,480,466
1980284N09092,1980,1980-10-10 09:00:00,8.84254,92.5575, ,459,454
1980284N09092,1980,1980-10-10 12:00:00,8.90000,92.8000, ,454,448
1980284N09092,1980,1980-10-10 15:00:00,8.98499,93.0150, ,451,445
1980284N09092,1980,1980-10-10 18:00:00,9.10000,93.2000, ,449,444
1980284N09092,1980,1980-10-10 21:00:00,9.25000,93.3950, ,459,455
1980284N09092,1980,1980-10-11 00:00:00,9.40000,93.5000, ,465,465
1980284N09092,1980,1980-10-11 03:00:00,9.51498,93.4525, ,475,475
1980284N09092,1980,1980-10-11 06:00:00,9.60000,93.3000, ,494,494
1980284N09092,1980,1980-10-11 09:00:00,9.66501,93.1150, ,514,514
1980284N09092,1980,1980-10-11 12:00:00,9.70000,92.9000, ,524,524
1980284N09092,1980,1980-10-11 15:00:00,9.69999,92.7000, ,535,535
1980284N09092,1980,1980-10-11 18:00:00,9.70000,92.5000, ,547,547
1980284N09092,1980,1980-10-11 21:00:00,9.72750,92.2925, ,559,559
1980284N09092,1980,1980-10-12 00:00:00,9.80000,92.1000, ,581,581
1980284N09092,1980,1980-10-12 03:00:00,9.91250,91.9275, ,603,603
1980284N09092,1980,1980-10-12 06:00:00,10.1000,91.8000, ,628,628
1980284N09092,1980,1980-10-12 09:00:00,10.4000,91.7050, ,661,641
1980284N09092,1980,1980-10-12 12:00:00,10.7000,91.7000, ,641,616
1980284N09092,1980,1980-10-12 15:00:00,10.8800,91.8125, ,616,596
1980284N09092,1980,1980-10-12 18:00:00,11.0000,92.0000, ,596,577
1980284N09092,1980,1980-10-12 21:00:00,11.1150,92.1775, ,577,558
1980284N09092,1980,1980-10-13 00:00:00,11.2000,92.4000, ,558,536
1980284N09092,1980,1980-10-13 03:00:00,11.2575,92.6925, ,536,526
1980284N09092,1980,1980-10-13 06:00:00,11.3000,93.0000, ,526,506
1980284N09092,1980,1980-10-13 09:00:00,11.3800,93.2649, ,506,502
1980284N09092,1980,1980-10-13 12:00:00,11.4000,93.5000, ,502,500
1980284N09092,1980,1980-10-13 15:00:00,11.2725,93.7301, ,509,505
1980284N09092,1980,1980-10-13 18:00:00,11.1000,93.9000, ,505,493
1980284N09092,1980,1980-10-13 21:00:00,11.0000,93.9875, ,493,493
1980284N09092,1980,1980-10-14 00:00:00,10.9000,94.0000, ,493,492
1980284N09092,1980,1980-10-14 03:00:00,10.7500,93.9800, ,492,492
1980284N09092,1980,1980-10-14 06:00:00,10.6000,93.9000, ,503,503
1980284N09092,1980,1980-10-14 09:00:00,10.4999,93.8101, ,514,514
1980284N09092,1980,1980-10-14 12:00:00,10.4000,93.6000, ,536,536
1980284N09092,1980,1980-10-14 15:00:00,10.2500,93.2174, ,560,560
1980284N09092,1980,1980-10-14 18:00:00,10.1000,92.7000, ,574,574
1980284N09092,1980,1980-10-14 21:00:00,9.98496,92.1300, ,599,599
1980284N09092,1980,1980-10-15 00:00:00,9.90000,91.5000, ,631,631
1980284N09092,1980,1980-10-15 03:00:00,9.81242,90.8574, ,668,668
1980284N09092,1980,1980-10-15 06:00:00,9.80000,90.2000, ,724,724
1980284N09092,1980,1980-10-15 09:00:00,9.97237,89.5504, ,790,790
1980284N09092,1980,1980-10-15 12:00:00,10.1000,88.9000, ,829,763
1980284N09092,1980,1980-10-15 15:00:00,9.98228,88.2650, ,763,680
1980284N09092,1980,1980-10-15 18:00:00,9.70000,87.6000, ,680,592
1980284N09092,1980,1980-10-15 21:00:00,9.28507,86.8421, ,582,495
1980284N09092,1980,1980-10-16 00:00:00,8.90000,86.1000, ,495,429
1980284N09092,1980,1980-10-16 03:00:00,8.74733,85.4703, ,425,363
1980284N09092,1980,1980-10-16 06:00:00,8.70000,84.9000, ,363,307
1980284N09092,1980,1980-10-16 09:00:00,8.64245,84.3276, ,297,247
1980284N09092,1980,1980-10-16 12:00:00,8.60000,83.8000, ,247,208
1980284N09092,1980,1980-10-16 15:00:00,8.54992,83.3275, ,193,153
1980284N09092,1980,1980-10-16 18:00:00,8.50000,82.9000, ,153,113
1980284N09092,1980,1980-10-16 21:00:00,8.44994,82.4925, ,108,71
1980284N09092,1980,1980-10-17 00:00:00,8.40000,82.1000, ,71,33
1980284N09092,1980,1980-10-17 03:00:00,8.34996,81.7000, ,31,0
1980284N09092,1980,1980-10-17 06:00:00,8.30000,81.3000, ,0,0
1980284N09092,1980,1980-10-17 09:00:00,8.25735,80.9300, ,0,0
1980284N09092,1980,1980-10-17 12:00:00,8.20000,80.5000, ,0,0
1980284N09092,1980,1980-10-17 15:00:00,8.10729,79.9750, ,0,0
1980284N09092,1980,1980-10-17 18:00:00,8.00000,79.3000, ,44,44
1980284N09092,1980,1980-10-17 21:00:00,7.90028,78.4075, ,65,33
1980284N09092,1980,1980-10-18 00:00:00,7.80000,77.5000, ,33,33
1980284N09092,1980,1980-10-18 03:00:00,7.67724,76.8050, ,71,71
1980284N09092,1980,1980-10-18 06:00:00,7.60000,76.2000, ,125,125
1980284N09092,1980,1980-10-18 09:00:00,7.62747,75.5701, ,172,172
1980284N09092,1980,1980-10-18 12:00:00,7.70000,75.0000, ,212,212
1980284N09092,1980,1980-10-18 15:00:00,7.74237,74.5275, ,258,252
1980284N09092,1980,1980-10-18 18:00:00,7.80000,74.1000, ,291,291
1980284N09092,1980,1980-10-18 21:00:00,7.88493,73.6575, ,328,328
1980284N09092,1980,1980-10-19 00:00:00,8.00000,73.2000, ,375,375
1980284N09092,1980,1980-10-19 03:00:00,8.11994,72.7149, ,421,421
1980284N09092,1980,1980-10-19 06:00:00,8.30000,72.2000, ,467,467
1980284N09092,1980,1980-10-19 09:00:00,8.56996,71.6575, ,513,513
1980284N09092,1980,1980-10-19 12:00:00,8.90000,71.1000, ,567,567
1980284N09092,1980,1980-10-19 15:00:00,9.22748,70.5349, ,602,596
1980284N09092,1980,1980-10-19 18:00:00,9.60000,70.0000, ,628,628
1980284N09092,1980,1980-10-19 21:00:00,10.0326,69.5303, ,657,652
1980284N09092,1980,1980-10-20 00:00:00,10.5000,69.1000, ,672, 
1980290N10088,1980,1980-10-16 00:00:00,10.0333,88.0000, ,732,666
1980290N10088,1980,1980-10-16 03:00:00,10.3431,87.1945, ,666,611
1980290N10088,1980,1980-10-16 06:00:00,10.6723,86.4134, ,606,554
1980290N10088,1980,1980-10-16 09:00:00,11.0454,85.6789, ,554,521
1980290N10088,1980,1980-10-16 12:00:00,11.5000,85.0000, ,521,460
1980290N10088,1980,1980-10-16 15:00:00,12.0528,84.3673, ,458,387
1980290N10088,1980,1980-10-16 18:00:00,12.6807,83.7978, ,385,324
1980290N10088,1980,1980-10-16 21:00:00,13.3615,83.2661, ,324,280
1980290N10088,1980,1980-10-17 00:00:00,14.0000,82.8333, ,270,217
1980290N10088,1980,1980-10-17 03:00:00,14.5156,82.5193, ,217,169
1980290N10088,1980,1980-10-17 06:00:00,14.9256,82.3047, ,169,130
1980290N10088,1980,1980-10-17 09:00:00,15.2510,82.1291, ,119,95
1980290N10088,1980,1980-10-17 12:00:00,15.5000,82.0000, ,95,70
1980290N10088,1980,1980-10-17 15:00:00,15.7250,81.8838, ,70,46
1980290N10088,1980,1980-10-17 18:00:00,15.9041,81.8015, ,46,35
1980290N10088,1980,1980-10-17 21:00:00,16.0561,81.7501, ,24,11
1980290N10088,1980,1980-10-18 00:00:00,16.1667,81.7000, ,11,11
1980290N10088,1980,1980-10-18 03:00:00,16.2372,81.6056, ,15,10
1980290N10088,1980,1980-10-18 06:00:00,16.2692,81.5116, ,11,11
1980290N10088,1980,1980-10-18 09:00:00,16.2766,81.4485, ,10,10
1980290N10088,1980,1980-10-18 12:00:00,16.3000,81.4000, ,10,0
1980290N10088,1980,1980-10-18 15:00:00,16.3817,81.3525, ,0,0
1980290N10088,1980,1980-10-18 18:00:00,16.5033,81.3100, ,0,0
1980290N10088,1980,1980-10-18 21:00:00,16.6467,81.2709, ,0,0
1980290N10088,1980,1980-10-19 00:00:00,16.8000,81.2333, ,0, 
1980317N11075,1980,1980-11-12 02:00:00,11.3000,74.8000, ,88,88
1980317N11075,1980,1980-11-12 03:00:00,11.3074,74.6856, ,95,95
1980317N11075,1980,1980-11-12 06:00:00,11.3179,74.3270, ,125,125
1980317N11075,1980,1980-11-12 09:00:00,11.3581,74.0018, ,147,147
1980317N11075,1980,1980-11-12 12:00:00,11.3920,73.6992, ,176,176
1980317N11075,1980,1980-11-12 14:00:00,11.4016,73.5169, ,195,195
1980317N11075,1980,1980-11-12 15:00:00,11.4036,73.4301, ,205,205
1980317N11075,1980,1980-11-12 18:00:00,11.4159,73.1792, ,225,225
1980317N11075,1980,1980-11-12 21:00:00,11.4546,72.9296, ,249,249
1980317N11075,1980,1980-11-13 00:00:00,11.5175,72.6843, ,269,269
1980317N11075,1980,1980-11-13 02:00:00,11.5725,72.5222, ,283,283
1980317N11075,1980,1980-11-13 03:00:00,11.6039,72.4389, ,293,293
1980317N11075,1980,1980-11-13 06:00:00,11.7058,72.1901, ,308,308
1980317N11075,1980,1980-11-13 09:00:00,11.8067,71.9355, ,334,334
1980317N11075,1980,1980-11-13 12:00:00,11.9094,71.7082, ,351,351
1980317N11075,1980,1980-11-13 14:00:00,11.9778,71.5858, ,359,359
1980317N11075,1980,1980-11-13 15:00:00,12.0107,71.5333, ,369,367
1980317N11075,1980,1980-11-13 18:00:00,12.1093,71.4005, ,377,375
1980317N11075,1980,1980-11-13 21:00:00,12.2084,71.2939, ,386,384
1980317N11075,1980,1980-11-14 00:00:00,12.3092,71.1909, ,394,394
1980317N11075,1980,1980-11-14 02:00:00,12.3742,71.1053, ,403,403
1980317N11075,1980,1980-11-14 03:00:00,12.4074,71.0586, ,403,403
1980317N11075,1980,1980-11-14 06:00:00,12.5178,70.9147, ,421,419
1980317N11075,1980,1980-11-14 09:00:00,12.6540,70.7747, ,427,427
1980317N11075,1980,1980-11-14 12:00:00,12.8028,70.6316, ,439,433
1980317N11075,1980,1980-11-14 14:00:00,12.9000,70.5333, ,441,441
1980317N11075,1980,1980-11-14 15:00:00,12.9489,70.4816, ,441,435
1980317N11075,1980,1980-11-14 18:00:00,13.0974,70.3221, ,448,442
1980317N11075,1980,1980-11-14 21:00:00,13.2478,70.1554, ,452,452
1980317N11075,1980,1980-11-15 00:00:00,13.3991,70.0016, ,461,461
1980317N11075,1980,1980-11-15 02:00:00,13.5000,69.9169, ,466,466
1980317N11075,1980,1980-11-15 03:00:00,13.5500,69.8821, ,466,462
1980317N11075,1980,1980-11-15 06:00:00,13.6999,69.7882, ,468,465
1980317N11075,1980,1980-11-15 09:00:00,13.8499,69.7028, ,475,470
1980317N11075,1980,1980-11-15 12:00:00,14.0000,69.5938, ,475,475
1980317N11075,1980,1980-11-15 14:00:00,14.1000,69.4883, ,481,481
1980317N11075,1980,1980-11-15 15:00:00,14.1512,69.4252, ,488,488
1980317N11075,1980,1980-11-15 18:00:00,14.3055,69.2199, ,503,498
1980317N11075,1980,1980-11-15 21:00:00,14.4630,69.0123, ,512,512
1980317N11075,1980,1980-11-16 00:00:00,14.6057,68.8127, ,527,527
1980317N11075,1980,1980-11-16 02:00:00,14.6830,68.6983, ,532,532
1980317N11075,1980,1980-11-16 03:00:00,14.7162,68.6469, ,542,538
1980317N11075,1980,1980-11-16 06:00:00,14.8060,68.4898, ,548,548
1980317N11075,1980,1980-11-16 09:00:00,14.9006,68.3053, ,564,564
1980317N11075,1980,1980-11-16 12:00:00,14.9840,68.1085, ,581,581
1980317N11075,1980,1980-11-16 14:00:00,15.0239,67.9777, ,591,591
1980317N11075,1980,1980-11-16 15:00:00,15.0388,67.9081, ,601,601
1980317N11075,1980,1980-11-16 18:00:00,15.0886,67.6944, ,619,619
1980317N11075,1980,1980-11-16 21:00:00,15.1598,67.4800, ,637,637
1980317N11075,1980,1980-11-17 00:00:00,15.2893,67.2736, ,655,655
1980317N11075,1980,1980-11-17 02:00:00,15.4142,67.1336, ,674,672
1980317N11075,1980,1980-11-17 03:00:00,15.4952,67.0655, ,672,672
1980317N11075,1980,1980-11-17 06:00:00,15.8079,66.8978, ,685,654
1980317N11075,1980,1980-11-17 09:00:00,16.2468,66.7879, ,654,608
1980317N11075,1980,1980-11-17 12:00:00,16.6775,66.7906, ,608,584
1980317N11075,1980,1980-11-17 14:00:00,16.8698,66.8759, ,584,584
1980317N11075,1980,1980-11-17 15:00:00,16.9454,66.9403, ,584,547
1980317N11075,1980,1980-11-17 18:00:00,17.1551,67.1877, ,538,501
1980317N11075,1980,1980-11-17 21:00:00,17.3777,67.4765, ,501,471
1980317N11075,1980,1980-11-18 00:00:00,17.6686,67.7402, ,461,437
1980317N11075,1980,1980-11-18 02:00:00,17.9652,67.8343, ,428,413
1980317N11075,1980,1980-11-18 03:00:00,18.1298,67.8654, ,413,362
1980317N11075,1980,1980-11-18 06:00:00,18.5911,67.9792, ,362,322
1980317N11075,1980,1980-11-18 09:00:00,18.8823,68.2130, ,322,285
1980317N11075,1980,1980-11-18 12:00:00,19.0861,68.5011, ,285,263
1980317N11075,1980,1980-11-18 14:00:00,19.2069,68.6948, ,263,248
1980317N11075,1980,1980-11-18 15:00:00,19.2593,68.7919, ,248,222
1980317N11075,1980,1980-11-18 18:00:00,19.4110,69.0879, ,222,185
1980317N11075,1980,1980-11-18 21:00:00,19.5926,69.3789, ,185,148
1980317N11075,1980,1980-11-19 00:00:00,19.7887,69.6890, ,148,128
1980317N11075,1980,1980-11-19 02:00:00,19.9216,69.9140, ,128,113
1980317N11075,1980,1980-11-19 03:00:00,19.9907,70.0332, ,113,69
1980317N11075,1980,1980-11-19 06:00:00,20.2118,70.4114, ,69,35
1980317N11075,1980,1980-11-19 08:00:00,20.4000,70.7000, ,35, 
1980338N09085,1980,1980-12-03 00:00:00,9.36667,84.6667, ,375,360
1980338N09085,1980,1980-12-03 03:00:00,9.52670,84.4989, ,360,350
1980338N09085,1980,1980-12-03 06:00:00,9.68336,84.3342, ,350,345
1980338N09085,1980,1980-12-03 09:00:00,9.83667,84.1724, ,345,337
1980338N09085,1980,1980-12-03 12:00:00,10.0000,84.0000, ,337,325
1980338N09085,1980,1980-12-03 15:00:00,10.1872,83.8036, ,331,318
1980338N09085,1980,1980-12-03 18:00:00,10.3875,83.5974, ,325,314
1980338N09085,1980,1980-12-03 21:00:00,10.5841,83.3975, ,320,306
1980338N09085,1980,1980-12-04 00:00:00,10.8000,83.2000, ,312,307
1980338N09085,1980,1980-12-04 03:00:00,11.0489,82.9888, ,307,305
1980338N09085,1980,1980-12-04 06:00:00,11.3359,82.7918, ,313,276
1980338N09085,1980,1980-12-04 09:00:00,11.6782,82.6155, ,276,256
1980338N09085,1980,1980-12-04 12:00:00,12.0000,82.5000, ,256,252
1980338N09085,1980,1980-12-04 15:00:00,12.2172,82.4569, ,252,250
1980338N09085,1980,1980-12-04 18:00:00,12.3933,82.4958, ,250,249
1980338N09085,1980,1980-12-04 21:00:00,12.5793,82.6034, ,260,260
1980338N09085,1980,1980-12-05 00:00:00,12.7667,82.7667, ,276,274
1980338N09085,1980,1980-12-05 03:00:00,12.9761,82.9590, ,294,293
1980338N09085,1980,1980-12-05 06:00:00,13.1767,83.1640, ,314,314
1980338N09085,1980,1980-12-05 09:00:00,13.3540,83.3471, ,324,324
1980338N09085,1980,1980-12-05 12:00:00,13.5000,83.5000, ,346,346
1980338N09085,1980,1980-12-05 15:00:00,13.5991,83.5966, ,356,352
1980338N09085,1980,1980-12-05 18:00:00,13.6782,83.6736, ,357,347
1980338N09085,1980,1980-12-05 21:00:00,13.7599,83.7504, ,352,342
1980338N09085,1980,1980-12-06 00:00:00,13.8667,83.8667, ,347,343
1980338N09085,1980,1980-12-06 03:00:00,14.0187,84.0601, ,349,337
1980338N09085,1980,1980-12-06 06:00:00,14.2260,84.3231, ,343,340
1980338N09085,1980,1980-12-06 09:00:00,14.5170,84.6661, ,348,340
1980338N09085,1980,1980-12-06 12:00:00,14.8000,85.0000, ,352,352
1980338N09085,1980,1980-12-06 15:00:00,14.9694,85.2162, ,358,358
1980338N09085,1980,1980-12-06 18:00:00,15.1099,85.3910, ,365,355
1980338N09085,1980,1980-12-06 21:00:00,15.2937,85.5771, ,363,355
1980338N09085,1980,1980-12-07 00:00:00,15.4667,85.7667, ,361,357
1980338N09085,1980,1980-12-07 03:00:00,15.5855,85.9655, ,363,360
1980338N09085,1980,1980-12-07 06:00:00,15.6968,86.1723, ,366,364
1980338N09085,1980,1980-12-07 09:00:00,15.8380,86.3847, ,371,362
1980338N09085,1980,1980-12-07 12:00:00,16.0000,86.6000, ,369, 
1980345N09092,1980,1980-12-10 08:00:00,8.90000,92.0000, ,511,503
1980345N09092,1980,1980-12-10 09:00:00,8.88982,92.1629, ,496,468
1980345N09092,1980,1980-12-10 12:00:00,8.87660,92.6295, ,468,448
1980345N09092,1980,1980-12-10 14:00:00,8.90000,92.9000, ,448,442
1980345N09092,1980,1980-12-10 15:00:00,8.92618,93.0168, ,442,434
1980345N09092,1980,1980-12-10 18:00:00,9.05392,93.2904, ,444,439
1980345N09092,1980,1980-12-10 21:00:00,9.22502,93.4538, ,444,444
1980345N09092,1980,1980-12-11 00:00:00,9.40027,93.5140, ,465,465
1980345N09092,1980,1980-12-11 02:00:00,9.50000,93.5000, ,475,475
1980345N09092,1980,1980-12-11 03:00:00,9.53130,93.4865, ,475,475
1980345N09092,1980,1980-12-11 06:00:00,9.60372,93.3749, ,490,490
1980345N09092,1980,1980-12-11 09:00:00,9.65114,93.1858, ,509,509
1980345N09092,1980,1980-12-11 12:00:00,9.68290,92.9565, ,519,519
1980345N09092,1980,1980-12-11 14:00:00,9.70000,92.8000, ,530,530
1980345N09092,1980,1980-12-11 15:00:00,9.70063,92.7293, ,535,535
1980345N09092,1980,1980-12-11 18:00:00,9.69243,92.5085, ,547,547
1980345N09092,1980,1980-12-11 21:00:00,9.69334,92.2920, ,559,559
1980345N09092,1980,1980-12-12 00:00:00,9.95641,91.9011, ,612,612
1980345N09092,1980,1980-12-12 02:00:00,10.1373,91.8176, ,628,628
1980345N09092,1980,1980-12-12 03:00:00,10.2502,91.8019, ,646,646
1980345N09092,1980,1980-12-12 06:00:00,10.4316,91.8773, ,649,637
1980345N09092,1980,1980-12-12 09:00:00,10.5621,91.9831, ,637,622
1980345N09092,1980,1980-12-12 12:00:00,10.6813,92.1202, ,622,608
1980345N09092,1980,1980-12-12 14:00:00,10.7555,92.2356, ,608,604
1980345N09092,1980,1980-12-12 15:00:00,10.7857,92.2998, ,604,585
1980345N09092,1980,1980-12-12 18:00:00,10.8657,92.5238, ,585,575
1980345N09092,1980,1980-12-12 21:00:00,10.9324,92.8122, ,575,555
1980345N09092,1980,1980-12-13 00:00:00,10.9887,93.0744, ,555,552
1980345N09092,1980,1980-12-13 02:00:00,11.0258,93.1855, ,552,552
1980345N09092,1980,1980-12-13 03:00:00,11.0469,93.2272, ,552,539
1980345N09092,1980,1980-12-13 06:00:00,11.0966,93.3288, ,539,537
1980345N09092,1980,1980-12-13 09:00:00,11.1287,93.4285, ,537,535
1980345N09092,1980,1980-12-13 12:00:00,11.1085,93.5182, ,535,533
1980345N09092,1980,1980-12-13 14:00:00,11.0564,93.5836, ,533,533
1980345N09092,1980,1980-12-13 15:00:00,11.0178,93.6164, ,537,525
1980345N09092,1980,1980-12-13 18:00:00,10.8602,93.7059, ,525,514
1980345N09092,1980,1980-12-13 21:00:00,10.6493,93.7893, ,514,514
1980345N09092,1980,1980-12-14 00:00:00,10.4330,93.8094, ,514,514
1980345N09092,1980,1980-12-14 02:00:00,10.3155,93.7725, ,514,514
1980345N09092,1980,1980-12-14 03:00:00,10.2660,93.7429, ,525,525
1980345N09092,1980,1980-12-14 06:00:00,10.1443,93.5757, ,533,533
1980345N09092,1980,1980-12-14 09:00:00,10.0693,93.2692, ,545,544
1980345N09092,1980,1980-12-14 12:00:00,9.99431,92.9095, ,554,549
1980345N09092,1980,1980-12-14 14:00:00,9.91048,92.7101, ,555,555
1980345N09092,1980,1980-12-14 15:00:00,9.85946,92.6139, ,560,551
1980345N09092,1980,1980-12-14 18:00:00,9.69668,92.3021, ,559,557
1980345N09092,1980,1980-12-14 21:00:00,9.55319,91.9357, ,577,568
1980345N09092,1980,1980-12-15 00:00:00,9.41255,91.5095, ,589,589
1980345N09092,1980,1980-12-15 02:00:00,9.30913,91.1861, ,605,605
1980345N09092,1980,1980-12-15 03:00:00,9.26759,91.0199, ,621,621
1980345N09092,1980,1980-12-15 06:00:00,9.17447,90.4925, ,657,657
1980345N09092,1980,1980-12-15 09:00:00,9.13470,89.9476, ,704,704
1980345N09092,1980,1980-12-15 12:00:00,9.10670,89.3854, ,750,750
1980345N09092,1980,1980-12-15 14:00:00,9.06885,89.0111, ,788,788
1980345N09092,1980,1980-12-15 15:00:00,9.03388,88.8218, ,786,730
1980345N09092,1980,1980-12-15 18:00:00,8.91114,88.2494, ,719,663
1980345N09092,1980,1980-12-15 21:00:00,8.78159,87.6867, ,663,596
1980345N09092,1980,1980-12-16 00:00:00,8.66529,87.1122, ,596,562
1980345N09092,1980,1980-12-16 02:00:00,8.59995,86.7178, ,551,540
1980345N09092,1980,1980-12-16 03:00:00,8.58203,86.5169, ,529,462
1980345N09092,1980,1980-12-16 06:00:00,8.54866,85.8977, ,462,398
1980345N09092,1980,1980-12-16 09:00:00,8.53669,85.2561, ,398,324
1980345N09092,1980,1980-12-16 12:00:00,8.53477,84.6076, ,324,283
1980345N09092,1980,1980-12-16 14:00:00,8.53328,84.1853, ,283,262
1980345N09092,1980,1980-12-16 15:00:00,8.52809,83.9751, ,262,203
1980345N09092,1980,1980-12-16 18:00:00,8.51279,83.3629, ,203,143
1980345N09092,1980,1980-12-16 21:00:00,8.49688,82.7841, ,143,95
1980345N09092,1980,1980-12-17 00:00:00,8.47962,82.2215, ,86,56
1980345N09092,1980,1980-12-17 02:00:00,8.46662,81.8408, ,45,34
1980345N09092,1980,1980-12-17 03:00:00,8.45973,81.6560, ,34,0
1980345N09092,1980,1980-12-17 06:00:00,8.42496,81.1383, ,0,0
1980345N09092,1980,1980-12-17 09:00:00,8.36928,80.6888, ,0,0
1980345N09092,1980,1980-12-17 12:00:00,8.27175,80.3036, ,0,0
1980345N09092,1980,1980-12-17 14:00:00,8.10000,80.2000, ,0,0
1980345N09092,1980,1980-12-17 15:00:00,8.06540,79.9758, ,0,0
1980345N09092,1980,1980-12-17 18:00:00,7.95391,79.2105, ,55,55
1980345N09092,1980,1980-12-17 21:00:00,7.84259,78.3669, ,74,35
1980345N09092,1980,1980-12-18 00:00:00,7.74701,77.5236, ,44,44
1980345N09092,1980,1980-12-18 02:00:00,7.70000,77.0000, ,55,55
1980345N09092,1980,1980-12-18 03:00:00,7.68143,76.7721, ,71,71
1980345N09092,1980,1980-12-18 06:00:00,7.64604,76.1354, ,133,133
1980345N09092,1980,1980-12-18 09:00:00,7.64108,75.5592, ,172,172
1980345N09092,1980,1980-12-18 12:00:00,7.66640,75.0313, ,212,212
1980345N09092,1980,1980-12-18 14:00:00,7.70000,74.7000, ,239,239
1980345N09092,1980,1980-12-18 15:00:00,7.71235,74.5381, ,258,258
1980345N09092,1980,1980-12-18 18:00:00,7.76857,74.0820, ,291,291
1980345N09092,1980,1980-12-18 21:00:00,7.85844,73.6484, ,338,338
1980345N09092,1980,1980-12-19 00:00:00,7.98824,73.2095, ,375,375
1980345N09092,1980,1980-12-19 02:00:00,8.10000,72.9000, ,401,401
1980345N09092,1980,1980-12-19 03:00:00,8.15340,72.7263, ,418,418
1980345N09092,1980,1980-12-19 06:00:00,8.34260,72.1817, ,467,464
1980345N09092,1980,1980-12-19 09:00:00,8.58005,71.6188, ,524,524
1980345N09092,1980,1980-12-19 12:00:00,8.87198,71.0597, ,567,567
1980345N09092,1980,1980-12-19 14:00:00,9.10000,70.7000, ,589,589
1980345N09092,1980,1980-12-19 15:00:00,9.22461,70.5263, ,602,596
1980345N09092,1980,1980-12-19 18:00:00,9.63587,70.0281, ,628,623
1980345N09092,1980,1980-12-19 21:00:00,10.0905,69.5563, ,642,642
1980345N09092,1980,1980-12-20 00:00:00,10.5722,69.1003, ,668,668
1980345N09092,1980,1980-12-20 02:00:00,10.9000,68.8000, ,687, 
1981283N07132,1981,1981-10-16 03:00:00,16.5002,99.5005, ,0,0
1981283N07132,1981,1981-10-16 06:00:00,17.0000,99.0000, ,0, 
1981298N07083,1981,1981-10-25 02:00:00,6.50000,83.1000, ,143,129
1981298N07083,1981,1981-10-25 03:00:00,6.61685,82.9364, ,119,66
1981298N07083,1981,1981-10-25 06:00:00,6.97536,82.4356, ,55,22
1981298N07083,1981,1981-10-25 09:00:00,7.32727,81.9626, ,22,0
1981298N07083,1981,1981-10-25 12:00:00,7.68107,81.4999, ,0,0
1981298N07083,1981,1981-10-25 14:00:00,7.91938,81.1946, ,0,0
1981298N07083,1981,1981-10-25 15:00:00,8.03701,81.0445, ,0,0
1981298N07083,1981,1981-10-25 18:00:00,8.38137,80.6160, ,0,0
1981298N07083,1981,1981-10-25 21:00:00,8.70574,80.2366, ,0,0
1981298N07083,1981,1981-10-26 00:00:00,9.00434,79.8737, ,11,11
1981298N07083,1981,1981-10-26 02:00:00,9.19000,79.6179, ,47,47
1981298N07083,1981,1981-10-26 03:00:00,9.27665,79.4901, ,54,21
1981298N07083,1981,1981-10-26 06:00:00,9.51563,79.1167, ,21,0
1981298N07083,1981,1981-10-26 09:00:00,9.72551,78.7680, ,0,0
1981298N07083,1981,1981-10-26 12:00:00,9.93014,78.4225, ,0,0
1981298N07083,1981,1981-10-26 14:00:00,10.0821,78.1888, ,0,0
1981298N07083,1981,1981-10-26 15:00:00,10.1630,78.0685, ,0,0
1981298N07083,1981,1981-10-26 18:00:00,10.4026,77.6866, ,0,0
1981298N07083,1981,1981-10-26 21:00:00,10.6163,77.2621, ,0,0
1981298N07083,1981,1981-10-27 00:00:00,10.8278,76.8041, ,0,0
1981298N07083,1981,1981-10-27 02:00:00,10.9821,76.4873, ,0,0
1981298N07083,1981,1981-10-27 03:00:00,11.0625,76.3236, ,0,0
1981298N07083,1981,1981-10-27 06:00:00,11.2982,75.8204, ,0,0
1981298N07083,1981,1981-10-27 09:00:00,11.5101,75.3109, ,31,31
1981298N07083,1981,1981-10-27 12:00:00,11.6961,74.8121, ,55,55
1981298N07083,1981,1981-10-27 14:00:00,11.8093,74.4933, ,79,79
1981298N07083,1981,1981-10-27 15:00:00,11.8601,74.3410, ,93,93
1981298N07083,1981,1981-10-27 18:00:00,11.9850,73.9019, ,127,127
1981298N07083,1981,1981-10-27 21:00:00,12.0624,73.4900, ,161,161
1981298N07083,1981,1981-10-28 00:00:00,12.1247,73.0848, ,200,200
1981298N07083,1981,1981-10-28 02:00:00,12.1821,72.8013, ,227,227
1981298N07083,1981,1981-10-28 03:00:00,12.2141,72.6548, ,237,237
1981298N07083,1981,1981-10-28 06:00:00,12.3039,72.2212, ,287,287
1981298N07083,1981,1981-10-28 09:00:00,12.3657,71.8105, ,328,328
1981298N07083,1981,1981-10-28 12:00:00,12.4263,71.4234, ,371,371
1981298N07083,1981,1981-10-28 14:00:00,12.4821,71.1767, ,390,390
1981298N07083,1981,1981-10-28 15:00:00,12.5130,71.0589, ,400,400
1981298N07083,1981,1981-10-28 18:00:00,12.6025,70.7242, ,440,440
1981298N07083,1981,1981-10-28 21:00:00,12.6663,70.4148, ,463,463
1981298N07083,1981,1981-10-29 00:00:00,12.7278,70.1072, ,490,490
1981298N07083,1981,1981-10-29 02:00:00,12.7821,69.8873, ,502,502
